item_id,order_id,product_id,quantity,unit_price,line_total
843,342,13,4,585.6,2342.4
844,343,171,4,963.42,3853.68
845,343,32,3,190.38,571.14
846,343,10,1,477.51,477.51
847,343,192,3,228.39,685.17
848,344,140,5,686.27,3431.35
849,344,18,5,462.36,2311.8
850,345,147,1,861.73,861.73
851,345,81,2,917.31,1834.62
852,345,171,1,963.42,963.42
853,346,45,1,527.87,527.87
854,346,66,5,755.64,3778.2
855,346,156,5,732.27,3661.35
856,347,151,3,919.17,2757.51
857,348,102,5,740.95,3704.75
858,348,136,4,391.52,1566.08
859,348,164,2,217.35,434.7
860,348,166,1,75.47,75.47
861,349,119,5,595.84,2979.2
862,349,113,1,329.25,329.25
863,350,98,5,343.89,1719.45
864,350,143,3,574.84,1724.52
865,350,27,4,682.78,2731.12
866,350,98,1,343.89,343.89
867,351,56,4,757.39,3029.56
868,351,74,1,383.75,383.75
869,352,123,5,154.99,774.95
870,352,69,2,97.0,194.0
871,352,60,2,248.51,497.02
872,352,196,3,740.87,2222.61
873,353,47,2,855.21,1710.42
874,353,189,5,774.45,3872.25
875,353,172,5,555.62,2778.1
876,353,153,3,492.01,1476.03
877,354,157,4,400.72,1602.88
878,355,18,3,462.36,1387.08
879,356,111,2,303.93,607.86
880,356,7,2,141.35,282.7
881,357,14,5,152.04,760.2
882,357,118,5,923.87,4619.35
883,357,44,1,758.56,758.56
884,357,23,4,294.0,1176.0
885,358,41,1,163.92,163.92
886,359,25,5,141.59,707.95
887,359,22,2,382.79,765.58
888,359,95,5,929.22,4646.1
889,360,38,1,403.83,403.83
890,360,22,4,382.79,1531.16
891,360,6,5,756.18,3780.9
892,360,129,5,190.45,952.25
893,361,170,5,91.25,456.25
894,361,8,1,144.08,144.08
895,361,140,4,686.27,2745.08
896,362,78,5,333.21,1666.05
897,362,36,2,19.01,38.02
898,362,195,1,330.66,330.66
899,363,92,5,233.62,1168.1
900,363,132,2,118.38,236.76
901,363,147,4,861.73,3446.92
902,363,130,3,594.24,1782.72
903,364,3,5,403.57,2017.85
904,364,45,1,527.87,527.87
905,364,7,3,141.35,424.05
906,364,139,1,140.85,140.85
907,365,122,3,560.2,1680.6
908,365,122,1,560.2,560.2
909,365,47,2,855.21,1710.42
910,365,98,5,343.89,1719.45
911,366,77,5,264.47,1322.35
912,367,24,1,748.59,748.59
913,367,41,5,163.92,819.6
914,367,128,5,334.33,1671.65
915,367,70,2,874.24,1748.48
916,368,144,5,761.2,3806.0
917,368,39,4,264.48,1057.92
918,368,186,4,734.26,2937.04
919,368,149,4,172.53,690.12
920,369,69,1,97.0,97.0
921,370,59,1,210.05,210.05
922,370,67,1,806.74,806.74
923,370,149,4,172.53,690.12
924,371,91,4,646.68,2586.72
925,372,127,5,678.75,3393.75
926,373,46,4,829.62,3318.48
927,373,73,5,697.14,3485.7
928,374,86,4,807.13,3228.52
929,374,91,1,646.68,646.68
930,375,149,4,172.53,690.12
931,375,47,3,855.21,2565.63
932,375,164,1,217.35,217.35
933,375,155,4,457.42,1829.68
934,376,157,4,400.72,1602.88
935,376,99,5,34.48,172.4
936,376,64,3,627.86,1883.58
937,377,7,3,141.35,424.05
938,377,116,5,674.61,3373.05
939,377,80,2,172.39,344.78
940,377,17,4,521.08,2084.32
941,378,40,5,265.24,1326.2
942,379,27,4,682.78,2731.12
943,379,37,2,612.89,1225.78
944,379,92,5,233.62,1168.1
945,380,162,4,87.01,348.04
946,380,71,5,481.99,2409.95
947,381,1,5,599.53,2997.65
948,381,147,2,861.73,1723.46
949,382,137,4,694.96,2779.84
950,382,137,5,694.96,3474.8
951,382,59,5,210.05,1050.25
952,383,112,2,968.87,1937.74
953,384,102,4,740.95,2963.8
954,384,39,5,264.48,1322.4
955,384,114,5,594.26,2971.3
956,385,109,1,595.83,595.83
957,386,23,3,294.0,882.0
958,387,55,1,123.04,123.04
959,388,92,5,233.62,1168.1
960,388,164,2,217.35,434.7
961,389,183,4,925.0,3700.0
962,389,28,2,654.62,1309.24
963,390,122,4,560.2,2240.8
964,390,1,3,599.53,1798.59
965,391,64,1,627.86,627.86
966,391,66,3,755.64,2266.92
967,392,103,3,363.11,1089.33
968,393,43,3,157.42,472.26
969,394,193,3,573.67,1721.01
970,394,127,2,678.75,1357.5
971,394,68,1,138.42,138.42
972,395,110,3,842.4,2527.2
973,396,50,3,258.18,774.54
974,397,8,5,144.08,720.4
975,397,107,4,143.14,572.56
976,397,17,4,521.08,2084.32
977,398,192,1,228.39,228.39
978,398,198,5,236.83,1184.15
979,398,33,3,570.12,1710.36
980,398,153,5,492.01,2460.05
981,399,140,5,686.27,3431.35
982,400,103,4,363.11,1452.44
983,401,25,3,141.59,424.77
984,401,21,4,562.68,2250.72
985,402,106,5,905.67,4528.35
986,402,27,2,682.78,1365.56
987,402,84,5,660.98,3304.9
988,403,101,4,799.06,3196.24
989,403,68,5,138.42,692.1
990,404,158,5,341.06,1705.3
991,404,159,2,50.71,101.42
992,404,179,5,290.05,1450.25
993,404,102,5,740.95,3704.75
994,405,80,5,172.39,861.95
995,405,98,5,343.89,1719.45
996,405,80,1,172.39,172.39
997,405,84,3,660.98,1982.94
998,406,81,1,917.31,917.31
999,406,29,1,324.56,324.56
1000,406,158,2,341.06,682.12
1001,407,15,4,23.84,95.36
1002,407,93,2,686.0,1372.0
1003,408,178,1,18.72,18.72
1004,408,90,1,554.93,554.93
1005,408,19,4,612.02,2448.08
1006,408,21,4,562.68,2250.72
1007,409,59,5,210.05,1050.25
1008,410,54,4,84.85,339.4
1009,410,81,2,917.31,1834.62
1010,410,106,2,905.67,1811.34
1011,410,26,5,229.54,1147.7
1012,411,84,3,660.98,1982.94
1013,411,154,1,635.45,635.45
1014,411,98,4,343.89,1375.56
1015,412,13,1,585.6,585.6
1016,413,35,3,809.76,2429.28
1017,413,136,5,391.52,1957.6
1018,413,65,2,786.87,1573.74
1019,414,76,4,373.85,1495.4
1020,415,175,3,388.95,1166.85
1021,415,190,5,7.56,37.8
1022,415,158,4,341.06,1364.24
1023,415,111,4,303.93,1215.72
1024,416,13,3,585.6,1756.8
1025,416,112,3,968.87,2906.61
1026,416,42,1,640.51,640.51
1027,416,80,3,172.39,517.17
1028,417,94,4,20.58,82.32
1029,417,194,4,981.5,3926.0
1030,417,88,5,959.49,4797.45
1031,417,8,5,144.08,720.4
1032,418,79,3,261.04,783.12
1033,418,57,2,382.38,764.76
1034,418,130,5,594.24,2971.2
1035,418,8,4,144.08,576.32
1036,419,63,3,224.94,674.82
1037,419,67,4,806.74,3226.96
1038,420,34,2,526.69,1053.38
1039,420,198,4,236.83,947.32
1040,420,87,3,621.68,1865.04
1041,420,14,1,152.04,152.04
1042,421,162,3,87.01,261.03
1043,421,155,5,457.42,2287.1
1044,421,89,2,655.46,1310.92
1045,421,14,1,152.04,152.04
1046,422,42,2,640.51,1281.02
1047,422,31,2,882.82,1765.64
1048,422,39,3,264.48,793.44
1049,422,47,4,855.21,3420.84
1050,423,123,4,154.99,619.96
1051,423,80,4,172.39,689.56
1052,423,35,3,809.76,2429.28
1053,423,157,1,400.72,400.72
1054,424,8,1,144.08,144.08
1055,424,21,2,562.68,1125.36
1056,424,72,1,937.46,937.46
1057,424,24,3,748.59,2245.77
1058,425,137,5,694.96,3474.8
1059,425,164,4,217.35,869.4
1060,425,16,1,776.09,776.09
1061,426,28,4,654.62,2618.48
1062,427,124,4,832.15,3328.6
1063,427,144,2,761.2,1522.4
1064,427,51,1,701.88,701.88
1065,427,45,5,527.87,2639.35
1066,428,114,1,594.26,594.26
1067,428,70,4,874.24,3496.96
1068,428,35,4,809.76,3239.04
1069,429,43,4,157.42,629.68
1070,429,20,2,772.31,1544.62
1071,429,187,1,526.23,526.23
1072,430,14,2,152.04,304.08
1073,430,136,3,391.52,1174.56
1074,431,189,4,774.45,3097.8
1075,431,88,2,959.49,1918.98
1076,432,89,5,655.46,3277.3
1077,432,187,4,526.23,2104.92
1078,432,193,5,573.67,2868.35
1079,432,13,4,585.6,2342.4
1080,433,163,2,727.35,1454.7
1081,433,95,3,929.22,2787.66
1082,433,132,2,118.38,236.76
1083,434,33,1,570.12,570.12
1084,434,172,5,555.62,2778.1
1085,434,178,2,18.72,37.44
1086,435,65,3,786.87,2360.61
1087,435,193,3,573.67,1721.01
1088,435,13,1,585.6,585.6
1089,436,66,3,755.64,2266.92
1090,436,168,3,73.07,219.21
1091,436,74,4,383.75,1535.0
1092,436,87,2,621.68,1243.36
1093,437,20,1,772.31,772.31
1094,437,36,2,19.01,38.02
1095,438,183,4,925.0,3700.0
1096,438,74,5,383.75,1918.75
1097,439,175,5,388.95,1944.75
1098,439,188,1,513.22,513.22
1099,439,116,4,674.61,2698.44
1100,439,199,4,760.13,3040.52
1101,440,63,3,224.94,674.82
1102,440,166,2,75.47,150.94
1103,441,44,1,758.56,758.56
1104,441,50,5,258.18,1290.9
1105,441,138,4,191.16,764.64
1106,441,176,2,934.25,1868.5
1107,442,122,3,560.2,1680.6
1108,443,168,5,73.07,365.35
1109,444,18,5,462.36,2311.8
1110,445,64,1,627.86,627.86
1111,445,66,3,755.64,2266.92
1112,445,183,2,925.0,1850.0
1113,445,9,4,595.75,2383.0
1114,446,84,5,660.98,3304.9
1115,446,129,2,190.45,380.9
1116,447,160,2,444.08,888.16
1117,447,85,2,723.57,1447.14
1118,447,79,1,261.04,261.04
1119,448,180,1,642.33,642.33
1120,449,184,4,123.84,495.36
1121,450,122,5,560.2,2801.0
1122,450,74,5,383.75,1918.75
1123,450,18,4,462.36,1849.44
1124,450,89,2,655.46,1310.92
1125,451,66,3,755.64,2266.92
1126,451,172,3,555.62,1666.86
1127,451,67,3,806.74,2420.22
1128,452,14,5,152.04,760.2
1129,452,54,5,84.85,424.25
1130,452,93,1,686.0,686.0
1131,452,122,5,560.2,2801.0
1132,453,116,5,674.61,3373.05
1133,453,28,1,654.62,654.62
1134,454,62,5,579.58,2897.9
1135,454,32,2,190.38,380.76
1136,454,138,4,191.16,764.64
1137,455,138,4,191.16,764.64
1138,455,160,5,444.08,2220.4
1139,455,149,4,172.53,690.12
1140,456,196,5,740.87,3704.35
1141,456,16,3,776.09,2328.27
1142,457,124,5,832.15,4160.75
1143,457,180,2,642.33,1284.66
1144,457,123,1,154.99,154.99
1145,458,116,2,674.61,1349.22
1146,458,65,4,786.87,3147.48
1147,458,60,1,248.51,248.51
1148,459,187,5,526.23,2631.15
1149,460,182,3,313.62,940.86
1150,460,45,3,527.87,1583.61
1151,460,34,2,526.69,1053.38
1152,460,143,2,574.84,1149.68
1153,461,42,5,640.51,3202.55
1154,461,61,2,144.43,288.86
1155,461,146,1,441.87,441.87
1156,461,39,1,264.48,264.48
1157,462,8,4,144.08,576.32
1158,462,41,5,163.92,819.6
1159,462,54,2,84.85,169.7
1160,462,133,5,613.25,3066.25
1161,463,183,5,925.0,4625.0
1162,464,43,2,157.42,314.84
1163,464,32,1,190.38,190.38
1164,465,4,2,506.73,1013.46
1165,466,45,1,527.87,527.87
1166,466,5,1,133.02,133.02
1167,467,119,4,595.84,2383.36
1168,467,98,1,343.89,343.89
1169,467,12,1,967.23,967.23
1170,467,131,5,579.46,2897.3
1171,468,184,4,123.84,495.36
1172,468,32,1,190.38,190.38
1173,468,141,1,796.89,796.89
1174,468,76,2,373.85,747.7
1175,469,99,1,34.48,34.48
1176,469,74,1,383.75,383.75
1177,469,186,2,734.26,1468.52
1178,470,82,2,945.45,1890.9
1179,470,165,1,13.02,13.02
1180,470,151,5,919.17,4595.85
1181,471,124,3,832.15,2496.45
1182,472,193,5,573.67,2868.35
1183,472,165,2,13.02,26.04
1184,472,50,3,258.18,774.54
1185,472,80,4,172.39,689.56
1186,473,174,1,749.1,749.1
1187,473,9,1,595.75,595.75
1188,473,51,1,701.88,701.88
1189,474,193,4,573.67,2294.68
1190,474,47,1,855.21,855.21
1191,474,95,3,929.22,2787.66
1192,474,85,5,723.57,3617.85
1193,475,113,1,329.25,329.25
1194,475,85,1,723.57,723.57
1195,475,177,1,684.52,684.52
1196,475,112,4,968.87,3875.48
1197,476,109,3,595.83,1787.49
1198,476,24,1,748.59,748.59
1199,476,4,4,506.73,2026.92
1200,476,95,3,929.22,2787.66
1201,477,182,1,313.62,313.62
1202,478,73,1,697.14,697.14
1203,478,115,5,943.25,4716.25
1204,479,26,4,229.54,918.16
1205,479,158,5,341.06,1705.3
1206,479,69,5,97.0,485.0
1207,480,11,5,797.76,3988.8
1208,480,158,1,341.06,341.06
1209,480,95,5,929.22,4646.1
1210,480,195,2,330.66,661.32
1211,481,108,5,423.99,2119.95
1212,481,52,3,290.65,871.95
1213,481,142,2,781.83,1563.66
1214,481,97,5,503.28,2516.4
1215,482,41,4,163.92,655.68
1216,482,156,4,732.27,2929.08
1217,482,4,5,506.73,2533.65
1218,482,60,5,248.51,1242.55
1219,483,143,5,574.84,2874.2
1220,483,134,5,814.66,4073.3
1221,483,31,4,882.82,3531.28
1222,483,136,4,391.52,1566.08
1223,484,94,1,20.58,20.58
1224,485,152,4,253.43,1013.72
1225,485,47,3,855.21,2565.63
1226,485,117,1,790.12,790.12
1227,486,97,1,503.28,503.28
1228,486,178,5,18.72,93.6
1229,486,61,2,144.43,288.86
1230,486,6,1,756.18,756.18
1231,487,111,3,303.93,911.79
1232,487,117,5,790.12,3950.6
1233,488,98,1,343.89,343.89
1234,488,78,1,333.21,333.21
1235,489,195,5,330.66,1653.3
1236,490,36,1,19.01,19.01
1237,490,119,3,595.84,1787.52
1238,490,86,5,807.13,4035.65
1239,491,31,4,882.82,3531.28
1240,491,125,4,523.5,2094.0
1241,491,75,1,468.67,468.67
1242,492,125,3,523.5,1570.5
1243,492,99,5,34.48,172.4
1244,493,20,1,772.31,772.31
1245,493,139,5,140.85,704.25
1246,494,72,1,937.46,937.46
1247,494,156,5,732.27,3661.35
1248,495,36,4,19.01,76.04
1249,495,69,2,97.0,194.0
1250,495,42,2,640.51,1281.02
1251,495,155,4,457.42,1829.68
1252,496,132,5,118.38,591.9
1253,496,20,4,772.31,3089.24
1254,496,14,3,152.04,456.12
1255,497,69,2,97.0,194.0
1256,497,27,5,682.78,3413.9
1257,497,89,3,655.46,1966.38
1258,498,125,1,523.5,523.5
1259,498,82,4,945.45,3781.8
1260,498,200,5,983.19,4915.95
1261,499,1,5,599.53,2997.65
1262,499,37,2,612.89,1225.78
1263,500,128,1,334.33,334.33
1264,500,182,5,313.62,1568.1
1265,500,5,1,133.02,133.02
1266,501,162,4,87.01,348.04
1267,502,181,3,921.31,2763.93
1268,502,105,3,864.39,2593.17
1269,503,118,2,923.87,1847.74
1270,504,35,3,809.76,2429.28
1271,504,121,2,965.88,1931.76
1272,505,144,5,761.2,3806.0
1273,505,84,3,660.98,1982.94
1274,506,15,1,23.84,23.84
1275,507,134,5,814.66,4073.3
1276,507,47,2,855.21,1710.42
1277,507,177,3,684.52,2053.56
1278,507,184,4,123.84,495.36
1279,508,24,2,748.59,1497.18
1280,508,108,1,423.99,423.99
1281,509,139,3,140.85,422.55
1282,509,2,4,433.77,1735.08
1283,509,17,1,521.08,521.08
1284,509,90,5,554.93,2774.65
1285,510,24,1,748.59,748.59
1286,511,1,5,599.53,2997.65
1287,511,46,4,829.62,3318.48
1288,511,28,1,654.62,654.62
1289,512,48,4,899.39,3597.56
1290,512,21,1,562.68,562.68
1291,512,191,3,920.62,2761.86
1292,513,113,1,329.25,329.25
1293,513,146,2,441.87,883.74
1294,514,12,1,967.23,967.23
1295,514,119,1,595.84,595.84
1296,515,152,3,253.43,760.29
1297,515,175,1,388.95,388.95
1298,515,2,4,433.77,1735.08
1299,515,66,1,755.64,755.64
1300,516,144,3,761.2,2283.6
1301,516,179,3,290.05,870.15
1302,516,59,2,210.05,420.1
1303,517,106,5,905.67,4528.35
1304,517,143,5,574.84,2874.2
1305,517,55,4,123.04,492.16
1306,517,89,2,655.46,1310.92
1307,518,72,4,937.46,3749.84
1308,518,197,1,733.79,733.79
1309,518,106,1,905.67,905.67
1310,519,122,2,560.2,1120.4
1311,519,80,5,172.39,861.95
1312,520,55,1,123.04,123.04
1313,521,67,3,806.74,2420.22
1314,522,40,3,265.24,795.72
1315,523,57,2,382.38,764.76
1316,523,18,4,462.36,1849.44
1317,523,76,2,373.85,747.7
1318,523,187,3,526.23,1578.69
1319,524,66,5,755.64,3778.2
1320,524,196,2,740.87,1481.74
1321,524,87,2,621.68,1243.36
1322,524,108,5,423.99,2119.95
1323,525,104,3,556.96,1670.88
1324,526,10,4,477.51,1910.04
1325,526,115,2,943.25,1886.5
1326,526,151,5,919.17,4595.85
1327,526,57,3,382.38,1147.14
1328,527,139,5,140.85,704.25
1329,527,50,5,258.18,1290.9
1330,527,78,2,333.21,666.42
1331,528,59,4,210.05,840.2
1332,528,162,3,87.01,261.03
1333,528,104,2,556.96,1113.92
1334,529,85,3,723.57,2170.71
1335,530,115,4,943.25,3773.0
1336,531,181,1,921.31,921.31
1337,531,101,3,799.06,2397.18
1338,531,115,5,943.25,4716.25
1339,532,91,1,646.68,646.68
1340,532,94,4,20.58,82.32
1341,532,41,2,163.92,327.84
1342,533,187,1,526.23,526.23
1343,533,153,1,492.01,492.01
1344,534,197,3,733.79,2201.37
1345,534,28,1,654.62,654.62
1346,534,127,3,678.75,2036.25
1347,535,171,5,963.42,4817.1
1348,536,60,1,248.51,248.51
1349,537,26,4,229.54,918.16
1350,538,25,5,141.59,707.95
1351,538,176,1,934.25,934.25
1352,538,37,3,612.89,1838.67
1353,538,76,4,373.85,1495.4
1354,539,14,2,152.04,304.08
1355,539,44,1,758.56,758.56
1356,539,104,5,556.96,2784.8
1357,539,95,2,929.22,1858.44
1358,540,69,1,97.0,97.0
1359,540,175,2,388.95,777.9
1360,540,1,1,599.53,599.53
1361,541,47,4,855.21,3420.84
1362,541,81,5,917.31,4586.55
1363,542,16,1,776.09,776.09
1364,542,41,4,163.92,655.68
1365,542,195,1,330.66,330.66
1366,543,82,1,945.45,945.45
1367,544,55,2,123.04,246.08
1368,544,89,5,655.46,3277.3
1369,544,67,4,806.74,3226.96
1370,545,9,4,595.75,2383.0
1371,545,73,1,697.14,697.14
1372,545,127,1,678.75,678.75
1373,546,181,2,921.31,1842.62
1374,546,34,4,526.69,2106.76
1375,546,153,5,492.01,2460.05
1376,546,13,3,585.6,1756.8
1377,547,165,1,13.02,13.02
1378,547,60,1,248.51,248.51
1379,547,13,1,585.6,585.6
1380,548,74,5,383.75,1918.75
1381,548,56,3,757.39,2272.17
1382,548,198,1,236.83,236.83
1383,548,53,5,377.58,1887.9
1384,549,1,3,599.53,1798.59
1385,550,33,1,570.12,570.12
1386,550,55,4,123.04,492.16
1387,550,12,5,967.23,4836.15
1388,551,17,1,521.08,521.08
1389,551,139,3,140.85,422.55
1390,551,161,5,882.73,4413.65
1391,552,57,3,382.38,1147.14
1392,553,140,3,686.27,2058.81
1393,553,89,2,655.46,1310.92
1394,554,176,5,934.25,4671.25
1395,554,88,2,959.49,1918.98
1396,554,12,3,967.23,2901.69
1397,555,19,1,612.02,612.02
1398,555,16,4,776.09,3104.36
1399,555,125,5,523.5,2617.5
1400,555,148,1,814.45,814.45
1401,556,102,5,740.95,3704.75
1402,557,141,1,796.89,796.89
1403,557,19,5,612.02,3060.1
1404,557,100,4,434.68,1738.72
1405,557,123,3,154.99,464.97
1406,558,200,2,983.19,1966.38
1407,559,129,3,190.45,571.35
1408,559,178,2,18.72,37.44
1409,559,184,2,123.84,247.68
1410,559,170,2,91.25,182.5
1411,560,79,5,261.04,1305.2
1412,560,179,3,290.05,870.15
1413,560,58,1,37.06,37.06
1414,561,101,4,799.06,3196.24
1415,562,97,2,503.28,1006.56
1416,562,86,3,807.13,2421.39
1417,562,3,2,403.57,807.14
1418,562,42,3,640.51,1921.53
1419,563,19,4,612.02,2448.08
1420,564,98,3,343.89,1031.67
1421,564,66,2,755.64,1511.28
1422,565,48,3,899.39,2698.17
1423,565,28,4,654.62,2618.48
1424,565,138,3,191.16,573.48
1425,565,48,5,899.39,4496.95
1426,566,161,2,882.73,1765.46
1427,567,57,2,382.38,764.76
1428,567,79,3,261.04,783.12
1429,568,18,1,462.36,462.36
1430,569,147,1,861.73,861.73
1431,570,174,1,749.1,749.1
1432,570,92,2,233.62,467.24
1433,570,2,5,433.77,2168.85
1434,570,143,4,574.84,2299.36
1435,571,63,1,224.94,224.94
1436,571,39,1,264.48,264.48
1437,571,23,4,294.0,1176.0
1438,572,114,2,594.26,1188.52
1439,572,35,5,809.76,4048.8
1440,572,2,3,433.77,1301.31
1441,572,174,3,749.1,2247.3
1442,573,86,5,807.13,4035.65
1443,573,143,5,574.84,2874.2
1444,573,116,3,674.61,2023.83
1445,573,145,2,301.22,602.44
1446,574,44,5,758.56,3792.8
1447,575,80,2,172.39,344.78
1448,575,102,1,740.95,740.95
1449,575,60,2,248.51,497.02
1450,575,108,2,423.99,847.98
1451,576,178,2,18.72,37.44
1452,577,95,3,929.22,2787.66
1453,577,134,2,814.66,1629.32
1454,577,20,3,772.31,2316.93
1455,577,119,4,595.84,2383.36
1456,578,178,5,18.72,93.6
1457,579,1,4,599.53,2398.12
1458,579,30,1,537.47,537.47
1459,580,42,2,640.51,1281.02
1460,580,183,5,925.0,4625.0
1461,580,2,2,433.77,867.54
1462,581,111,2,303.93,607.86
1463,581,26,5,229.54,1147.7
1464,582,18,3,462.36,1387.08
1465,582,135,1,316.62,316.62
1466,583,186,1,734.26,734.26
1467,583,176,3,934.25,2802.75
1468,583,145,1,301.22,301.22
1469,583,112,1,968.87,968.87
1470,584,129,4,190.45,761.8
1471,585,138,3,191.16,573.48
1472,585,86,5,807.13,4035.65
1473,586,187,5,526.23,2631.15
1474,587,146,4,441.87,1767.48
1475,587,177,4,684.52,2738.08
1476,587,43,1,157.42,157.42
1477,588,143,5,574.84,2874.2
1478,588,12,1,967.23,967.23
1479,588,193,3,573.67,1721.01
1480,588,61,4,144.43,577.72
1481,589,18,5,462.36,2311.8
1482,589,97,5,503.28,2516.4
1483,590,131,5,579.46,2897.3
1484,590,123,2,154.99,309.98
1485,591,85,3,723.57,2170.71
1486,591,14,1,152.04,152.04
1487,591,132,2,118.38,236.76
1488,592,185,4,519.63,2078.52
1489,592,42,1,640.51,640.51
1490,593,46,5,829.62,4148.1
1491,594,158,3,341.06,1023.18
1492,594,138,2,191.16,382.32
1493,595,35,2,809.76,1619.52
1494,595,16,3,776.09,2328.27
1495,596,72,3,937.46,2812.38
1496,597,72,2,937.46,1874.92
1497,597,188,2,513.22,1026.44
1498,597,192,5,228.39,1141.95
1499,597,192,1,228.39,228.39
1500,598,108,3,423.99,1271.97
1501,599,180,1,642.33,642.33
1502,599,173,2,848.64,1697.28
1503,600,33,1,570.12,570.12
1504,601,13,3,585.6,1756.8
1505,601,183,2,925.0,1850.0
1506,602,34,2,526.69,1053.38
1507,602,184,4,123.84,495.36
1508,603,92,2,233.62,467.24
1509,603,179,1,290.05,290.05
1510,603,63,3,224.94,674.82
1511,603,184,2,123.84,247.68
1512,604,199,2,760.13,1520.26
1513,605,107,3,143.14,429.42
1514,606,105,3,864.39,2593.17
1515,607,51,1,701.88,701.88
1516,607,175,1,388.95,388.95
1517,607,89,5,655.46,3277.3
1518,607,60,4,248.51,994.04
1519,608,118,3,923.87,2771.61
1520,608,102,5,740.95,3704.75
1521,608,25,5,141.59,707.95
1522,608,138,2,191.16,382.32
1523,609,197,1,733.79,733.79
1524,609,176,1,934.25,934.25
1525,610,154,1,635.45,635.45
1526,610,107,1,143.14,143.14
1527,611,77,4,264.47,1057.88
1528,611,156,1,732.27,732.27
1529,611,41,5,163.92,819.6
1530,611,192,5,228.39,1141.95
1531,612,31,1,882.82,882.82
1532,612,68,2,138.42,276.84
1533,613,18,5,462.36,2311.8
1534,613,100,4,434.68,1738.72
1535,613,42,2,640.51,1281.02
1536,614,52,1,290.65,290.65
1537,615,125,1,523.5,523.5
1538,615,129,1,190.45,190.45
1539,615,94,4,20.58,82.32
1540,615,143,3,574.84,1724.52
1541,616,101,4,799.06,3196.24
1542,616,193,1,573.67,573.67
1543,616,99,2,34.48,68.96
1544,616,180,4,642.33,2569.32
1545,617,22,5,382.79,1913.95
1546,617,132,4,118.38,473.52
1547,618,93,1,686.0,686.0
1548,618,78,5,333.21,1666.05
1549,618,74,3,383.75,1151.25
1550,619,168,1,73.07,73.07
1551,619,113,4,329.25,1317.0
1552,619,101,2,799.06,1598.12
1553,620,155,2,457.42,914.84
1554,620,184,2,123.84,247.68
1555,620,146,4,441.87,1767.48
1556,621,3,3,403.57,1210.71
1557,621,166,5,75.47,377.35
1558,621,97,2,503.28,1006.56
1559,622,49,2,566.09,1132.18
1560,622,44,4,758.56,3034.24
1561,622,35,4,809.76,3239.04
1562,622,31,1,882.82,882.82
1563,623,38,3,403.83,1211.49
1564,623,56,4,757.39,3029.56
1565,623,171,2,963.42,1926.84
1566,624,168,5,73.07,365.35
1567,624,179,3,290.05,870.15
1568,624,69,2,97.0,194.0
1569,625,174,5,749.1,3745.5
1570,626,137,4,694.96,2779.84
1571,627,190,5,7.56,37.8
1572,628,38,2,403.83,807.66
1573,628,186,3,734.26,2202.78
1574,628,183,1,925.0,925.0
1575,628,169,5,629.93,3149.65
1576,629,68,2,138.42,276.84
1577,629,52,5,290.65,1453.25
1578,629,87,2,621.68,1243.36
1579,629,35,3,809.76,2429.28
1580,630,48,3,899.39,2698.17
1581,630,171,1,963.42,963.42
1582,630,94,5,20.58,102.9
1583,630,61,2,144.43,288.86
1584,631,67,2,806.74,1613.48
1585,631,9,2,595.75,1191.5
1586,632,21,3,562.68,1688.04
1587,633,104,1,556.96,556.96
1588,633,96,3,678.64,2035.92
1589,633,95,4,929.22,3716.88
1590,633,200,4,983.19,3932.76
1591,634,128,3,334.33,1002.99
1592,634,117,4,790.12,3160.48
1593,634,151,3,919.17,2757.51
1594,635,52,3,290.65,871.95
1595,635,62,4,579.58,2318.32
1596,635,95,5,929.22,4646.1
1597,636,70,4,874.24,3496.96
1598,636,99,5,34.48,172.4
1599,636,199,5,760.13,3800.65
1600,636,98,1,343.89,343.89
1601,637,54,3,84.85,254.55
1602,637,33,1,570.12,570.12
1603,637,46,3,829.62,2488.86
1604,637,74,3,383.75,1151.25
1605,638,138,1,191.16,191.16
1606,639,159,3,50.71,152.13
1607,639,131,1,579.46,579.46
1608,639,88,2,959.49,1918.98
1609,640,153,2,492.01,984.02
1610,640,83,3,72.63,217.89
1611,640,148,4,814.45,3257.8
1612,640,102,3,740.95,2222.85
1613,641,47,1,855.21,855.21
1614,641,62,1,579.58,579.58
1615,641,117,3,790.12,2370.36
1616,641,35,2,809.76,1619.52
1617,642,199,5,760.13,3800.65
1618,642,31,3,882.82,2648.46
1619,642,47,4,855.21,3420.84
1620,643,74,1,383.75,383.75
1621,644,167,5,881.58,4407.9
1622,644,150,2,985.55,1971.1
1623,644,64,2,627.86,1255.72
1624,645,30,3,537.47,1612.41
1625,645,199,3,760.13,2280.39
1626,645,80,2,172.39,344.78
1627,645,184,1,123.84,123.84
1628,646,146,4,441.87,1767.48
1629,646,57,4,382.38,1529.52
1630,646,58,1,37.06,37.06
1631,646,175,1,388.95,388.95
1632,647,137,1,694.96,694.96
1633,648,136,3,391.52,1174.56
1634,648,43,2,157.42,314.84
1635,648,31,1,882.82,882.82
1636,648,95,5,929.22,4646.1
1637,649,24,5,748.59,3742.95
1638,649,72,3,937.46,2812.38
1639,649,41,2,163.92,327.84
1640,649,93,3,686.0,2058.0
1641,650,111,5,303.93,1519.65
1642,650,118,3,923.87,2771.61
1643,651,175,4,388.95,1555.8
1644,651,13,1,585.6,585.6
1645,651,128,2,334.33,668.66
1646,652,166,1,75.47,75.47
1647,652,178,5,18.72,93.6
