order_id,customer_id,rep_id,order_date,status,channel,discount_pct,shipping_cost,region_id
437,436,26,2023-07-24,Shipped,Online,10.0,7.02,3
438,8,24,2022-08-17,Cancelled,Online,10.0,18.47,4
439,190,26,2022-12-26,Shipped,Phone,0.0,12.12,5
440,442,2,2023-12-04,Pending,Online,10.0,23.35,2
441,429,16,2024-04-25,Delivered,Online,15.0,11.0,2
442,108,19,2023-12-08,Pending,Phone,0.0,18.89,1
443,27,6,2024-08-08,Delivered,In-Store,0.0,11.91,5
444,120,13,2024-03-09,Delivered,In-Store,0.0,13.26,4
445,7,10,2024-07-08,Delivered,Phone,0.0,24.04,1
446,50,30,2024-12-24,Shipped,In-Store,10.0,22.95,3
447,172,9,2023-07-01,Pending,In-Store,15.0,14.6,4
448,396,22,2023-05-11,Cancelled,Online,10.0,8.44,2
449,161,18,2022-01-22,Pending,Online,0.0,10.28,5
450,54,22,2024-07-02,Shipped,Online,15.0,7.08,2
451,18,1,2022-07-08,Pending,Phone,15.0,22.35,2
452,487,20,2022-09-07,Pending,Online,20.0,15.12,4
453,337,25,2023-01-14,Pending,Phone,0.0,6.33,4
454,339,30,2022-06-05,Delivered,In-Store,20.0,10.67,3
455,132,6,2022-06-01,Shipped,Online,5.0,9.71,1
456,133,27,2023-06-27,Processing,In-Store,0.0,12.29,2
457,313,13,2023-01-01,Delivered,Online,0.0,13.52,4
458,112,20,2022-08-06,Delivered,Phone,0.0,2.58,1
459,37,19,2023-05-29,Delivered,Online,5.0,3.72,1
460,478,2,2024-03-10,Shipped,Online,15.0,8.25,4
461,295,1,2024-11-21,Delivered,In-Store,5.0,10.1,1
462,277,8,2022-01-07,Delivered,Phone,20.0,19.5,1
463,291,18,2024-01-06,Shipped,Phone,0.0,10.02,1
464,188,18,2023-11-28,Pending,In-Store,20.0,19.16,2
465,91,18,2022-03-22,Delivered,Phone,0.0,7.47,4
466,459,4,2024-01-06,Delivered,Online,15.0,10.95,2
467,72,2,2023-01-31,Pending,Phone,10.0,5.96,4
468,33,26,2023-09-23,Delivered,Phone,20.0,20.29,1
469,19,11,2022-04-25,Shipped,Phone,0.0,10.14,2
470,414,21,2024-12-07,Delivered,Phone,20.0,21.86,2
471,380,19,2023-04-23,Pending,Online,15.0,3.54,1
472,242,30,2022-04-04,Processing,Phone,15.0,3.26,2
473,324,2,2023-09-22,Pending,In-Store,10.0,4.27,5
474,33,27,2022-08-06,Pending,In-Store,10.0,19.98,2
475,33,26,2023-02-20,Delivered,In-Store,20.0,20.9,4
476,167,4,2022-10-09,Shipped,Online,20.0,1.14,2
477,172,3,2022-09-05,Shipped,Online,20.0,10.38,3
478,284,6,2024-06-17,Processing,Phone,0.0,3.33,5
479,193,25,2022-11-20,Pending,In-Store,0.0,0.16,2
480,475,3,2023-08-05,Delivered,Phone,20.0,19.81,4
481,355,5,2023-02-27,Processing,Phone,0.0,13.08,4
482,123,6,2022-03-19,Cancelled,Online,15.0,12.5,1
483,322,27,2023-09-09,Shipped,In-Store,0.0,13.94,2
484,61,17,2022-07-15,Cancelled,In-Store,20.0,19.03,5
485,260,8,2024-08-08,Processing,In-Store,0.0,4.84,2
486,351,28,2024-08-29,Delivered,Online,0.0,16.75,1
487,28,21,2024-01-16,Shipped,Online,5.0,6.28,5
488,413,29,2024-07-17,Pending,Online,15.0,1.31,5
489,91,6,2022-03-01,Delivered,Phone,0.0,1.77,2
490,370,15,2023-10-30,Delivered,Online,15.0,16.92,3
491,118,25,2022-08-14,Shipped,Online,0.0,5.93,4
492,446,7,2024-02-09,Processing,Online,5.0,14.63,1
493,456,14,2022-10-24,Processing,Phone,5.0,4.45,3
494,70,15,2023-02-02,Shipped,In-Store,0.0,8.4,1
495,355,19,2022-05-03,Shipped,Online,0.0,21.29,4
496,215,6,2023-12-05,Processing,In-Store,10.0,3.92,5
497,464,6,2023-04-16,Pending,In-Store,20.0,13.04,2
498,303,16,2024-08-05,Shipped,Online,15.0,10.7,2
499,127,11,2024-06-08,Cancelled,Online,10.0,23.66,5
500,460,1,2024-05-05,Pending,Online,5.0,18.34,5
501,18,14,2024-12-23,Delivered,In-Store,20.0,19.95,1
502,232,16,2023-05-08,Pending,Phone,20.0,0.31,4
503,487,7,2022-09-29,Shipped,In-Store,0.0,16.19,1
504,9,16,2023-09-17,Processing,Phone,5.0,21.45,5
505,13,15,2024-08-07,Processing,Phone,5.0,4.62,3
506,321,15,2022-01-03,Pending,In-Store,15.0,8.32,1
507,152,14,2023-07-07,Cancelled,Phone,10.0,19.86,1
508,318,29,2023-11-19,Pending,Phone,15.0,9.1,1
509,57,13,2024-01-19,Delivered,Phone,0.0,9.14,2
510,332,18,2022-05-18,Cancelled,Phone,20.0,5.12,3
511,123,18,2022-08-21,Delivered,Phone,20.0,14.5,2
512,386,24,2023-04-07,Shipped,In-Store,0.0,12.59,4
513,142,2,2022-05-10,Shipped,In-Store,5.0,12.16,5
514,425,4,2024-08-20,Cancelled,Phone,20.0,13.32,3
515,232,20,2024-01-24,Pending,Online,5.0,2.18,4
516,460,6,2023-08-14,Pending,Online,0.0,6.9,2
517,255,5,2023-02-23,Cancelled,Phone,0.0,7.33,5
518,478,5,2024-08-28,Shipped,In-Store,5.0,18.44,1
519,150,7,2022-05-09,Pending,Online,20.0,23.69,3
520,211,19,2023-12-04,Shipped,In-Store,10.0,16.65,5
521,432,18,2024-06-30,Delivered,In-Store,10.0,3.3,3
522,88,26,2023-06-17,Processing,In-Store,0.0,24.27,1
523,76,12,2023-08-06,Delivered,Online,10.0,23.1,5
524,147,6,2022-12-26,Processing,Online,0.0,2.92,3
525,295,5,2024-06-21,Shipped,In-Store,0.0,5.13,1
526,341,11,2023-12-06,Processing,In-Store,5.0,13.5,2
527,274,10,2022-09-06,Pending,In-Store,5.0,19.21,4
528,476,11,2022-11-16,Pending,Phone,10.0,24.39,3
529,332,23,2023-08-29,Delivered,In-Store,20.0,24.52,5
530,342,5,2024-06-24,Shipped,Phone,0.0,18.29,1
531,72,22,2022-08-28,Shipped,Online,5.0,15.44,2
532,229,12,2022-07-09,Shipped,Online,10.0,16.03,5
533,270,8,2023-07-24,Processing,Online,0.0,13.46,4
534,347,22,2022-06-28,Cancelled,In-Store,0.0,12.26,5
535,310,17,2022-04-25,Shipped,In-Store,0.0,17.9,4
536,190,13,2024-02-03,Pending,In-Store,0.0,8.78,4
537,448,18,2022-06-29,Processing,Phone,5.0,18.54,4
538,412,15,2023-08-15,Processing,Phone,5.0,18.22,4
539,72,27,2022-06-26,Processing,Online,0.0,11.87,5
540,172,3,2024-02-09,Pending,Online,5.0,15.97,3
541,213,6,2024-08-04,Cancelled,Online,0.0,4.65,4
542,149,18,2024-10-01,Pending,In-Store,20.0,14.63,4
543,287,24,2024-08-07,Processing,Online,20.0,0.06,3
544,154,21,2024-08-25,Pending,Phone,15.0,22.32,4
545,92,16,2023-05-17,Pending,Online,20.0,6.93,1
546,307,24,2024-01-11,Cancelled,In-Store,10.0,10.9,3
547,322,22,2024-09-01,Pending,In-Store,10.0,18.32,1
548,433,9,2022-11-30,Cancelled,Online,0.0,7.99,2
549,183,6,2022-04-19,Shipped,In-Store,5.0,15.91,3
550,25,10,2023-08-21,Cancelled,Phone,0.0,12.85,2
551,392,4,2022-12-09,Cancelled,In-Store,20.0,7.91,3
552,139,22,2024-01-13,Pending,Phone,10.0,8.79,2
553,7,5,2024-11-27,Shipped,In-Store,20.0,12.12,3
554,472,30,2022-11-30,Pending,Online,0.0,12.58,2
555,408,29,2024-12-12,Cancelled,Phone,10.0,17.56,1
556,214,15,2022-06-06,Pending,Online,0.0,11.99,3
557,354,12,2022-10-12,Delivered,Phone,10.0,19.09,3
558,89,23,2023-09-16,Pending,Phone,20.0,2.96,2
559,439,23,2022-10-19,Processing,In-Store,0.0,5.25,1
560,218,23,2022-08-17,Pending,Online,20.0,12.11,4
561,22,7,2022-08-09,Pending,Phone,10.0,14.83,4
562,61,30,2023-06-03,Pending,Online,0.0,16.69,1
563,401,4,2023-02-25,Cancelled,Online,0.0,16.77,1
564,47,5,2023-07-23,Cancelled,In-Store,0.0,4.01,5
565,400,24,2023-05-11,Cancelled,Phone,0.0,2.48,5
566,391,1,2024-12-19,Processing,Phone,0.0,24.11,2
567,462,25,2022-01-09,Pending,Online,10.0,21.28,4
568,188,23,2023-01-15,Delivered,Phone,0.0,4.52,3
569,195,14,2023-03-15,Cancelled,Online,5.0,2.82,3
570,64,15,2022-08-14,Cancelled,Online,5.0,19.06,3
571,286,24,2022-03-25,Pending,In-Store,5.0,2.89,3
572,234,20,2023-10-01,Delivered,Online,10.0,10.18,4
573,97,28,2022-05-23,Delivered,Phone,0.0,4.48,4
574,345,4,2024-03-22,Delivered,Phone,15.0,16.91,1
575,74,13,2024-03-31,Cancelled,Online,15.0,23.13,2
576,34,12,2023-02-12,Shipped,Online,10.0,21.1,4
577,63,8,2024-05-19,Delivered,In-Store,20.0,17.84,5
578,304,9,2024-03-30,Shipped,In-Store,15.0,15.08,4
579,249,17,2023-07-26,Processing,In-Store,0.0,3.05,4
580,255,8,2022-10-03,Pending,Online,15.0,1.32,1
581,256,22,2022-02-24,Processing,In-Store,10.0,16.98,2
582,156,20,2022-07-17,Pending,Phone,20.0,13.0,4
583,406,15,2023-02-18,Shipped,Phone,5.0,12.26,3
584,278,11,2022-02-06,Pending,In-Store,0.0,9.59,3
585,437,13,2024-06-25,Delivered,Online,0.0,4.42,3
586,453,23,2022-12-03,Delivered,In-Store,0.0,7.81,4
587,250,25,2022-08-13,Cancelled,Phone,5.0,16.5,5
588,293,16,2024-09-01,Cancelled,Online,10.0,1.39,3
589,254,19,2024-02-13,Cancelled,Phone,0.0,19.16,3
590,165,2,2022-02-27,Cancelled,Online,0.0,20.92,3
591,415,24,2022-02-25,Shipped,In-Store,0.0,10.7,3
592,211,12,2022-04-26,Processing,Online,0.0,16.2,5
593,44,30,2022-05-15,Shipped,Online,0.0,4.24,5
594,167,2,2024-08-01,Delivered,Phone,10.0,22.54,3
595,11,23,2024-08-19,Cancelled,Online,0.0,9.44,4
596,166,19,2022-07-20,Delivered,Online,15.0,16.88,3
597,255,17,2023-11-27,Processing,Phone,0.0,9.08,4
598,104,16,2022-06-04,Cancelled,Online,0.0,6.63,3
599,294,13,2023-04-08,Cancelled,Phone,0.0,17.94,5
600,49,19,2023-11-21,Shipped,Online,10.0,20.03,4
601,219,7,2023-12-13,Pending,Phone,20.0,7.55,3
602,222,22,2023-10-04,Processing,In-Store,5.0,6.28,5
603,233,22,2023-01-05,Pending,Phone,15.0,12.91,2
604,296,16,2023-03-13,Delivered,In-Store,15.0,13.32,5
605,437,25,2024-06-07,Cancelled,Phone,15.0,1.5,2
606,187,15,2022-10-30,Processing,Online,15.0,17.13,3
607,433,14,2024-04-20,Shipped,Online,15.0,5.09,4
608,137,27,2023-08-11,Processing,In-Store,15.0,15.03,4
609,123,4,2022-11-04,Processing,Online,0.0,19.93,3
610,238,16,2024-06-12,Delivered,Phone,0.0,5.05,3
611,70,1,2023-06-14,Shipped,Phone,10.0,4.4,1
612,494,24,2024-09-22,Pending,Online,20.0,22.41,3
613,309,10,2022-05-11,Delivered,In-Store,15.0,16.44,1
614,204,27,2022-10-15,Processing,Online,10.0,18.36,1
615,268,22,2024-12-11,Shipped,In-Store,0.0,5.95,1
616,396,26,2023-10-04,Shipped,Phone,15.0,9.75,2
617,479,14,2023-03-23,Processing,Online,0.0,5.35,3
618,226,14,2023-06-05,Cancelled,Online,5.0,13.34,1
619,163,18,2024-05-17,Delivered,Phone,0.0,24.08,2
620,186,16,2024-01-24,Shipped,Online,15.0,24.17,5
621,18,27,2022-04-22,Processing,In-Store,10.0,9.62,3
622,463,26,2022-09-07,Cancelled,Online,20.0,11.06,1
623,466,13,2023-06-08,Shipped,Online,20.0,18.92,3
624,108,28,2022-11-25,Delivered,Phone,0.0,21.99,4
625,405,2,2023-07-16,Pending,In-Store,5.0,18.42,3
626,368,14,2022-07-25,Processing,Phone,0.0,12.66,3
627,216,20,2023-11-01,Delivered,Phone,0.0,19.05,2
628,323,15,2022-10-06,Pending,In-Store,0.0,15.71,3
629,295,3,2022-08-15,Processing,Online,10.0,17.84,2
630,434,20,2024-04-20,Shipped,In-Store,5.0,21.84,2
631,134,6,2023-11-02,Shipped,Online,0.0,10.36,2
632,202,29,2024-02-12,Cancelled,Online,0.0,23.7,5
633,332,20,2023-04-14,Pending,In-Store,0.0,6.54,2
634,26,13,2024-05-28,Cancelled,In-Store,0.0,2.23,3
635,88,19,2022-08-29,Pending,Phone,10.0,10.88,4
636,424,22,2024-10-09,Pending,Online,15.0,5.08,3
637,148,24,2024-10-09,Delivered,Online,5.0,21.41,5
638,111,27,2023-08-03,Processing,In-Store,0.0,10.21,2
639,15,10,2023-06-21,Processing,Phone,5.0,22.68,3
640,299,22,2024-07-27,Pending,Online,5.0,3.33,3
641,499,23,2024-03-25,Processing,Phone,5.0,17.71,5
642,132,3,2022-07-15,Cancelled,Online,0.0,8.32,2
643,242,30,2023-12-27,Cancelled,Phone,20.0,14.96,1
644,3,9,2024-10-30,Cancelled,In-Store,0.0,24.44,3
645,68,29,2022-03-26,Cancelled,Online,0.0,4.25,4
646,477,11,2024-08-16,Processing,Online,0.0,17.76,4
647,73,9,2022-08-28,Shipped,Online,0.0,12.48,3
648,383,12,2024-05-30,Shipped,In-Store,10.0,20.74,3
649,265,11,2024-06-11,Processing,In-Store,15.0,24.86,2
650,285,28,2024-06-20,Pending,Online,0.0,1.36,2
651,19,16,2023-06-17,Processing,Phone,5.0,10.91,4
652,21,15,2024-01-01,Cancelled,In-Store,5.0,12.32,2
653,64,12,2022-07-11,Processing,In-Store,0.0,20.87,5
654,422,9,2023-03-11,Cancelled,Online,10.0,19.17,2
655,214,30,2022-06-07,Processing,In-Store,15.0,2.36,3
656,14,10,2022-09-07,Delivered,In-Store,10.0,23.23,1
657,429,11,2022-11-11,Pending,Online,5.0,20.77,4
658,233,21,2023-07-06,Cancelled,Phone,0.0,8.24,1
659,336,20,2024-07-16,Shipped,Phone,15.0,22.67,5
660,67,7,2022-04-10,Shipped,In-Store,20.0,1.39,1
661,281,20,2024-02-21,Pending,In-Store,0.0,4.45,4
662,46,1,2023-03-03,Processing,In-Store,20.0,10.06,2
663,62,10,2024-10-02,Delivered,Phone,20.0,23.04,5
664,68,12,2022-07-16,Shipped,Phone,0.0,12.24,4
665,244,9,2024-05-16,Pending,In-Store,20.0,9.21,2
666,223,21,2024-05-22,Pending,Online,10.0,8.54,4
667,347,8,2022-11-14,Delivered,Phone,15.0,16.18,1
668,149,15,2024-06-14,Pending,In-Store,0.0,3.72,2
669,351,29,2023-09-08,Processing,Phone,5.0,7.39,1
670,283,3,2022-04-03,Cancelled,Online,10.0,10.62,1
671,238,22,2023-06-03,Shipped,In-Store,10.0,2.04,5
672,9,4,2024-08-05,Processing,Online,20.0,9.82,1
673,214,29,2023-09-02,Shipped,Phone,15.0,11.37,4
674,320,26,2023-06-27,Shipped,Online,0.0,4.63,5
675,133,28,2022-08-06,Delivered,Phone,0.0,0.15,1
676,7,6,2024-09-04,Delivered,Phone,5.0,21.72,5
677,372,16,2023-09-13,Cancelled,Phone,0.0,17.27,4
678,412,10,2022-06-29,Processing,Online,0.0,4.77,1
679,357,7,2022-02-24,Processing,In-Store,15.0,3.63,2
680,224,27,2023-01-26,Pending,In-Store,20.0,11.59,4
681,217,1,2022-08-27,Processing,Online,15.0,17.56,4
682,242,1,2024-07-09,Cancelled,Online,0.0,7.37,4
683,27,11,2022-01-17,Pending,Phone,20.0,17.83,4
684,435,16,2023-08-19,Pending,In-Store,5.0,12.15,5
685,372,20,2024-09-26,Processing,Phone,0.0,13.21,4
686,296,11,2022-05-11,Shipped,Phone,5.0,22.23,1
687,254,20,2023-12-12,Delivered,Phone,5.0,0.52,3
688,372,7,2024-08-19,Shipped,In-Store,0.0,12.69,5
689,466,22,2023-11-26,Cancelled,Phone,15.0,11.71,3
690,371,23,2024-03-10,Delivered,Phone,15.0,18.36,4
691,410,28,2022-11-28,Cancelled,Online,0.0,17.27,1
692,342,16,2022-09-22,Processing,Online,0.0,15.14,1
693,407,14,2024-10-08,Shipped,Online,0.0,13.92,1
694,184,29,2023-06-19,Shipped,Phone,0.0,4.37,5
695,17,26,2022-05-11,Shipped,In-Store,0.0,15.44,1
696,288,8,2024-09-23,Shipped,In-Store,20.0,8.88,1
697,395,29,2023-07-02,Processing,Phone,20.0,12.88,1
698,362,2,2024-06-15,Delivered,Online,0.0,19.54,5
699,401,28,2022-07-28,Cancelled,Online,10.0,2.64,1
700,446,7,2024-01-11,Processing,Phone,0.0,17.7,5
701,256,24,2022-07-23,Processing,Phone,0.0,8.37,2
702,63,28,2023-02-18,Delivered,In-Store,20.0,19.23,2
703,428,26,2024-08-28,Shipped,In-Store,10.0,4.28,3
704,191,23,2024-04-29,Shipped,Phone,15.0,6.14,5
705,216,26,2023-04-13,Processing,In-Store,5.0,22.95,4
706,488,28,2024-11-23,Shipped,Online,5.0,3.64,1
707,368,26,2024-11-25,Pending,Online,0.0,7.87,2
708,223,2,2024-03-16,Pending,Phone,15.0,3.77,5
709,30,21,2024-11-30,Shipped,In-Store,5.0,22.14,5
710,448,10,2023-10-05,Shipped,Online,20.0,6.99,5
711,313,30,2022-10-28,Delivered,In-Store,15.0,5.13,5
712,320,26,2024-06-24,Shipped,Phone,5.0,19.39,3
713,44,2,2023-11-17,Delivered,Phone,15.0,18.5,2
714,267,18,2023-08-05,Processing,Online,10.0,13.79,5
715,175,25,2022-11-24,Pending,Online,20.0,13.5,3
716,124,27,2023-09-15,Delivered,Phone,0.0,18.3,3
717,133,21,2024-11-05,Shipped,Online,0.0,18.91,1
718,230,10,2022-01-11,Delivered,In-Store,0.0,20.13,5
719,290,23,2024-12-28,Cancelled,Online,0.0,7.48,5
720,345,5,2024-02-13,Cancelled,Phone,0.0,2.63,5
721,299,7,2024-01-10,Delivered,Online,0.0,17.79,4
722,42,3,2022-05-08,Delivered,Online,5.0,5.37,1
723,190,22,2024-12-13,Delivered,Phone,10.0,12.97,4
724,447,9,2024-10-18,Delivered,In-Store,15.0,23.28,4
725,375,14,2022-11-30,Processing,Phone,0.0,12.12,4
726,67,23,2024-11-17,Cancelled,Online,15.0,5.32,4
727,17,24,2022-11-18,Cancelled,In-Store,0.0,15.04,4
728,57,4,2024-01-27,Cancelled,In-Store,0.0,13.07,1
729,191,10,2024-02-06,Shipped,In-Store,5.0,0.7,2
730,73,26,2024-05-13,Pending,In-Store,0.0,5.39,4
731,2,4,2023-12-16,Pending,Online,5.0,12.03,3
732,290,15,2023-11-23,Delivered,In-Store,20.0,18.0,5
733,68,25,2022-10-11,Cancelled,Phone,5.0,19.04,4
734,77,28,2023-10-29,Pending,Phone,15.0,15.59,4
735,120,29,2024-03-20,Shipped,Phone,0.0,23.95,4
736,377,9,2022-07-01,Processing,Phone,0.0,14.3,3
737,288,21,2022-09-11,Cancelled,Online,0.0,23.88,5
738,296,25,2022-04-19,Cancelled,Phone,0.0,18.76,5
739,460,1,2022-09-04,Cancelled,Online,0.0,6.87,2
740,126,27,2024-06-28,Pending,Phone,10.0,8.01,5
741,24,16,2022-02-17,Shipped,In-Store,0.0,10.37,5
742,163,13,2023-06-11,Pending,Online,0.0,13.54,3
743,74,6,2023-06-08,Pending,Online,0.0,23.8,2
744,31,20,2023-10-29,Processing,Online,15.0,1.46,4
745,51,11,2022-10-19,Delivered,In-Store,0.0,9.39,1
746,27,7,2023-05-06,Cancelled,Phone,0.0,12.32,5
747,198,4,2023-07-06,Pending,In-Store,5.0,13.83,1
748,248,1,2024-04-14,Processing,Online,0.0,13.85,5
749,346,4,2023-05-20,Cancelled,Phone,20.0,3.14,5
750,209,15,2022-06-21,Cancelled,Online,20.0,24.2,3
751,277,6,2023-05-18,Cancelled,In-Store,10.0,11.29,1
752,417,15,2023-08-16,Processing,Online,0.0,23.34,4
753,140,20,2023-05-29,Delivered,In-Store,20.0,15.81,5
754,431,17,2023-07-31,Pending,Online,15.0,13.35,1
755,154,3,2024-03-20,Pending,Online,15.0,13.91,3
756,450,14,2023-03-08,Cancelled,Phone,20.0,7.96,3
757,326,9,2024-07-16,Shipped,Online,15.0,24.58,3
758,108,15,2023-11-04,Pending,Phone,0.0,16.16,1
759,312,16,2022-01-09,Pending,Phone,0.0,10.33,4
760,391,13,2022-06-16,Pending,Phone,0.0,22.31,4
761,345,4,2023-12-24,Delivered,Phone,0.0,9.67,1
762,64,15,2024-01-29,Processing,In-Store,0.0,5.54,1
763,389,9,2024-01-03,Processing,Online,20.0,15.34,3
764,414,23,2023-03-29,Processing,In-Store,0.0,0.92,4
765,464,23,2023-03-05,Pending,Online,20.0,15.96,1
766,446,9,2024-10-21,Delivered,Online,10.0,4.84,5
767,345,22,2022-12-26,Pending,Phone,0.0,18.65,2
768,133,30,2023-04-12,Cancelled,Phone,20.0,6.86,1
769,497,23,2024-12-27,Cancelled,In-Store,15.0,14.0,4
770,2,14,2022-04-17,Shipped,In-Store,20.0,24.88,3
771,63,22,2024-11-27,Delivered,In-Store,0.0,12.93,1
772,453,24,2023-04-05,Pending,In-Store,5.0,13.31,3
773,3,13,2023-02-03,Shipped,Online,10.0,20.19,2
774,354,14,2022-06-02,Processing,Online,0.0,8.23,1
775,321,21,2022-07-18,Pending,In-Store,5.0,20.2,5
776,409,21,2023-11-16,Shipped,Online,0.0,11.84,3
777,427,2,2023-11-15,Cancelled,Online,0.0,19.39,5
778,225,25,2022-07-15,Delivered,Phone,0.0,2.14,1
779,470,2,2024-02-12,Shipped,Phone,0.0,19.57,1
780,471,26,2024-06-24,Pending,In-Store,10.0,15.65,1
781,53,22,2022-04-25,Cancelled,Online,0.0,21.25,4
782,50,20,2024-04-21,Processing,Phone,20.0,16.49,1
783,233,13,2024-08-08,Delivered,Phone,10.0,2.53,1
784,233,17,2023-11-04,Cancelled,Online,0.0,2.57,5
785,366,3,2023-02-01,Cancelled,Online,15.0,12.72,3
786,216,16,2024-06-29,Processing,Online,0.0,19.93,1
787,66,10,2024-06-11,Cancelled,Phone,20.0,8.94,5
788,454,18,2022-10-26,Processing,In-Store,0.0,15.08,3
789,189,1,2024-11-26,Cancelled,Phone,15.0,3.62,2
790,260,27,2022-04-22,Delivered,In-Store,0.0,24.41,2
791,403,3,2023-12-01,Processing,Phone,5.0,17.37,4
792,308,23,2023-11-10,Cancelled,Phone,0.0,15.4,4
793,169,6,2022-08-03,Delivered,Online,5.0,5.49,1
794,328,8,2023-04-17,Delivered,Phone,0.0,5.98,3
795,414,24,2024-02-09,Processing,In-Store,0.0,20.65,1
796,186,1,2022-06-01,Shipped,Online,10.0,2.88,3
797,226,7,2024-01-08,Pending,Online,0.0,4.95,2
798,113,29,2023-06-21,Processing,In-Store,20.0,13.86,2
799,101,1,2022-12-27,Shipped,Online,0.0,20.79,2
800,195,21,2022-08-16,Shipped,Online,0.0,11.41,3
801,415,12,2022-12-17,Cancelled,Phone,5.0,21.96,1
802,61,5,2022-09-25,Processing,Online,10.0,9.45,3
803,163,20,2024-05-29,Processing,Online,20.0,15.4,2
804,438,18,2023-08-26,Processing,In-Store,0.0,1.33,3
805,447,5,2024-11-06,Cancelled,In-Store,0.0,18.18,4
806,405,22,2022-05-13,Processing,Phone,5.0,18.78,5
807,192,16,2024-11-28,Delivered,Online,0.0,17.81,5
808,356,16,2024-10-10,Delivered,In-Store,10.0,10.02,5
809,333,2,2023-03-01,Processing,Online,5.0,21.58,4
810,112,10,2024-05-20,Delivered,Phone,0.0,23.39,3
811,131,18,2022-06-23,Processing,Online,0.0,11.11,3
812,118,19,2022-03-26,Delivered,Phone,10.0,8.41,4
813,240,14,2024-04-17,Shipped,In-Store,0.0,6.83,1
814,92,15,2023-04-24,Shipped,Phone,0.0,8.98,1
815,151,27,2024-10-24,Cancelled,Phone,15.0,1.95,3
816,475,8,2022-07-21,Pending,Online,0.0,0.96,2
817,171,7,2023-11-06,Shipped,In-Store,15.0,20.39,3
818,98,23,2022-10-10,Cancelled,In-Store,0.0,19.25,3
819,422,12,2024-04-07,Delivered,Phone,20.0,16.38,4
820,335,17,2022-11-02,Delivered,Online,0.0,18.08,2
821,243,8,2024-11-22,Cancelled,Phone,20.0,11.72,4
822,175,26,2022-06-25,Shipped,Online,5.0,19.25,4
823,108,15,2024-07-10,Cancelled,Online,0.0,3.47,2
824,157,24,2022-01-20,Delivered,Phone,20.0,8.87,2
825,215,14,2024-04-06,Cancelled,In-Store,0.0,14.67,5
826,403,2,2022-10-12,Processing,In-Store,10.0,15.75,5
827,468,20,2024-03-11,Delivered,Online,5.0,1.59,4
828,97,16,2022-08-11,Shipped,Phone,5.0,15.98,3
829,48,6,2022-08-02,Cancelled,Online,0.0,20.66,5
830,251,1,2023-01-18,Processing,Online,5.0,7.1,2
831,150,22,2024-12-09,Pending,In-Store,0.0,9.22,1
832,88,11,2024-04-21,Delivered,Online,0.0,3.23,4
833,245,24,2022-05-21,Delivered,Online,0.0,21.76,3
834,222,27,2024-08-30,Processing,Phone,10.0,23.48,5
835,104,17,2024-07-28,Shipped,Online,0.0,24.78,4
836,33,27,2024-03-28,Cancelled,Online,10.0,8.22,5
837,451,16,2024-07-31,Delivered,Phone,0.0,18.43,3
838,331,29,2024-07-23,Shipped,Phone,20.0,17.79,3
839,201,20,2022-12-25,Delivered,Online,0.0,22.5,4
840,235,13,2023-01-11,Cancelled,Online,5.0,17.47,1
841,123,29,2022-11-20,Shipped,Phone,10.0,7.3,1
842,358,24,2023-03-21,Delivered,In-Store,20.0,13.82,3
843,40,25,2022-08-04,Cancelled,In-Store,5.0,11.27,3
844,107,17,2022-04-02,Delivered,Online,0.0,15.97,4
845,196,11,2024-03-28,Processing,In-Store,0.0,0.27,1
846,364,30,2022-10-07,Shipped,Phone,15.0,11.61,4
847,35,3,2023-05-12,Delivered,Online,5.0,20.51,2
848,88,27,2022-02-06,Cancelled,Online,0.0,7.35,5
849,380,13,2022-12-11,Pending,Phone,20.0,0.28,3
850,79,15,2024-01-04,Processing,Online,15.0,0.86,5
851,111,15,2022-04-08,Cancelled,Phone,15.0,17.91,1
852,200,23,2023-09-24,Delivered,Online,10.0,0.12,4
853,393,7,2023-05-27,Shipped,Online,0.0,2.28,4
854,15,1,2023-11-22,Processing,Phone,15.0,1.58,1
855,409,27,2022-12-10,Processing,Online,5.0,12.81,3
856,166,18,2023-01-24,Cancelled,Online,10.0,9.88,4
857,62,8,2023-03-14,Pending,In-Store,0.0,4.34,4
858,335,11,2022-01-25,Delivered,Online,5.0,5.5,3
859,333,20,2024-01-26,Pending,Online,0.0,10.28,5
860,256,4,2022-12-18,Shipped,Online,10.0,8.11,4
861,348,30,2022-09-30,Shipped,Online,15.0,19.04,3
862,436,22,2024-09-14,Pending,In-Store,0.0,15.21,5
863,230,13,2024-11-12,Processing,Phone,10.0,17.62,1
864,120,1,2022-09-12,Shipped,Online,15.0,10.71,2
865,318,3,2022-05-03,Processing,In-Store,5.0,7.42,2
866,193,7,2022-03-19,Processing,Phone,10.0,24.71,4
867,379,29,2023-11-05,Processing,In-Store,0.0,16.09,1
868,267,26,2024-04-29,Shipped,Online,0.0,21.17,3
869,176,8,2023-02-26,Cancelled,Online,15.0,24.71,2
870,312,28,2024-02-21,Cancelled,In-Store,0.0,11.06,1
871,34,28,2024-10-03,Pending,Online,0.0,15.86,2
872,481,7,2022-09-15,Pending,Online,10.0,13.72,2
873,121,17,2022-06-10,Delivered,Phone,5.0,7.79,2
874,126,14,2022-12-28,Cancelled,Online,0.0,7.13,4
875,496,21,2023-02-17,Shipped,In-Store,0.0,23.78,3
876,204,13,2022-12-10,Delivered,In-Store,5.0,12.63,4
