incident_id,title,severity,category,status,reported_by,assigned_to,created_at,resolved_at
232,Already debate anything view,High,Network,Closed,jefferyanderson,ijimenez,2024-06-04 08:42:00,
233,During responsibility among since,Medium,Access,Resolved,wesleybutler,russellrandy,2023-12-18 16:31:00,2023-05-18 22:18:00
234,Radio station general,Medium,Access,Resolved,sarahgonzales,lkelly,2023-12-18 02:17:00,2024-09-16 14:59:00
235,Particularly difference should raise,Medium,Security,Closed,vickidavis,harrisonnicholas,2024-06-19 06:20:00,
236,American war old what design want ahead easy,Medium,Access,Closed,carl66,edwardmiller,2023-07-24 20:32:00,2023-04-03 21:15:00
237,Voice information add argue image,Medium,Security,Closed,tanya66,cfinley,2024-09-24 13:56:00,2023-07-29 17:45:00
238,Doctor hour check now sound gun,Low,Software,Closed,turnerjustin,kevin07,2024-07-04 13:42:00,2024-04-21 20:34:00
239,Hot cultural fill show response nothing,Low,Software,Closed,alan96,shawnanderson,2024-02-01 01:44:00,
240,History its street because,Low,Access,Closed,jonathanfloyd,samantharodgers,2024-03-18 04:16:00,2024-09-10 09:40:00
241,Receive entire character quickly sure player western,Medium,Hardware,Resolved,mavery,singhsarah,2024-02-07 21:59:00,2023-05-22 13:33:00
242,Police right traditional represent,Low,Network,Resolved,mbaker,linda24,2024-08-27 14:12:00,2024-08-02 23:53:00
243,Wind cost hand arm mother different end,Low,Network,Open,stacyjohnson,chrismccarthy,2023-01-05 04:41:00,2024-05-22 02:38:00
244,Summer more if hear responsibility have,Low,Access,Resolved,yosborne,victor76,2024-11-23 04:53:00,
245,Republican result wrong return wall trouble friend current,Medium,Security,In Progress,samuelelliott,phillip98,2023-05-12 03:49:00,2024-01-11 20:04:00
246,While as decade exactly bad gas,Medium,Software,Closed,andrew09,sara94,2024-01-27 05:52:00,2025-01-11 08:26:00
247,Beautiful game set other follow vote office,Low,Hardware,Open,cturner,daniellivingston,2024-02-05 10:27:00,2024-10-10 07:38:00
248,Law wonder carry,Medium,Software,Open,kimberly91,hunter14,2023-06-09 09:12:00,2024-01-29 04:20:00
249,Young west practice,Medium,Access,Open,johnmerritt,tvelasquez,2023-10-11 00:15:00,
250,Though degree special laugh include price,Medium,Software,Closed,rperez,johnsondebbie,2024-09-01 16:53:00,2024-11-20 08:57:00
251,Many most green cold,High,Hardware,Closed,millerjessica,jdavis,2024-06-25 09:12:00,2023-12-22 01:31:00
252,Five decide spring price school,Medium,Network,Closed,ryanbullock,rgreen,2024-09-06 06:47:00,2023-07-09 16:03:00
253,Any market poor clear possible staff agent,Low,Access,Closed,vhogan,jeffreywallace,2024-04-21 00:08:00,2023-01-06 09:59:00
254,Car involve radio image crime about everything,Low,Network,Open,brewerbrandon,lisa78,2024-09-26 00:29:00,2024-11-17 17:11:00
255,Agency very for mind,Medium,Software,Closed,johnsonsamantha,lgates,2023-09-05 04:48:00,2024-05-02 20:41:00
256,Assume control leg suggest,Medium,Security,Resolved,davidjohnson,jeremy91,2023-09-21 14:25:00,
257,Several more physical beautiful year,High,Software,Resolved,gonzalezjames,michael28,2023-08-19 10:20:00,2023-04-21 09:29:00
258,Compare result over cost risk task,Low,Hardware,Closed,mauriceball,margaret33,2024-02-21 13:06:00,2024-12-01 07:37:00
259,College policy side kind,Medium,Access,Closed,patriciamorrison,aaroncox,2023-05-11 19:17:00,2024-12-26 01:53:00
260,Reality stock site develop government can institution,High,Network,Resolved,hunterteresa,dsanders,2024-10-19 03:13:00,2023-08-17 20:15:00
261,Wish animal could parent small building media,Medium,Security,In Progress,mariagonzalez,garciatravis,2024-09-25 23:34:00,2024-10-22 10:32:00
262,How government suddenly statement,High,Software,Closed,patriciagrant,janicestuart,2024-04-29 06:13:00,2024-08-02 02:53:00
263,Program success itself religious energy teacher single,High,Access,Closed,cgonzalez,david33,2023-08-15 14:58:00,
264,Center claim Republican admit,Low,Hardware,Closed,websterkelly,michaelmooney,2023-12-21 19:15:00,2024-01-08 10:29:00
265,Child staff yard place contain safe government,Low,Network,Closed,bennettlori,jason06,2023-07-05 02:50:00,2024-03-08 21:11:00
266,Strategy player reveal ten each,Low,Network,Closed,schmidtjoseph,phill,2024-12-24 12:54:00,2024-11-21 10:38:00
267,Magazine firm task,High,Network,Closed,kelsey85,alexanderkeller,2023-09-15 06:25:00,2023-08-10 12:17:00
268,Simple company produce meet expert,Medium,Hardware,Closed,uperez,ysandoval,2024-07-30 13:37:00,
269,Finish everybody live gun,High,Network,Closed,ashley21,christopher41,2024-04-19 20:09:00,2024-03-29 12:45:00
270,Not truth garden into,Medium,Software,In Progress,hudsonellen,nvargas,2024-06-04 01:54:00,2024-04-02 17:20:00
271,Fly natural group continue local a case effect,Low,Network,Open,qbray,jonesmichelle,2023-08-12 06:34:00,2023-08-13 01:00:00
272,Benefit rock bed film wait number sell,Critical,Network,Closed,nbullock,kford,2024-11-12 13:13:00,2023-05-25 10:32:00
273,Image not model democratic close make low,Low,Security,Closed,yatestraci,davidpearson,2024-05-02 14:56:00,2024-02-18 11:35:00
274,Leave fund officer,Medium,Security,In Progress,awong,john39,2024-11-04 09:29:00,2023-09-06 09:17:00
275,Data owner picture him final,Low,Hardware,In Progress,mckayemily,hunter12,2024-12-29 09:52:00,2024-10-27 21:26:00
276,Citizen only goal,Low,Access,In Progress,hamptontom,snelson,2023-03-08 10:18:00,2025-01-23 06:21:00
277,Policy son exist according anyone cell why,High,Software,Resolved,tfoster,tcrawford,2023-11-18 02:52:00,2024-01-12 03:50:00
278,Language late finally wait information cut three,Low,Security,Resolved,cvazquez,michaela00,2024-11-21 12:22:00,2024-08-03 11:58:00
279,Each fire determine current open history,Medium,Software,Closed,annette92,halexander,2023-01-13 01:50:00,2023-08-24 22:14:00
280,Practice case receive development day reason order,Medium,Software,In Progress,whitemichael,allisonford,2024-08-06 12:47:00,2023-09-21 20:08:00
281,Interview doctor bad finish face,High,Access,In Progress,cheryl54,psandoval,2023-05-11 10:05:00,2023-12-14 11:30:00
282,Win send themselves walk factor,Low,Software,Closed,kylescott,connerkevin,2023-07-22 14:41:00,
283,How up operation send,Medium,Security,Open,marthaduffy,joshua74,2023-03-13 09:09:00,2023-11-12 06:03:00
284,Offer especially improve admit service,High,Security,Open,dustinwilliams,vincent29,2023-03-21 07:50:00,2023-07-04 18:35:00
285,Rich despite offer stage politics think old,High,Network,Closed,cory21,cuevaskathleen,2023-07-25 11:40:00,2023-11-16 21:12:00
286,Can reality boy long analysis force tonight,Low,Hardware,Closed,james65,thomas92,2024-01-14 01:05:00,2024-11-21 21:59:00
287,Also act few note,Medium,Security,Closed,patrick12,ashleymorrow,2024-07-24 08:01:00,2024-03-19 21:41:00
288,Today themselves blood single,Low,Software,In Progress,jessicamurray,hlin,2023-02-25 17:29:00,2023-08-07 21:42:00
289,Hot former front quality likely able vote wife,Medium,Security,Resolved,livingstonchelsea,greenmichael,2024-12-04 19:01:00,
290,Country receive however determine authority,Low,Access,In Progress,brandon34,jamesrussell,2023-11-07 12:27:00,2024-01-23 19:19:00
291,Almost eat financial fall,Low,Hardware,Resolved,richard10,jesse79,2024-12-01 00:43:00,2024-10-11 09:13:00
292,Mean really song how start story,Medium,Access,In Progress,arnoldrachel,jennifer29,2024-11-29 23:22:00,2023-01-18 16:20:00
293,High old anyone though president,Medium,Hardware,Resolved,skim,owensjacob,2024-10-10 13:10:00,2023-07-09 12:24:00
294,Few success around,Medium,Hardware,In Progress,amandamoody,stacey22,2023-05-27 10:28:00,2023-06-13 15:15:00
295,Participant exactly hospital Congress seem role senior,Low,Software,Closed,jamesanderson,cindyhall,2024-02-27 17:52:00,2024-12-30 05:30:00
296,Administration form of blue,Low,Software,Resolved,nataliehall,jamesortiz,2023-07-17 21:43:00,2024-10-16 08:56:00
297,Attack realize prove into lead usually,Low,Security,Resolved,kimronald,wlynch,2023-04-18 01:22:00,
298,Eat security community politics decision back,Low,Access,Closed,reneenavarro,lisa23,2024-01-31 02:34:00,
299,Describe respond week,Medium,Access,Resolved,brandonfernandez,zjones,2024-05-29 17:24:00,2024-06-17 22:33:00
300,Special something true administration lawyer clear clear someone,Low,Access,Closed,brett50,uolsen,2023-10-06 08:38:00,2023-09-19 00:48:00
