attendance_id,employee_id,date,check_in,check_out,hours_worked,status
561,281,2024-06-05,08:06,18:51,8.4,Present
562,281,2024-06-06,,,,On Leave
563,281,2024-06-07,08:10,17:16,6.9,Present
564,281,2024-06-10,09:16,18:01,7.6,Present
565,182,2024-06-03,08:54,18:36,7.1,Present
566,182,2024-06-04,08:03,19:52,5.9,Present
567,182,2024-06-05,10:24,16:35,4.9,Present
568,182,2024-06-06,08:22,,,Half Day
569,182,2024-06-07,,,,Absent
570,182,2024-06-10,10:07,18:14,4.9,Present
571,165,2024-06-03,08:45,19:10,5.4,Present
572,165,2024-06-04,08:49,18:04,6.6,Present
573,165,2024-06-05,10:02,19:07,8.0,Present
574,165,2024-06-06,10:00,19:58,4.6,Present
575,165,2024-06-07,10:45,18:28,8.3,Present
576,165,2024-06-10,09:09,16:56,8.5,Present
577,80,2024-06-03,,,,On Leave
578,80,2024-06-04,10:14,19:23,6.8,Present
579,80,2024-06-05,08:20,19:01,6.5,Present
580,80,2024-06-06,09:53,17:38,4.0,Present
581,80,2024-06-07,09:47,16:57,8.4,Present
582,80,2024-06-10,,,,Absent
583,76,2024-06-03,08:58,16:41,8.9,Present
584,76,2024-06-04,08:44,19:46,4.4,Present
585,76,2024-06-05,09:58,19:11,8.1,Present
586,76,2024-06-06,08:46,18:05,4.2,Present
587,76,2024-06-07,08:06,16:34,5.0,Present
588,76,2024-06-10,08:01,16:19,7.5,Present
589,239,2024-06-03,10:15,18:53,4.3,Present
590,239,2024-06-04,08:05,16:45,8.4,Present
591,239,2024-06-05,08:03,19:52,5.2,Present
592,239,2024-06-06,09:09,19:52,4.9,Present
593,239,2024-06-07,09:04,17:58,8.7,Present
594,239,2024-06-10,09:09,17:32,6.3,Present
595,186,2024-06-03,08:47,16:00,7.7,Present
596,186,2024-06-04,10:47,19:39,6.1,Present
597,186,2024-06-05,09:56,19:47,4.2,Present
598,186,2024-06-06,10:50,,,Half Day
599,186,2024-06-07,09:15,16:12,8.6,Present
600,186,2024-06-10,09:04,17:07,8.3,Present
601,210,2024-06-03,10:16,18:34,7.4,Present
602,210,2024-06-04,10:07,18:16,5.4,Present
603,210,2024-06-05,08:13,18:16,4.2,Present
604,210,2024-06-06,10:41,18:50,5.7,Present
605,210,2024-06-07,10:33,17:40,8.1,Present
606,210,2024-06-10,08:57,19:17,6.7,Present
607,64,2024-06-03,09:38,19:18,7.4,Present
608,64,2024-06-04,08:35,19:43,4.7,Present
609,64,2024-06-05,,,,Absent
610,64,2024-06-06,09:31,18:15,8.7,Present
611,64,2024-06-07,10:07,19:50,6.2,Present
612,64,2024-06-10,08:08,18:30,6.6,Present
613,179,2024-06-03,,,,Absent
614,179,2024-06-04,08:54,16:50,6.1,Present
615,179,2024-06-05,10:33,19:16,7.9,Present
616,179,2024-06-06,10:49,17:05,6.1,Present
617,179,2024-06-07,10:22,16:24,5.4,Present
618,179,2024-06-10,10:01,19:03,7.2,Present
619,42,2024-06-03,09:07,,,Half Day
620,42,2024-06-04,09:18,17:15,7.7,Present
621,42,2024-06-05,09:04,16:07,6.4,Present
622,42,2024-06-06,10:55,18:10,8.9,Present
623,42,2024-06-07,09:53,19:07,7.0,Present
624,42,2024-06-10,10:58,18:52,9.0,Present
625,153,2024-06-03,10:37,,,Half Day
626,153,2024-06-04,10:30,18:12,5.7,Present
627,153,2024-06-05,10:13,17:46,5.4,Present
628,153,2024-06-06,10:38,18:58,8.7,Present
629,153,2024-06-07,,,,On Leave
630,153,2024-06-10,08:04,19:47,7.0,Present
631,300,2024-06-03,08:08,,,Half Day
632,300,2024-06-04,09:26,17:22,5.8,Present
633,300,2024-06-05,09:35,17:42,8.6,Present
634,300,2024-06-06,,,,Absent
635,300,2024-06-07,08:48,16:19,5.1,Present
636,300,2024-06-10,09:54,16:32,6.6,Present
637,128,2024-06-03,08:29,16:47,5.9,Present
638,128,2024-06-04,09:26,18:59,5.8,Present
639,128,2024-06-05,10:54,17:33,5.3,Present
640,128,2024-06-06,09:31,,,Half Day
641,128,2024-06-07,10:25,18:47,5.9,Present
642,128,2024-06-10,09:00,19:25,6.6,Present
643,226,2024-06-03,10:19,17:21,5.1,Present
644,226,2024-06-04,09:37,17:00,8.3,Present
645,226,2024-06-05,08:04,,,Half Day
646,226,2024-06-06,10:53,19:11,4.6,Present
647,226,2024-06-07,10:46,17:46,4.1,Present
648,226,2024-06-10,10:01,18:27,7.1,Present
649,225,2024-06-03,08:42,17:34,6.1,Present
650,225,2024-06-04,10:03,16:34,8.1,Present
651,225,2024-06-05,08:56,17:52,7.8,Present
652,225,2024-06-06,09:43,,,Half Day
653,225,2024-06-07,08:44,19:37,5.7,Present
654,225,2024-06-10,09:47,16:32,8.1,Present
655,126,2024-06-03,10:31,19:15,5.8,Present
656,126,2024-06-04,08:32,18:37,6.3,Present
657,126,2024-06-05,09:14,17:10,8.9,Present
658,126,2024-06-06,09:54,17:52,8.8,Present
659,126,2024-06-07,10:00,17:14,5.7,Present
660,126,2024-06-10,10:50,,,Half Day
661,202,2024-06-03,10:36,17:56,4.5,Present
662,202,2024-06-04,08:34,,,Half Day
663,202,2024-06-05,08:01,18:04,4.1,Present
664,202,2024-06-06,10:01,18:57,7.2,Present
665,202,2024-06-07,09:55,19:42,4.3,Present
666,202,2024-06-10,08:15,17:02,7.0,Present
667,149,2024-06-03,10:58,19:25,8.7,Present
668,149,2024-06-04,10:17,17:16,8.0,Present
669,149,2024-06-05,09:20,17:39,5.6,Present
670,149,2024-06-06,08:55,19:13,5.2,Present
671,149,2024-06-07,08:14,,,Half Day
672,149,2024-06-10,09:29,16:24,7.3,Present
673,243,2024-06-03,,,,Absent
674,243,2024-06-04,09:41,17:23,5.2,Present
675,243,2024-06-05,08:07,17:40,6.6,Present
676,243,2024-06-06,08:37,18:00,7.8,Present
677,243,2024-06-07,08:37,18:08,4.3,Present
678,243,2024-06-10,10:06,19:46,7.3,Present
679,40,2024-06-03,09:22,19:52,6.1,Present
680,40,2024-06-04,08:31,16:40,5.3,Present
681,40,2024-06-05,10:42,19:12,7.8,Present
682,40,2024-06-06,09:05,18:15,5.9,Present
683,40,2024-06-07,09:22,18:27,7.7,Present
684,40,2024-06-10,10:34,18:29,7.8,Present
685,212,2024-06-03,08:03,19:19,7.9,Present
686,212,2024-06-04,10:00,,,Half Day
687,212,2024-06-05,08:41,17:24,4.5,Present
688,212,2024-06-06,10:06,18:06,5.5,Present
689,212,2024-06-07,09:39,18:03,4.3,Present
690,212,2024-06-10,,,,On Leave
691,247,2024-06-03,,,,On Leave
692,247,2024-06-04,,,,Absent
693,247,2024-06-05,08:35,18:24,6.8,Present
694,247,2024-06-06,09:38,18:57,5.9,Present
695,247,2024-06-07,10:52,19:29,5.8,Present
696,247,2024-06-10,08:10,17:18,4.1,Present
697,23,2024-06-03,,,,On Leave
698,23,2024-06-04,09:08,17:39,4.1,Present
699,23,2024-06-05,10:05,18:01,6.4,Present
700,23,2024-06-06,10:51,18:10,4.1,Present
701,23,2024-06-07,08:29,17:49,4.9,Present
702,23,2024-06-10,08:16,17:11,4.1,Present
703,129,2024-06-03,09:55,,,Half Day
704,129,2024-06-04,,,,On Leave
705,129,2024-06-05,10:41,18:29,6.3,Present
706,129,2024-06-06,08:18,16:42,7.6,Present
707,129,2024-06-07,,,,On Leave
708,129,2024-06-10,08:45,19:14,5.6,Present
709,166,2024-06-03,08:24,16:32,6.2,Present
710,166,2024-06-04,09:32,18:13,7.7,Present
711,166,2024-06-05,09:58,,,Half Day
712,166,2024-06-06,09:34,,,Half Day
713,166,2024-06-07,08:51,18:20,7.2,Present
714,166,2024-06-10,09:07,18:17,4.5,Present
715,234,2024-06-03,09:59,16:18,5.2,Present
716,234,2024-06-04,09:15,16:34,6.6,Present
717,234,2024-06-05,09:46,16:27,8.3,Present
718,234,2024-06-06,09:19,17:23,7.7,Present
719,234,2024-06-07,08:36,,,Half Day
720,234,2024-06-10,09:37,,,Half Day
721,135,2024-06-03,09:21,19:36,7.4,Present
722,135,2024-06-04,09:01,16:55,6.1,Present
723,135,2024-06-05,10:18,18:17,5.7,Present
724,135,2024-06-06,10:42,17:58,7.0,Present
725,135,2024-06-07,09:02,18:30,6.1,Present
726,135,2024-06-10,08:38,18:55,6.0,Present
727,169,2024-06-03,09:03,18:06,8.1,Present
728,169,2024-06-04,09:01,17:29,5.8,Present
729,169,2024-06-05,09:43,16:07,8.6,Present
730,169,2024-06-06,10:21,16:15,7.1,Present
731,169,2024-06-07,08:24,17:19,4.2,Present
732,169,2024-06-10,08:01,,,Half Day
733,101,2024-06-03,09:48,16:40,7.1,Present
734,101,2024-06-04,10:18,,,Half Day
735,101,2024-06-05,09:23,17:58,5.5,Present
736,101,2024-06-06,08:39,19:26,8.3,Present
737,101,2024-06-07,08:19,,,Half Day
738,101,2024-06-10,09:24,16:23,7.7,Present
739,28,2024-06-03,08:54,16:16,5.8,Present
740,28,2024-06-04,08:26,17:51,5.1,Present
741,28,2024-06-05,10:50,17:04,7.5,Present
742,28,2024-06-06,10:02,16:07,7.4,Present
743,28,2024-06-07,,,,On Leave
744,28,2024-06-10,09:30,17:59,7.6,Present
745,102,2024-06-03,,,,On Leave
746,102,2024-06-04,08:28,19:50,8.8,Present
747,102,2024-06-05,10:06,19:35,7.9,Present
748,102,2024-06-06,08:44,19:55,5.9,Present
749,102,2024-06-07,10:32,18:59,5.0,Present
750,102,2024-06-10,08:27,18:02,7.0,Present
751,108,2024-06-03,10:04,17:31,4.7,Present
752,108,2024-06-04,10:02,16:54,8.6,Present
753,108,2024-06-05,09:12,17:17,5.9,Present
754,108,2024-06-06,10:33,18:30,7.3,Present
755,108,2024-06-07,09:15,18:52,5.1,Present
756,108,2024-06-10,09:46,16:05,8.1,Present
757,103,2024-06-03,08:42,18:33,5.4,Present
758,103,2024-06-04,08:02,17:11,8.2,Present
759,103,2024-06-05,08:07,17:24,7.3,Present
760,103,2024-06-06,,,,On Leave
761,103,2024-06-07,08:54,,,Half Day
762,103,2024-06-10,08:32,18:20,7.4,Present
763,59,2024-06-03,08:22,16:40,6.7,Present
764,59,2024-06-04,,,,Absent
765,59,2024-06-05,09:54,,,Half Day
766,59,2024-06-06,09:59,16:19,4.8,Present
767,59,2024-06-07,08:18,18:14,6.1,Present
768,59,2024-06-10,10:00,18:40,7.8,Present
769,63,2024-06-03,08:32,16:03,7.2,Present
770,63,2024-06-04,09:57,18:39,4.5,Present
771,63,2024-06-05,10:37,,,Half Day
772,63,2024-06-06,10:37,18:25,5.3,Present
773,63,2024-06-07,09:21,17:05,6.2,Present
774,63,2024-06-10,08:00,18:49,5.2,Present
775,263,2024-06-03,09:26,18:24,5.1,Present
776,263,2024-06-04,08:16,17:54,5.5,Present
777,263,2024-06-05,08:39,16:01,7.8,Present
778,263,2024-06-06,,,,Absent
779,263,2024-06-07,08:10,18:11,4.1,Present
780,263,2024-06-10,08:28,19:24,8.0,Present
781,48,2024-06-03,09:56,17:23,7.3,Present
782,48,2024-06-04,09:34,19:18,5.5,Present
783,48,2024-06-05,10:32,18:32,5.4,Present
784,48,2024-06-06,10:11,19:16,7.8,Present
785,48,2024-06-07,,,,On Leave
786,48,2024-06-10,10:39,18:03,7.3,Present
787,132,2024-06-03,09:35,,,Half Day
788,132,2024-06-04,10:05,17:27,6.4,Present
789,132,2024-06-05,10:26,18:48,6.9,Present
790,132,2024-06-06,,,,Absent
791,132,2024-06-07,10:38,16:40,4.8,Present
792,132,2024-06-10,10:33,,,Half Day
793,244,2024-06-03,08:28,18:05,5.5,Present
794,244,2024-06-04,09:00,19:15,8.4,Present
795,244,2024-06-05,08:38,19:02,5.1,Present
796,244,2024-06-06,08:45,,,Half Day
797,244,2024-06-07,08:58,18:47,4.8,Present
798,244,2024-06-10,10:28,17:17,5.5,Present
799,155,2024-06-03,09:56,17:51,7.3,Present
800,155,2024-06-04,09:16,19:54,5.7,Present
801,155,2024-06-05,08:05,16:04,8.7,Present
802,155,2024-06-06,08:46,16:55,7.1,Present
803,155,2024-06-07,10:22,16:10,5.0,Present
804,155,2024-06-10,10:35,19:24,4.2,Present
805,21,2024-06-03,08:14,17:15,8.7,Present
806,21,2024-06-04,08:42,18:45,4.8,Present
807,21,2024-06-05,09:36,18:23,6.2,Present
808,21,2024-06-06,09:25,16:03,8.1,Present
809,21,2024-06-07,,,,Absent
810,21,2024-06-10,,,,On Leave
811,240,2024-06-03,08:17,19:03,8.2,Present
812,240,2024-06-04,10:06,18:05,5.4,Present
813,240,2024-06-05,09:22,,,Half Day
814,240,2024-06-06,09:45,18:43,5.4,Present
815,240,2024-06-07,,,,Absent
816,240,2024-06-10,10:07,19:48,8.7,Present
817,223,2024-06-03,08:00,16:26,5.7,Present
818,223,2024-06-04,,,,On Leave
819,223,2024-06-05,,,,Absent
820,223,2024-06-06,09:28,16:53,5.9,Present
821,223,2024-06-07,09:25,18:21,7.2,Present
822,223,2024-06-10,09:09,,,Half Day
823,67,2024-06-03,09:16,17:04,7.8,Present
824,67,2024-06-04,08:30,16:19,8.7,Present
825,67,2024-06-05,08:56,,,Half Day
826,67,2024-06-06,,,,On Leave
827,67,2024-06-07,,,,Absent
828,67,2024-06-10,10:51,18:21,5.0,Present
829,29,2024-06-03,09:45,18:05,5.9,Present
830,29,2024-06-04,08:35,16:50,5.7,Present
831,29,2024-06-05,08:33,,,Half Day
832,29,2024-06-06,08:33,16:42,7.3,Present
833,29,2024-06-07,08:01,19:48,7.1,Present
834,29,2024-06-10,10:39,16:55,7.1,Present
835,98,2024-06-03,10:50,19:21,7.7,Present
836,98,2024-06-04,08:06,16:35,8.4,Present
837,98,2024-06-05,10:59,19:33,7.7,Present
838,98,2024-06-06,09:44,16:27,8.2,Present
839,98,2024-06-07,09:27,19:03,7.4,Present
840,98,2024-06-10,09:27,19:51,8.2,Present
841,283,2024-06-03,08:46,19:35,4.9,Present
842,283,2024-06-04,10:59,18:09,7.3,Present
843,283,2024-06-05,10:19,16:04,8.3,Present
844,283,2024-06-06,09:59,16:42,5.8,Present
845,283,2024-06-07,10:50,18:05,4.5,Present
846,283,2024-06-10,08:05,19:43,7.9,Present
847,45,2024-06-03,,,,Absent
848,45,2024-06-04,,,,On Leave
849,45,2024-06-05,08:17,16:35,7.9,Present
850,45,2024-06-06,09:39,19:55,6.1,Present
851,45,2024-06-07,10:06,19:36,5.6,Present
852,45,2024-06-10,08:06,17:48,7.7,Present
853,288,2024-06-03,,,,On Leave
854,288,2024-06-04,10:12,19:37,7.1,Present
855,288,2024-06-05,08:52,18:29,4.1,Present
856,288,2024-06-06,10:18,18:04,7.1,Present
857,288,2024-06-07,09:56,16:11,5.1,Present
858,288,2024-06-10,10:39,17:02,5.0,Present
859,215,2024-06-03,09:46,19:25,8.7,Present
860,215,2024-06-04,08:36,19:55,7.5,Present
861,215,2024-06-05,09:09,17:09,5.7,Present
862,215,2024-06-06,10:22,,,Half Day
863,215,2024-06-07,09:10,16:54,4.0,Present
864,215,2024-06-10,09:12,17:45,6.2,Present
865,119,2024-06-03,08:51,16:27,6.0,Present
866,119,2024-06-04,09:56,16:23,8.7,Present
867,119,2024-06-05,08:15,19:20,7.3,Present
868,119,2024-06-06,09:23,16:32,7.8,Present
869,119,2024-06-07,08:45,19:35,8.1,Present
870,119,2024-06-10,10:07,19:59,8.4,Present
871,117,2024-06-03,10:44,19:31,4.7,Present
872,117,2024-06-04,09:46,16:58,6.9,Present
873,117,2024-06-05,08:28,16:02,5.3,Present
874,117,2024-06-06,08:00,,,Half Day
875,117,2024-06-07,10:33,17:13,6.9,Present
876,117,2024-06-10,09:00,19:30,4.2,Present
877,2,2024-06-03,10:10,18:43,4.9,Present
878,2,2024-06-04,08:05,16:59,8.8,Present
879,2,2024-06-05,08:51,17:06,4.1,Present
880,2,2024-06-06,09:30,18:52,4.2,Present
881,2,2024-06-07,10:21,18:09,6.5,Present
882,2,2024-06-10,10:13,16:44,8.3,Present
883,256,2024-06-03,10:03,,,Half Day
884,256,2024-06-04,09:12,16:58,6.3,Present
885,256,2024-06-05,10:50,17:56,4.2,Present
886,256,2024-06-06,09:22,16:50,8.3,Present
887,256,2024-06-07,09:40,18:43,8.4,Present
888,256,2024-06-10,10:25,18:35,4.5,Present
889,163,2024-06-03,,,,On Leave
890,163,2024-06-04,10:43,18:26,7.3,Present
891,163,2024-06-05,08:10,17:10,8.0,Present
892,163,2024-06-06,09:10,18:00,5.5,Present
893,163,2024-06-07,09:05,19:18,4.7,Present
894,163,2024-06-10,10:34,18:58,4.3,Present
895,147,2024-06-03,,,,On Leave
896,147,2024-06-04,08:58,17:17,5.7,Present
897,147,2024-06-05,09:42,16:51,4.5,Present
898,147,2024-06-06,,,,Absent
899,147,2024-06-07,08:53,16:06,7.5,Present
900,147,2024-06-10,09:11,16:01,6.9,Present
901,208,2024-06-03,,,,Absent
902,208,2024-06-04,10:10,19:46,4.9,Present
903,208,2024-06-05,09:30,17:46,4.1,Present
904,208,2024-06-06,08:04,18:04,8.0,Present
905,208,2024-06-07,08:17,,,Half Day
906,208,2024-06-10,08:37,18:47,8.5,Present
907,248,2024-06-03,10:22,19:54,6.7,Present
908,248,2024-06-04,08:36,19:47,4.6,Present
909,248,2024-06-05,08:49,,,Half Day
910,248,2024-06-06,09:58,17:51,6.5,Present
911,248,2024-06-07,10:55,19:02,6.2,Present
912,248,2024-06-10,09:24,17:01,5.1,Present
913,152,2024-06-03,09:46,18:30,4.4,Present
914,152,2024-06-04,10:27,19:12,5.4,Present
915,152,2024-06-05,10:04,18:09,8.8,Present
916,152,2024-06-06,08:29,16:55,5.2,Present
917,152,2024-06-07,09:52,18:38,4.7,Present
918,152,2024-06-10,09:03,17:33,8.1,Present
919,168,2024-06-03,,,,Absent
920,168,2024-06-04,09:07,17:46,5.3,Present
921,168,2024-06-05,08:26,18:42,7.3,Present
922,168,2024-06-06,08:20,19:51,8.1,Present
923,168,2024-06-07,10:56,18:03,8.0,Present
924,168,2024-06-10,10:57,18:52,4.8,Present
925,262,2024-06-03,08:40,18:50,8.2,Present
926,262,2024-06-04,10:23,19:19,6.0,Present
927,262,2024-06-05,10:30,16:52,6.5,Present
928,262,2024-06-06,,,,Absent
929,262,2024-06-07,08:24,17:15,5.8,Present
930,262,2024-06-10,09:40,,,Half Day
931,251,2024-06-03,10:30,18:38,6.3,Present
932,251,2024-06-04,09:22,,,Half Day
933,251,2024-06-05,09:42,19:31,5.9,Present
934,251,2024-06-06,09:36,,,Half Day
935,251,2024-06-07,08:19,16:25,8.6,Present
936,251,2024-06-10,10:17,16:13,4.8,Present
937,70,2024-06-03,08:07,19:44,5.3,Present
938,70,2024-06-04,10:08,18:46,9.0,Present
939,70,2024-06-05,08:07,18:25,4.5,Present
940,70,2024-06-06,10:32,17:20,8.7,Present
941,70,2024-06-07,08:21,16:48,7.1,Present
942,70,2024-06-10,09:23,16:48,5.5,Present
943,127,2024-06-03,09:38,16:34,8.5,Present
944,127,2024-06-04,09:13,19:36,7.8,Present
945,127,2024-06-05,09:34,17:48,5.3,Present
946,127,2024-06-06,08:31,18:02,8.8,Present
947,127,2024-06-07,08:42,17:20,5.4,Present
948,127,2024-06-10,,,,On Leave
949,176,2024-06-03,09:17,16:08,7.6,Present
950,176,2024-06-04,09:11,17:44,8.1,Present
951,176,2024-06-05,10:21,18:00,8.7,Present
952,176,2024-06-06,,,,On Leave
953,176,2024-06-07,10:53,16:23,5.7,Present
954,176,2024-06-10,10:39,18:36,7.9,Present
955,91,2024-06-03,08:38,,,Half Day
956,91,2024-06-04,08:27,19:21,5.6,Present
957,91,2024-06-05,,,,Absent
958,91,2024-06-06,08:07,16:06,7.2,Present
959,91,2024-06-07,08:08,16:42,5.2,Present
960,91,2024-06-10,08:34,17:25,4.4,Present
961,205,2024-06-03,10:45,16:30,6.9,Present
962,205,2024-06-04,,,,Absent
963,205,2024-06-05,09:04,18:53,8.3,Present
964,205,2024-06-06,08:06,18:57,8.9,Present
965,205,2024-06-07,08:24,16:07,6.5,Present
966,205,2024-06-10,08:07,18:13,6.7,Present
967,47,2024-06-03,09:22,16:55,5.0,Present
968,47,2024-06-04,10:38,19:59,6.3,Present
969,47,2024-06-05,10:06,17:07,5.0,Present
970,47,2024-06-06,08:46,,,Half Day
971,47,2024-06-07,08:19,,,Half Day
972,47,2024-06-10,10:42,19:24,7.5,Present
973,109,2024-06-03,10:07,17:59,7.5,Present
974,109,2024-06-04,08:05,18:14,7.0,Present
975,109,2024-06-05,,,,On Leave
976,109,2024-06-06,09:00,16:53,8.7,Present
977,109,2024-06-07,08:44,17:00,5.7,Present
978,109,2024-06-10,,,,On Leave
979,124,2024-06-03,10:18,18:59,6.3,Present
980,124,2024-06-04,08:27,16:01,6.4,Present
981,124,2024-06-05,08:54,17:23,5.2,Present
982,124,2024-06-06,,,,On Leave
983,124,2024-06-07,09:58,18:04,8.4,Present
984,124,2024-06-10,10:01,16:28,7.3,Present
985,71,2024-06-03,10:09,18:20,5.3,Present
986,71,2024-06-04,10:27,19:05,4.7,Present
987,71,2024-06-05,10:21,,,Half Day
988,71,2024-06-06,09:39,16:59,5.7,Present
989,71,2024-06-07,08:02,16:30,8.3,Present
990,71,2024-06-10,10:43,18:24,8.9,Present
991,278,2024-06-03,09:25,19:12,4.5,Present
992,278,2024-06-04,10:47,,,Half Day
993,278,2024-06-05,08:44,19:15,5.0,Present
994,278,2024-06-06,09:19,19:01,4.6,Present
995,278,2024-06-07,08:18,17:54,7.6,Present
996,278,2024-06-10,10:12,17:36,5.3,Present
997,285,2024-06-03,08:32,,,Half Day
998,285,2024-06-04,,,,Absent
999,285,2024-06-05,10:56,16:49,5.8,Present
1000,285,2024-06-06,10:39,19:00,5.5,Present
1001,285,2024-06-07,10:29,18:19,6.3,Present
1002,285,2024-06-10,09:17,,,Half Day
1003,196,2024-06-03,08:15,18:31,6.6,Present
1004,196,2024-06-04,10:54,,,Half Day
1005,196,2024-06-05,08:17,18:59,4.7,Present
1006,196,2024-06-06,08:25,,,Half Day
1007,196,2024-06-07,09:13,17:37,8.0,Present
1008,196,2024-06-10,10:24,16:25,7.5,Present
1009,58,2024-06-03,08:34,,,Half Day
1010,58,2024-06-04,08:39,16:38,4.7,Present
1011,58,2024-06-05,10:47,19:17,5.8,Present
1012,58,2024-06-06,09:26,16:55,5.0,Present
1013,58,2024-06-07,10:53,19:32,8.5,Present
1014,58,2024-06-10,10:11,19:38,8.1,Present
1015,90,2024-06-03,10:07,,,Half Day
1016,90,2024-06-04,,,,Absent
1017,90,2024-06-05,10:26,18:20,8.9,Present
1018,90,2024-06-06,08:29,19:07,6.8,Present
1019,90,2024-06-07,10:05,16:39,7.7,Present
1020,90,2024-06-10,10:14,19:19,5.6,Present
1021,26,2024-06-03,08:37,16:07,6.7,Present
1022,26,2024-06-04,,,,On Leave
1023,26,2024-06-05,08:46,,,Half Day
1024,26,2024-06-06,09:28,16:35,4.9,Present
1025,26,2024-06-07,10:37,19:07,6.4,Present
1026,26,2024-06-10,10:54,17:43,7.3,Present
1027,52,2024-06-03,09:58,17:28,8.9,Present
1028,52,2024-06-04,10:54,16:16,5.8,Present
1029,52,2024-06-05,08:11,18:07,4.8,Present
1030,52,2024-06-06,10:30,18:48,8.6,Present
1031,52,2024-06-07,09:59,,,Half Day
1032,52,2024-06-10,09:48,17:25,5.7,Present
1033,199,2024-06-03,08:50,,,Half Day
1034,199,2024-06-04,08:19,19:02,7.5,Present
1035,199,2024-06-05,09:48,16:41,7.4,Present
1036,199,2024-06-06,09:50,17:07,7.7,Present
1037,199,2024-06-07,08:54,18:32,4.6,Present
1038,199,2024-06-10,10:40,19:39,7.3,Present
1039,34,2024-06-03,10:27,17:44,5.3,Present
1040,34,2024-06-04,08:23,18:32,6.8,Present
1041,34,2024-06-05,09:38,16:50,8.6,Present
1042,34,2024-06-06,,,,On Leave
1043,34,2024-06-07,10:20,18:10,8.2,Present
1044,34,2024-06-10,10:28,19:50,4.2,Present
1045,120,2024-06-03,10:50,18:22,6.8,Present
1046,120,2024-06-04,09:53,18:08,4.8,Present
1047,120,2024-06-05,09:46,19:59,4.9,Present
1048,120,2024-06-06,10:07,17:38,6.5,Present
1049,120,2024-06-07,10:36,19:28,5.2,Present
1050,120,2024-06-10,10:55,17:29,4.1,Present
1051,201,2024-06-03,10:13,17:13,4.3,Present
1052,201,2024-06-04,09:05,18:22,8.4,Present
1053,201,2024-06-05,09:12,17:38,8.4,Present
1054,201,2024-06-06,08:25,19:08,4.4,Present
1055,201,2024-06-07,09:40,19:17,8.0,Present
1056,201,2024-06-10,08:31,18:52,6.5,Present
1057,53,2024-06-03,08:13,19:25,5.2,Present
1058,53,2024-06-04,09:42,,,Half Day
1059,53,2024-06-05,08:24,19:52,4.6,Present
1060,53,2024-06-06,10:16,16:21,5.1,Present
1061,53,2024-06-07,10:40,19:21,6.7,Present
1062,53,2024-06-10,10:32,19:24,7.7,Present
1063,22,2024-06-03,09:17,19:03,4.1,Present
1064,22,2024-06-04,08:00,,,Half Day
1065,22,2024-06-05,10:50,17:51,6.6,Present
1066,22,2024-06-06,08:23,16:30,4.4,Present
1067,22,2024-06-07,10:47,19:16,5.7,Present
1068,22,2024-06-10,,,,Absent
1069,250,2024-06-03,,,,On Leave
1070,250,2024-06-04,08:27,18:42,9.0,Present
1071,250,2024-06-05,10:30,16:40,4.9,Present
1072,250,2024-06-06,09:26,16:06,5.6,Present
1073,250,2024-06-07,,,,Absent
1074,250,2024-06-10,08:53,18:40,4.2,Present
1075,73,2024-06-03,09:35,17:03,4.6,Present
1076,73,2024-06-04,08:14,16:57,6.6,Present
1077,73,2024-06-05,08:38,18:12,4.6,Present
1078,73,2024-06-06,10:39,18:40,7.4,Present
1079,73,2024-06-07,,,,Absent
1080,73,2024-06-10,08:09,17:16,5.6,Present
1081,177,2024-06-03,10:36,19:01,7.4,Present
1082,177,2024-06-04,08:57,,,Half Day
1083,177,2024-06-05,08:31,19:24,8.0,Present
1084,177,2024-06-06,10:56,16:24,7.8,Present
1085,177,2024-06-07,09:45,16:45,6.1,Present
1086,177,2024-06-10,08:05,17:11,6.8,Present
1087,162,2024-06-03,10:47,16:42,5.5,Present
1088,162,2024-06-04,09:39,16:17,5.0,Present
1089,162,2024-06-05,10:56,17:20,5.1,Present
1090,162,2024-06-06,10:09,18:27,4.5,Present
1091,162,2024-06-07,09:10,,,Half Day
1092,162,2024-06-10,10:45,16:04,5.2,Present
1093,39,2024-06-03,09:56,16:08,6.1,Present
1094,39,2024-06-04,08:55,19:23,6.7,Present
1095,39,2024-06-05,10:11,19:15,6.7,Present
1096,39,2024-06-06,,,,Absent
1097,39,2024-06-07,10:26,18:26,4.1,Present
1098,39,2024-06-10,10:17,,,Half Day
1099,86,2024-06-03,09:32,18:28,4.3,Present
1100,86,2024-06-04,08:56,16:39,5.9,Present
1101,86,2024-06-05,10:27,18:36,4.5,Present
1102,86,2024-06-06,,,,On Leave
1103,86,2024-06-07,10:16,18:52,8.0,Present
1104,86,2024-06-10,10:16,17:00,6.3,Present
1105,297,2024-06-03,09:21,19:54,8.2,Present
1106,297,2024-06-04,10:41,16:47,8.0,Present
1107,297,2024-06-05,,,,Absent
1108,297,2024-06-06,09:52,19:07,8.4,Present
1109,297,2024-06-07,10:24,18:58,7.4,Present
1110,297,2024-06-10,10:59,17:35,6.1,Present
1111,249,2024-06-03,,,,Absent
1112,249,2024-06-04,,,,On Leave
1113,249,2024-06-05,09:26,16:02,6.6,Present
1114,249,2024-06-06,10:45,16:44,7.2,Present
1115,249,2024-06-07,10:03,16:07,4.2,Present
1116,249,2024-06-10,10:41,18:17,7.5,Present
1117,55,2024-06-03,09:54,17:49,9.0,Present
1118,55,2024-06-04,09:25,19:08,4.4,Present
