metric_id,campaign_id,metric_date,impressions,clicks,conversions,revenue_attributed,ctr
483,12,2022-12-12,313814,4037,462,5171.13,0.0382
484,12,2022-04-18,462102,19606,736,47965.66,0.1243
485,20,2022-01-04,326525,6405,286,11465.41,0.0572
486,33,2025-01-11,219557,18781,108,13980.27,0.0093
487,2,2024-03-14,417332,13426,381,42983.05,0.0601
488,37,2023-02-12,11358,897,741,31693.04,0.0068
489,33,2024-09-12,168723,10866,425,40269.18,0.1496
490,25,2022-06-14,123823,8723,186,27821.47,0.0354
491,18,2023-07-08,124387,697,711,12556.31,0.0144
492,12,2024-09-20,70817,385,355,4040.47,0.1232
493,39,2024-01-01,150482,3217,297,28463.6,0.0175
494,28,2022-08-29,338568,2924,81,7485.88,0.0391
495,21,2024-04-22,337478,2957,986,29866.09,0.1241
496,16,2022-10-03,334090,13204,762,26643.91,0.0222
497,6,2023-01-30,246299,15636,146,23697.84,0.1489
498,39,2022-01-09,187244,11855,366,30032.7,0.1305
499,19,2024-11-25,109163,3534,15,10824.42,0.0406
500,27,2023-07-01,113896,1892,936,22533.4,0.1405
501,33,2022-12-23,25768,19856,869,47533.2,0.1164
502,42,2024-04-10,264376,2448,148,23433.57,0.0757
503,46,2022-01-01,469111,2231,657,8974.53,0.0614
504,40,2023-12-25,47321,19930,52,42249.49,0.0635
505,39,2023-09-16,159511,4679,26,18513.33,0.1346
506,13,2022-03-18,222238,11063,902,24316.74,0.1275
507,10,2024-10-18,186745,6807,223,49087.13,0.1317
508,33,2022-02-10,341996,18366,790,961.94,0.0303
509,28,2022-04-26,430483,10119,837,28165.5,0.0748
510,46,2022-09-23,63961,9068,180,16824.9,0.1111
511,48,2025-01-03,96196,14875,101,27989.94,0.0885
512,2,2023-08-26,168501,15024,804,19702.47,0.0277
513,37,2024-05-22,82970,11684,880,28082.86,0.1304
514,49,2024-08-31,491235,618,492,34274.76,0.0182
515,28,2024-01-15,328369,1856,360,11293.83,0.0401
516,15,2022-06-27,337929,15348,307,42269.43,0.0596
517,42,2024-01-09,326540,1655,491,49999.85,0.1318
518,40,2024-06-29,489918,9417,63,23373.03,0.0374
519,37,2024-09-25,115004,10710,117,38861.68,0.1172
520,1,2023-02-14,349430,6904,91,26039.17,0.1042
521,16,2024-12-08,360300,10591,589,3295.74,0.039
522,25,2023-05-14,454622,12874,385,48058.0,0.1074
523,15,2022-05-18,356306,17940,588,2497.29,0.0878
524,33,2022-01-02,466716,15636,239,31399.45,0.1154
525,34,2023-12-29,65994,8922,658,45615.96,0.0924
526,45,2023-02-24,146573,17232,401,1607.39,0.1028
527,6,2024-07-20,397002,15961,320,14513.98,0.1163
528,2,2024-09-19,335109,11911,954,35540.12,0.076
529,28,2025-01-28,14912,9669,796,24501.43,0.1401
530,37,2022-04-20,410440,1898,88,40525.7,0.0949
531,36,2024-12-27,191256,18896,455,33599.18,0.0697
532,5,2022-07-05,132048,6144,65,5880.29,0.0737
533,48,2023-10-29,305569,9630,398,18820.05,0.0591
534,17,2024-08-29,304580,14954,685,28286.54,0.1319
535,38,2022-10-11,206186,19537,273,26235.71,0.0347
536,16,2024-02-05,68518,19330,683,17759.89,0.1289
537,18,2022-04-29,332346,971,357,37309.71,0.0502
538,2,2023-09-26,71306,3577,292,36022.27,0.1088
539,6,2024-05-07,393071,13436,357,5720.7,0.1335
540,38,2023-06-06,13818,6505,407,33084.51,0.1238
541,47,2023-06-19,24598,4580,592,27049.85,0.0144
542,33,2024-09-25,477909,18309,653,10888.94,0.0288
543,11,2022-09-08,10527,769,230,33535.91,0.0814
544,33,2023-06-30,250408,4254,579,5992.4,0.0504
545,7,2023-10-20,349489,5687,107,29423.39,0.1142
546,27,2022-10-18,113109,921,548,4022.39,0.0954
547,10,2024-03-26,10164,15779,440,4436.56,0.0422
548,4,2023-09-25,136358,2498,340,19704.54,0.1034
549,47,2022-05-03,419395,15463,158,24197.29,0.1331
550,37,2023-08-25,300658,9123,879,39668.11,0.0093
551,49,2022-09-04,374961,16920,632,40963.54,0.0871
552,12,2024-02-28,223358,5961,913,45748.85,0.1496
553,37,2023-04-13,397075,12502,460,12594.66,0.0765
554,27,2024-01-24,215830,1279,31,39719.01,0.1303
555,12,2023-12-02,397104,16091,25,11160.62,0.089
556,13,2023-12-11,392690,12297,217,13502.18,0.0718
557,4,2024-09-10,315090,17110,503,19667.19,0.0897
558,16,2024-05-07,382008,18106,785,30516.0,0.1391
559,23,2023-01-19,24206,19211,867,26474.6,0.0571
560,16,2023-08-06,258947,14586,478,12874.67,0.0527
561,20,2024-05-29,459681,6434,640,40587.09,0.0461
562,20,2022-09-09,322055,1194,89,8847.67,0.0052
563,12,2022-05-16,160203,6595,848,28764.08,0.1439
564,10,2022-04-21,470509,14550,264,25050.03,0.0112
565,24,2024-07-26,87993,1866,355,19243.76,0.0214
566,30,2022-06-11,318005,4539,766,20971.3,0.0828
567,30,2024-02-01,19645,1771,584,49503.2,0.0692
568,33,2023-04-29,469137,6767,911,26034.48,0.1429
569,34,2022-01-19,225809,18455,817,22988.77,0.0361
570,13,2024-12-20,68436,16622,494,25422.98,0.0929
571,47,2022-06-13,360223,14504,154,9860.33,0.148
572,22,2023-01-08,293835,17639,108,17786.93,0.1285
573,13,2024-06-05,313485,19855,173,25292.59,0.0156
574,46,2022-02-20,13324,5891,215,42237.49,0.0872
575,31,2024-07-15,438562,534,275,11052.99,0.0319
576,23,2024-01-30,34131,13365,210,26498.68,0.1434
577,33,2023-05-12,94524,16524,624,48814.95,0.0669
578,47,2022-08-24,22253,12145,474,16082.61,0.1039
579,35,2022-06-09,61647,2486,774,26730.78,0.0927
580,6,2024-04-18,229848,309,741,38787.78,0.0859
581,42,2022-08-10,376276,3864,159,25426.49,0.0456
582,31,2022-07-21,140548,7797,565,33857.59,0.1459
583,7,2022-07-04,178745,9298,29,45387.08,0.1374
584,50,2023-02-18,104208,11157,627,47498.15,0.1261
585,4,2022-05-05,462155,15062,40,16416.69,0.0313
586,40,2024-05-27,460070,4412,747,24582.42,0.148
587,36,2024-05-08,307720,16953,420,26790.52,0.0307
588,8,2024-06-29,260257,13845,180,20283.19,0.0921
589,17,2022-10-26,467873,15732,694,15366.37,0.0376
590,39,2024-01-31,396656,13164,632,41365.74,0.0829
591,26,2022-04-30,372603,13205,618,7221.31,0.1234
592,2,2023-09-21,63179,14745,631,31450.69,0.0838
593,44,2023-03-24,22896,7782,229,17076.45,0.0051
594,14,2024-06-28,202434,12901,40,1688.22,0.1242
595,21,2023-11-03,32662,6845,568,43625.09,0.0427
596,29,2022-06-14,4425,13763,528,32500.57,0.1422
597,32,2023-02-01,408631,2447,963,23406.18,0.0653
598,10,2023-05-26,365780,2592,59,46492.29,0.0189
599,2,2023-08-16,486148,11588,855,47033.4,0.0702
600,43,2022-08-01,131775,1011,111,8281.59,0.1265
601,15,2022-02-16,440286,17833,79,18784.66,0.1453
602,33,2022-08-23,44410,698,781,16953.57,0.021
603,30,2022-12-09,499671,10838,662,21918.26,0.1324
604,50,2022-12-20,228285,2743,876,30227.4,0.0802
605,20,2023-05-12,475015,12692,115,35017.09,0.145
606,13,2023-12-19,295283,11745,818,27233.29,0.0228
607,13,2023-09-03,276494,5018,146,26238.62,0.1238
608,33,2023-11-11,235830,12484,977,46840.48,0.0996
609,14,2024-02-28,90567,7779,589,4121.16,0.1077
610,16,2023-11-26,420111,74,146,15523.2,0.1295
611,47,2023-12-05,495250,10414,800,37793.9,0.0512
612,26,2024-11-18,496781,14629,961,34573.63,0.0945
613,34,2025-01-02,22115,12850,712,41411.4,0.0531
614,31,2022-10-19,418500,18991,515,41070.8,0.0901
615,10,2022-03-30,417581,11328,312,4674.26,0.0707
616,48,2022-12-19,287604,5840,629,4825.3,0.0663
617,26,2023-08-04,122598,3633,642,20117.08,0.0508
618,42,2025-01-28,487092,1932,61,39181.08,0.0788
619,5,2022-06-06,423011,14012,34,43651.21,0.0948
620,48,2022-05-10,89524,4754,889,5315.53,0.0214
621,35,2023-09-23,413156,16102,785,7638.91,0.079
622,20,2024-11-20,453625,9354,518,28546.8,0.1045
623,15,2024-04-17,300041,16589,15,35140.34,0.0259
624,3,2022-08-04,114679,12251,676,46026.71,0.0706
625,43,2022-07-07,113862,15408,713,13365.52,0.1213
626,7,2023-09-16,413926,2584,324,37512.68,0.0044
627,39,2024-02-07,70407,4023,62,37816.16,0.0611
628,1,2023-12-04,326670,17584,607,28302.0,0.0612
629,8,2022-02-19,353901,9781,849,14524.93,0.1381
630,48,2024-04-24,351733,3585,719,40662.89,0.0863
631,18,2023-02-13,155692,439,355,3115.45,0.0354
632,50,2024-04-30,489536,16407,103,41565.44,0.0466
633,44,2024-01-30,239269,10321,828,12867.31,0.1046
634,11,2023-03-27,166633,12139,771,25631.06,0.0706
635,38,2023-10-09,192381,110,358,40981.61,0.1481
636,18,2022-05-21,52999,114,531,24333.38,0.13
637,21,2023-09-18,6461,18493,173,8627.77,0.1399
638,44,2023-02-04,152723,13419,408,8395.21,0.0681
639,24,2023-08-27,291296,7343,361,13725.73,0.0562
640,39,2023-10-11,239184,6135,441,10353.56,0.0784
641,24,2023-11-19,347340,269,49,7728.28,0.1029
642,2,2024-08-03,494694,5205,609,45892.27,0.1029
643,50,2025-01-08,460555,5184,554,19828.17,0.0128
644,33,2022-10-08,462357,16786,335,31192.4,0.0411
645,27,2022-09-19,28901,18664,654,15303.46,0.1295
646,19,2022-08-24,6519,4977,846,11681.89,0.1401
647,2,2022-08-05,411675,6432,52,37103.88,0.1197
648,16,2022-10-12,204922,7938,252,29885.97,0.0833
649,33,2023-09-04,311378,13379,436,20833.43,0.0613
650,13,2023-07-19,386429,16791,127,43463.23,0.103
651,37,2022-06-26,96878,5525,917,45976.71,0.0904
652,17,2023-01-30,367418,13141,33,45552.35,0.0635
653,4,2023-07-03,398868,7795,422,39451.13,0.1055
654,45,2023-06-06,135882,12486,770,30824.36,0.0461
655,42,2022-05-16,376182,2502,14,20512.78,0.0031
656,40,2022-04-02,499750,11805,213,31661.54,0.0066
657,11,2024-04-19,407017,2947,886,16923.16,0.0952
658,36,2024-08-02,54767,1092,263,987.95,0.1248
659,18,2024-05-26,138171,13140,234,26563.49,0.0843
660,10,2022-10-16,272240,10123,39,49839.9,0.1426
661,47,2023-06-10,387942,15911,585,2285.27,0.0974
662,43,2023-11-25,333428,16188,978,32101.65,0.0496
663,4,2023-11-12,498792,8831,112,21559.97,0.0166
664,39,2022-11-24,475818,14543,946,17860.2,0.1148
665,27,2022-11-21,54795,10982,194,30523.26,0.0047
666,1,2023-10-30,483003,780,724,20829.32,0.1068
667,46,2023-08-08,403376,16513,948,46324.02,0.1413
668,8,2024-07-01,322929,17615,726,28393.95,0.031
669,41,2023-04-25,489891,1079,900,12036.77,0.0893
670,31,2024-01-03,408732,16752,107,38794.38,0.1057
671,45,2022-07-24,441268,4465,91,22969.39,0.092
672,46,2023-08-06,149545,19301,330,43862.54,0.0114
673,5,2023-02-28,134546,3747,62,9224.81,0.0898
674,28,2022-08-29,472280,12734,580,4922.9,0.1068
675,49,2023-11-13,112576,13633,78,2853.19,0.0754
676,30,2024-03-22,457892,19303,386,24050.06,0.0019
677,21,2024-12-19,327102,4036,867,6465.08,0.1211
678,31,2024-09-12,128214,5190,407,26947.64,0.0497
679,42,2024-10-09,281161,2331,61,39291.78,0.1106
680,33,2023-08-18,33871,13423,834,33073.11,0.0832
681,28,2023-04-24,39619,16408,983,49204.56,0.0564
682,43,2023-10-12,218637,15023,387,35203.17,0.0814
683,40,2022-01-06,169450,9865,944,44396.75,0.1366
684,28,2024-02-19,313562,3080,88,45566.8,0.0319
685,2,2023-10-11,76801,9970,142,21223.59,0.1266
686,39,2024-04-22,347924,19207,807,21551.79,0.1419
687,29,2024-04-22,271696,14009,630,39307.05,0.1226
688,4,2024-08-15,293364,5735,515,40288.79,0.0188
689,1,2023-06-20,60965,7997,507,29511.55,0.1066
690,28,2023-07-09,352489,1374,297,45685.05,0.1447
691,31,2022-03-29,111525,18085,240,15248.97,0.0014
692,5,2022-07-26,39092,12121,364,24235.13,0.096
693,31,2022-04-22,37472,17660,227,613.8,0.1034
694,31,2024-11-05,161284,671,516,9042.85,0.0383
695,23,2024-02-12,8172,9501,942,11553.07,0.0237
696,8,2023-02-08,24127,4959,808,41192.13,0.1489
697,13,2023-05-27,341538,11397,277,2572.06,0.0567
698,6,2023-04-23,449589,6509,783,28001.91,0.1447
699,17,2024-09-22,85056,15308,565,3672.67,0.1197
700,39,2024-03-09,478075,10281,655,41555.48,0.1057
701,15,2024-01-28,480275,2802,329,32845.85,0.0439
702,37,2024-02-18,26224,12639,443,3096.56,0.1059
703,28,2024-04-19,140617,15899,92,7351.13,0.0322
704,47,2024-04-09,337490,18425,225,13123.84,0.0497
705,38,2024-07-22,179745,3522,702,16427.43,0.0739
706,34,2022-03-27,14029,10289,862,25472.8,0.023
707,42,2024-08-23,334542,7815,414,2636.61,0.1434
708,15,2022-05-01,37927,14396,856,44834.69,0.0784
709,10,2022-07-05,393771,1350,629,16830.36,0.0275
710,36,2023-05-14,466161,7657,183,26675.54,0.094
711,45,2024-02-08,433089,18387,235,44669.75,0.0484
712,5,2024-05-24,444119,2539,712,2781.06,0.124
713,23,2022-07-07,165427,3085,221,25759.39,0.14
714,11,2022-12-04,218716,5044,629,38540.97,0.0575
715,22,2024-11-12,288307,7528,836,13723.34,0.1314
716,40,2024-03-02,444598,1564,339,7514.69,0.006
717,20,2025-01-24,286692,4649,909,15840.42,0.0576
718,44,2024-08-13,358324,19715,78,36858.41,0.1205
719,33,2024-02-06,48756,11628,515,20059.62,0.0435
720,3,2023-09-04,437975,16874,888,45810.4,0.1327
721,34,2024-12-23,420392,4519,609,30546.23,0.0956
722,35,2022-01-13,472147,16290,911,19613.03,0.0157
723,24,2023-06-05,188449,17013,754,403.59,0.0989
724,41,2024-05-25,56236,17064,451,2630.76,0.1474
725,14,2024-04-26,165493,2253,150,9233.64,0.0104
726,13,2024-01-10,234622,12916,617,5255.84,0.0613
727,42,2024-07-01,96652,10888,607,27390.81,0.0541
728,35,2023-07-08,93709,3321,735,8587.47,0.0773
729,39,2024-12-20,167204,6827,784,16064.73,0.0385
730,7,2023-06-19,129361,1220,96,31923.75,0.1204
731,17,2023-01-01,208561,15123,935,11624.79,0.0297
732,10,2023-10-30,471975,3505,362,11910.38,0.0075
733,46,2023-06-23,340234,7350,23,27107.73,0.0444
734,15,2022-07-03,18551,1208,174,16204.14,0.0077
735,29,2024-02-01,155034,15757,446,29861.43,0.0704
736,15,2023-12-08,296939,10549,69,32115.35,0.0766
737,18,2024-04-25,433465,19026,711,5158.64,0.0233
738,20,2024-08-26,432588,2811,147,22605.97,0.0918
739,39,2022-11-07,257448,5615,807,15201.53,0.0911
740,35,2024-09-23,283211,6600,832,11964.05,0.0325
741,28,2024-01-16,182157,14769,789,19852.49,0.037
742,22,2022-09-26,371407,4560,4,34895.68,0.0239
743,9,2024-06-27,326274,14238,101,32938.75,0.0691
744,43,2022-02-26,18783,2872,832,8607.82,0.0078
745,23,2023-12-03,363257,2234,463,9089.26,0.089
746,35,2025-01-26,374005,19554,563,12356.79,0.106
747,8,2022-07-08,296388,16743,585,21633.4,0.0376
748,20,2022-03-11,194117,4542,693,16205.35,0.0601
749,17,2022-02-12,389862,12668,24,31616.12,0.0601
750,14,2022-10-08,461242,19905,11,2466.41,0.0829
751,22,2022-01-21,422143,18866,70,16705.05,0.1029
752,32,2023-10-30,2643,14124,719,12374.78,0.1003
753,11,2022-11-09,317298,17597,923,8822.09,0.1154
754,22,2022-01-25,182225,8015,521,19555.83,0.1296
755,6,2022-09-22,103646,10368,572,13287.17,0.1041
756,10,2022-05-05,300728,8688,95,26181.1,0.045
757,28,2022-11-17,406867,1458,274,42855.08,0.0289
758,22,2024-10-20,334078,19184,479,9336.54,0.0296
759,6,2023-05-12,474117,5334,845,35537.56,0.017
760,33,2022-03-10,268390,5242,680,29557.43,0.1295
761,35,2022-03-15,241026,9020,219,26440.31,0.0522
762,42,2024-07-27,438350,5649,622,2255.9,0.1384
763,6,2024-05-30,176239,4019,969,41185.81,0.1322
764,28,2024-07-21,125221,6226,449,18795.66,0.0082
765,9,2024-06-18,246275,18264,895,35751.09,0.0732
766,27,2023-11-07,337491,19874,500,11752.08,0.0443
767,2,2024-01-24,348776,15625,769,45810.19,0.0063
768,2,2022-10-06,364097,2973,97,29916.91,0.0503
769,47,2024-01-28,268939,7176,405,35622.2,0.1299
770,22,2022-05-14,241408,1589,653,7410.81,0.1379
771,23,2024-01-29,341261,4843,384,44200.97,0.1371
772,28,2023-04-29,150667,9962,194,8919.97,0.0206
773,11,2023-01-29,234519,5601,847,3714.64,0.0303
774,12,2024-10-09,111122,6121,128,39122.72,0.0459
775,36,2023-08-14,5907,823,12,13669.98,0.0333
776,19,2023-07-16,207160,6071,840,8460.99,0.1444
777,39,2022-10-01,263280,2346,505,7676.33,0.0273
778,50,2023-05-12,104492,8607,478,22408.53,0.1028
779,17,2024-12-26,416625,8641,293,11982.33,0.1237
780,25,2022-10-26,335496,18117,837,7521.61,0.1021
781,37,2023-09-22,419297,18275,295,27943.98,0.1123
782,32,2023-12-17,303701,12695,373,18419.97,0.0831
783,28,2023-05-28,56763,7803,958,1232.78,0.0765
784,49,2024-06-17,49900,1749,432,7339.93,0.051
785,39,2022-08-13,207708,18482,218,38236.89,0.0762
786,43,2023-06-25,391311,9072,855,38128.73,0.0586
787,19,2023-10-22,443429,13093,903,35027.58,0.1011
788,22,2024-04-03,366964,13597,11,9202.03,0.0052
789,28,2022-10-17,147645,10253,81,49775.03,0.0364
790,4,2024-04-15,59649,4623,471,36625.89,0.0446
791,34,2023-11-14,433370,15763,824,29955.45,0.0988
792,40,2023-09-04,40188,18253,295,34417.08,0.0257
793,21,2023-07-22,305767,10485,228,21998.73,0.007
794,31,2023-12-21,143464,9705,84,16528.12,0.0698
795,18,2022-09-08,179786,396,177,7031.34,0.1099
796,22,2022-05-18,389120,17856,756,18644.31,0.1463
797,39,2024-06-17,492678,12330,527,4267.07,0.0576
798,21,2023-12-22,3879,17114,622,5648.75,0.0897
799,34,2024-06-22,222262,19840,577,5874.27,0.0563
800,18,2022-03-03,32398,9911,747,25222.39,0.1465
801,50,2022-03-31,276304,443,885,35685.68,0.0572
802,32,2024-11-19,76537,5282,261,28657.95,0.1103
803,39,2023-05-02,163633,4313,796,42134.69,0.0411
804,39,2024-07-09,265247,9697,468,16048.99,0.0255
805,5,2024-01-30,177942,2546,323,20305.9,0.1254
806,20,2023-04-25,388774,16048,143,29611.58,0.048
807,47,2022-10-05,19097,8938,211,1706.76,0.0613
808,19,2022-10-13,437472,13584,878,11519.37,0.1294
809,24,2024-09-09,363235,6008,997,28581.13,0.0765
810,25,2024-11-29,477188,11888,520,40388.12,0.0519
811,27,2022-03-03,195507,578,674,48155.97,0.1187
812,31,2024-01-15,313403,18869,482,18020.95,0.0303
813,40,2022-12-01,429286,18652,691,49298.2,0.0804
814,50,2022-08-08,326925,8333,41,17199.7,0.0756
815,17,2024-04-27,381640,11739,941,8626.84,0.1389
816,45,2024-12-30,307834,6405,369,26118.26,0.0554
817,13,2022-04-14,233712,12639,833,27237.41,0.1021
818,1,2023-10-14,132624,4458,408,1181.73,0.1129
819,18,2022-09-15,371209,3962,95,24181.37,0.035
820,33,2023-07-31,323148,12633,157,36628.9,0.0401
821,46,2024-04-22,294410,10118,554,18172.99,0.067
822,5,2023-05-06,496013,9919,142,39898.06,0.0349
823,47,2023-10-12,391969,779,283,15323.54,0.1048
824,2,2024-01-31,263062,3641,982,2626.38,0.1244
825,28,2022-09-22,17924,16711,904,32231.65,0.0238
826,8,2022-07-30,468468,1689,262,4410.27,0.1433
827,33,2024-11-02,477240,13477,704,2200.95,0.09
828,26,2022-01-01,72505,5303,320,2218.98,0.0259
829,44,2022-03-05,66122,3454,630,27094.38,0.0495
830,11,2024-03-19,45587,16061,143,25816.42,0.1045
831,32,2022-03-24,68063,12355,965,5965.25,0.0567
832,9,2024-06-20,305367,16120,909,20289.57,0.0017
833,3,2023-01-09,237475,3605,545,43281.34,0.1357
834,50,2022-01-29,416570,3832,11,2482.32,0.1007
835,18,2023-12-18,77805,11222,942,13045.21,0.1296
836,48,2023-03-09,192072,3685,789,33196.19,0.0836
837,42,2023-03-11,146372,10372,504,19216.16,0.1254
838,37,2023-09-05,233054,16579,677,29547.43,0.0686
839,10,2024-03-02,367693,19017,647,3531.29,0.0614
840,50,2022-06-12,216244,8469,398,19098.07,0.1009
841,14,2023-01-13,229308,14111,228,33334.68,0.1107
842,33,2025-01-16,72119,19559,988,22005.69,0.1234
843,50,2024-07-30,201353,17805,714,41313.86,0.0446
844,34,2023-09-13,266453,10452,88,19696.24,0.1333
845,28,2023-04-02,181021,14418,802,16182.69,0.1041
846,49,2023-08-24,174052,5678,306,1520.48,0.0526
847,18,2022-08-19,217556,17557,201,38629.29,0.0189
848,17,2022-12-31,60913,10103,478,8908.9,0.0364
849,34,2022-03-08,454906,6243,161,22522.35,0.1391
850,22,2023-09-05,147112,289,173,24228.89,0.0451
851,6,2022-12-21,132079,7343,159,49699.26,0.1438
852,48,2023-11-11,278154,19428,646,7962.85,0.1081
853,31,2022-02-01,339376,8557,664,7489.8,0.1401
854,44,2024-06-12,51638,8027,388,32468.62,0.063
855,13,2023-09-21,328782,17101,370,6616.91,0.0812
856,44,2022-10-27,320162,10316,889,25676.54,0.0319
857,44,2022-07-15,488443,4912,26,5500.53,0.1115
858,11,2024-09-15,386977,19829,407,25633.02,0.0559
859,37,2024-04-08,169935,5156,79,37004.13,0.072
860,32,2022-02-04,6899,5494,512,5624.36,0.0092
861,37,2023-03-11,317985,706,823,12298.22,0.0573
862,46,2022-09-09,198431,16374,682,40257.5,0.0256
863,6,2023-09-10,297472,6104,823,46898.51,0.1139
864,4,2024-08-15,270057,6174,282,53.33,0.0039
865,30,2022-09-30,184819,444,133,6101.94,0.0078
866,35,2023-11-25,307077,7127,57,31688.85,0.1035
867,33,2023-07-12,104270,16652,650,7386.15,0.0934
868,16,2024-02-05,470771,6274,802,29563.37,0.124
869,6,2022-08-29,269946,15856,146,23387.44,0.0269
870,39,2023-02-01,121852,2718,476,17215.37,0.1224
871,13,2024-06-03,104866,3799,116,18156.98,0.1375
872,42,2023-12-17,329764,11829,921,15200.71,0.0896
873,5,2024-07-27,289409,1984,971,27323.02,0.052
874,22,2024-10-08,207009,7740,268,6193.94,0.1062
875,12,2024-02-04,117783,3654,922,21355.69,0.0053
876,12,2023-03-06,237360,7625,587,10870.18,0.1369
877,47,2023-07-02,193913,15165,990,44863.33,0.0155
878,9,2024-05-27,11806,8169,486,24010.19,0.0853
879,2,2023-11-18,136822,5123,326,39135.39,0.1416
880,31,2022-02-18,68814,16176,474,45249.58,0.1475
881,7,2024-07-26,350639,16867,575,32753.37,0.1232
882,47,2022-11-12,284085,14884,520,47597.92,0.1153
883,22,2022-01-19,25915,6712,80,37130.33,0.14
884,24,2023-08-04,270017,7566,445,21062.5,0.0484
885,40,2024-02-10,258097,3704,563,48793.82,0.1442
886,50,2023-03-18,309476,10763,202,268.85,0.0115
887,22,2023-12-15,98551,5126,218,45160.31,0.1187
888,41,2023-04-25,492748,3470,346,29876.46,0.1451
889,44,2022-06-12,19392,11711,713,4665.28,0.1096
890,22,2022-03-28,344374,15872,986,39147.67,0.0729
891,9,2022-12-02,267397,3328,50,36652.0,0.0873
892,36,2024-10-30,233850,280,909,25851.18,0.0842
893,4,2022-03-27,481725,1624,225,26370.06,0.1255
894,40,2022-07-25,54157,7260,131,44643.69,0.0355
895,2,2024-03-20,16251,6274,232,24660.21,0.0849
896,26,2022-05-27,89395,13181,595,41168.4,0.0681
897,47,2024-10-25,32622,15418,618,12456.21,0.0437
898,19,2024-05-29,318506,12385,621,109.99,0.0873
899,4,2022-11-17,114315,2608,591,38146.79,0.067
900,47,2024-10-30,484957,2042,277,13403.35,0.0611
901,1,2024-10-08,302524,2667,901,30227.29,0.0386
902,11,2023-03-18,174195,5228,61,8852.16,0.1308
903,43,2022-04-22,415188,10127,873,49900.32,0.1133
904,32,2024-12-20,449623,1125,336,16150.8,0.008
905,20,2023-07-24,115938,129,100,5219.76,0.011
906,28,2024-09-23,15570,11321,905,5257.13,0.1032
907,4,2024-08-29,165362,8048,967,16077.66,0.0538
908,44,2023-08-25,358718,5505,762,12305.42,0.0562
909,14,2024-09-07,183362,12217,545,13242.21,0.0153
910,41,2025-01-30,95000,12589,811,41269.42,0.0283
911,37,2022-06-17,141986,16921,342,42805.84,0.0604
912,33,2023-08-27,436930,13290,330,32723.34,0.0804
913,17,2024-06-20,117892,18080,959,28397.74,0.0977
914,6,2024-05-22,63343,5860,977,23481.52,0.0915
915,20,2023-01-05,199226,4254,935,25764.89,0.0129
916,21,2022-02-10,236511,3952,430,26578.49,0.1237
917,14,2022-10-24,406918,3876,916,24327.29,0.0136
918,25,2024-08-09,166983,6870,992,1634.73,0.142
919,50,2024-09-23,30717,10828,363,22411.63,0.0064
920,7,2023-07-18,129436,744,149,38316.12,0.1253
921,26,2024-07-15,343866,18710,127,33550.62,0.0199
922,50,2023-07-17,5207,9201,988,45738.96,0.1084
923,15,2022-09-21,133853,5550,26,2061.83,0.0503
924,6,2022-03-21,488156,16656,820,45365.04,0.0198
925,39,2024-08-16,318483,13324,485,19591.94,0.0218
926,16,2023-04-14,373992,6872,993,6136.17,0.0245
927,27,2023-01-07,45559,5687,647,23269.52,0.0133
928,47,2023-09-29,8114,10904,377,5052.24,0.1382
929,50,2022-09-21,392416,19834,479,23358.26,0.1188
930,40,2022-05-21,213195,4063,689,38113.18,0.1146
931,38,2023-03-28,488488,9149,589,41411.81,0.014
932,20,2024-03-21,133214,17952,462,31282.41,0.1262
933,12,2022-04-26,248751,19217,876,16551.5,0.1065
934,10,2022-05-02,262402,11098,483,934.19,0.118
935,50,2024-02-27,145192,17454,693,10099.81,0.1329
936,43,2024-08-04,43143,10431,215,37891.98,0.0297
937,27,2023-01-25,357231,3686,498,48652.42,0.0424
938,33,2022-08-03,377207,13386,469,12626.42,0.0164
939,10,2022-09-06,386891,17747,184,22982.89,0.053
940,27,2024-07-19,117782,9734,680,24892.87,0.1303
941,42,2022-08-03,252171,18424,301,49889.91,0.1271
942,28,2023-05-28,242845,11099,755,18812.5,0.126
943,39,2022-08-10,174253,15354,746,34458.38,0.0422
944,7,2024-02-04,239148,14065,122,33122.75,0.1136
945,36,2023-01-11,122079,9020,140,34961.6,0.0262
946,40,2024-06-15,277158,16484,432,49648.57,0.1491
947,16,2023-10-30,447284,7548,875,13867.02,0.0278
948,8,2023-04-02,473583,5118,727,27854.16,0.1385
949,32,2024-10-16,115566,5387,335,28401.82,0.0846
950,38,2024-03-05,28106,18910,805,35400.42,0.0372
951,50,2023-07-31,260129,11701,559,18661.66,0.0765
952,39,2023-05-17,159459,8537,244,7609.74,0.0778
953,50,2022-07-23,313393,8403,690,699.72,0.0431
954,5,2024-06-18,238938,19404,23,34962.98,0.0739
955,23,2023-08-03,429941,16475,599,13094.16,0.1282
956,21,2022-04-21,196563,8195,700,46482.51,0.0584
957,16,2024-06-02,352632,462,452,40802.96,0.0838
958,28,2023-04-12,234464,9301,967,35127.63,0.0579
959,46,2023-10-29,299850,14329,256,20679.33,0.1201
960,5,2023-11-04,455091,15866,900,7323.91,0.0811
961,22,2024-02-20,377155,12900,333,48039.86,0.0639
962,14,2024-11-10,477317,18509,599,23454.79,0.0903
963,1,2024-06-22,486023,161,893,34.61,0.0602
964,27,2022-05-02,378024,11863,697,8191.46,0.1053
965,27,2022-07-28,436934,4487,828,15009.55,0.0176
966,2,2023-11-08,85376,134,404,13389.8,0.0049
