invoice_id,order_id,invoice_date,due_date,amount,status,payment_method
422,422,2022-12-22,2023-01-21,274.28,Paid,Credit Card
423,423,2022-11-12,2022-12-12,169.61,Paid,Bank Transfer
424,424,2022-10-22,2022-11-21,1736.14,Unpaid,Credit Card
425,425,2024-05-01,2024-05-31,1848.08,Overdue,Bank Transfer
426,426,2024-11-09,2024-12-09,1583.64,Overdue,Cash
427,427,2024-05-19,2024-06-18,1615.94,Paid,Bank Transfer
428,428,2023-07-06,2023-08-05,1623.82,Paid,Bank Transfer
429,429,2024-01-25,2024-02-24,1953.96,Paid,Bank Transfer
430,430,2024-12-14,2025-01-13,1928.25,Paid,Bank Transfer
431,431,2024-08-25,2024-09-24,1831.13,Paid,Credit Card
432,432,2022-04-19,2022-05-19,762.07,Paid,Bank Transfer
433,433,2024-08-18,2024-09-17,587.09,Paid,Credit Card
434,434,2022-03-14,2022-04-13,1051.13,Overdue,Cash
435,435,2024-08-27,2024-09-26,1703.0,Paid,Credit Card
436,436,2022-02-25,2022-03-27,443.38,Unpaid,Credit Card
437,437,2023-07-24,2023-08-23,1032.19,Paid,Cash
438,438,2022-08-17,2022-09-16,689.49,Paid,Credit Card
439,439,2022-12-26,2023-01-25,1114.18,Overdue,Credit Card
440,440,2023-12-04,2024-01-03,1386.23,Paid,Bank Transfer
441,441,2024-04-25,2024-05-25,1678.25,Unpaid,Cash
442,442,2023-12-08,2024-01-07,615.8,Paid,Cash
443,443,2024-08-08,2024-09-07,1561.62,Paid,Bank Transfer
444,444,2024-03-09,2024-04-08,1879.42,Paid,Bank Transfer
445,445,2024-07-08,2024-08-07,1348.11,Paid,Credit Card
446,446,2024-12-24,2025-01-23,1893.31,Paid,Cash
447,447,2023-07-01,2023-07-31,1054.01,Paid,Credit Card
448,448,2023-05-11,2023-06-10,660.81,Paid,Credit Card
449,449,2022-01-22,2022-02-21,240.36,Unpaid,Credit Card
450,450,2024-07-02,2024-08-01,1092.57,Unpaid,Credit Card
451,451,2022-07-08,2022-08-07,407.28,Overdue,Bank Transfer
452,452,2022-09-07,2022-10-07,1759.33,Unpaid,Bank Transfer
453,453,2023-01-14,2023-02-13,948.05,Unpaid,Credit Card
454,454,2022-06-05,2022-07-05,1469.98,Paid,Bank Transfer
455,455,2022-06-01,2022-07-01,1329.57,Unpaid,Bank Transfer
456,456,2023-06-27,2023-07-27,234.65,Overdue,Credit Card
457,457,2023-01-01,2023-01-31,1555.45,Unpaid,Credit Card
458,458,2022-08-06,2022-09-05,1486.12,Paid,Credit Card
459,459,2023-05-29,2023-06-28,976.7,Unpaid,Cash
460,460,2024-03-10,2024-04-09,1679.91,Unpaid,Credit Card
461,461,2024-11-21,2024-12-21,1917.75,Unpaid,Credit Card
462,462,2022-01-07,2022-02-06,102.76,Overdue,Cash
463,463,2024-01-06,2024-02-05,1694.2,Unpaid,Cash
464,464,2023-11-28,2023-12-28,117.66,Paid,Credit Card
465,465,2022-03-22,2022-04-21,1011.99,Overdue,Credit Card
466,466,2024-01-06,2024-02-05,108.54,Paid,Bank Transfer
467,467,2023-01-31,2023-03-02,1693.0,Paid,Bank Transfer
468,468,2023-09-23,2023-10-23,528.27,Unpaid,Bank Transfer
469,469,2022-04-25,2022-05-25,611.05,Overdue,Cash
470,470,2024-12-07,2025-01-06,184.96,Paid,Bank Transfer
471,471,2023-04-23,2023-05-23,1441.49,Paid,Cash
472,472,2022-04-04,2022-05-04,1369.83,Unpaid,Bank Transfer
473,473,2023-09-22,2023-10-22,1596.25,Overdue,Credit Card
474,474,2022-08-06,2022-09-05,1931.21,Unpaid,Cash
475,475,2023-02-20,2023-03-22,50.62,Paid,Credit Card
476,476,2022-10-09,2022-11-08,685.86,Paid,Cash
477,477,2022-09-05,2022-10-05,1923.43,Unpaid,Cash
478,478,2024-06-17,2024-07-17,125.1,Overdue,Credit Card
479,479,2022-11-20,2022-12-20,1480.04,Paid,Cash
480,480,2023-08-05,2023-09-04,1156.26,Paid,Bank Transfer
481,481,2023-02-27,2023-03-29,1987.07,Paid,Cash
482,482,2022-03-19,2022-04-18,794.69,Paid,Bank Transfer
483,483,2023-09-09,2023-10-09,569.0,Paid,Bank Transfer
484,484,2022-07-15,2022-08-14,1846.1,Paid,Cash
485,485,2024-08-08,2024-09-07,512.96,Unpaid,Cash
486,486,2024-08-29,2024-09-28,294.32,Paid,Credit Card
487,487,2024-01-16,2024-02-15,815.03,Paid,Credit Card
488,488,2024-07-17,2024-08-16,364.98,Unpaid,Cash
489,489,2022-03-01,2022-03-31,1475.24,Paid,Cash
490,490,2023-10-30,2023-11-29,1421.52,Unpaid,Bank Transfer
491,491,2022-08-14,2022-09-13,1589.48,Overdue,Credit Card
492,492,2024-02-09,2024-03-10,300.3,Overdue,Credit Card
493,493,2022-10-24,2022-11-23,413.99,Paid,Cash
494,494,2023-02-02,2023-03-04,476.97,Overdue,Bank Transfer
495,495,2022-05-03,2022-06-02,400.41,Overdue,Cash
496,496,2023-12-05,2024-01-04,183.71,Unpaid,Bank Transfer
497,497,2023-04-16,2023-05-16,908.3,Paid,Credit Card
498,498,2024-08-05,2024-09-04,970.44,Paid,Bank Transfer
499,499,2024-06-08,2024-07-08,767.22,Paid,Cash
500,500,2024-05-05,2024-06-04,1417.92,Paid,Credit Card
501,501,2024-12-23,2025-01-22,1754.64,Paid,Bank Transfer
502,502,2023-05-08,2023-06-07,113.23,Paid,Credit Card
503,503,2022-09-29,2022-10-29,1823.55,Paid,Credit Card
504,504,2023-09-17,2023-10-17,191.83,Paid,Bank Transfer
505,505,2024-08-07,2024-09-06,1036.19,Overdue,Cash
506,506,2022-01-03,2022-02-02,974.74,Overdue,Credit Card
507,507,2023-07-07,2023-08-06,1864.83,Paid,Cash
508,508,2023-11-19,2023-12-19,918.52,Unpaid,Bank Transfer
509,509,2024-01-19,2024-02-18,181.26,Unpaid,Cash
510,510,2022-05-18,2022-06-17,73.11,Paid,Bank Transfer
511,511,2022-08-21,2022-09-20,833.39,Unpaid,Credit Card
512,512,2023-04-07,2023-05-07,1788.64,Paid,Credit Card
513,513,2022-05-10,2022-06-09,276.55,Unpaid,Credit Card
514,514,2024-08-20,2024-09-19,673.32,Unpaid,Bank Transfer
515,515,2024-01-24,2024-02-23,1090.92,Paid,Cash
516,516,2023-08-14,2023-09-13,1269.77,Overdue,Bank Transfer
517,517,2023-02-23,2023-03-25,433.49,Unpaid,Bank Transfer
518,518,2024-08-28,2024-09-27,1126.06,Paid,Cash
519,519,2022-05-09,2022-06-08,918.02,Unpaid,Bank Transfer
520,520,2023-12-04,2024-01-03,940.28,Unpaid,Credit Card
521,521,2024-06-30,2024-07-30,38.59,Paid,Credit Card
522,522,2023-06-17,2023-07-17,634.12,Overdue,Cash
523,523,2023-08-06,2023-09-05,920.99,Paid,Credit Card
524,524,2022-12-26,2023-01-25,1285.32,Unpaid,Credit Card
525,525,2024-06-21,2024-07-21,108.32,Paid,Credit Card
526,526,2023-12-06,2024-01-05,543.11,Unpaid,Cash
527,527,2022-09-06,2022-10-06,1660.86,Unpaid,Bank Transfer
528,528,2022-11-16,2022-12-16,1826.57,Unpaid,Bank Transfer
529,529,2023-08-29,2023-09-28,1989.2,Paid,Credit Card
530,530,2024-06-24,2024-07-24,1563.37,Paid,Cash
531,531,2022-08-28,2022-09-27,576.19,Overdue,Credit Card
532,532,2022-07-09,2022-08-08,1181.56,Unpaid,Cash
533,533,2023-07-24,2023-08-23,1607.95,Paid,Cash
534,534,2022-06-28,2022-07-28,203.6,Paid,Bank Transfer
535,535,2022-04-25,2022-05-25,58.68,Paid,Bank Transfer
536,536,2024-02-03,2024-03-04,341.15,Paid,Bank Transfer
537,537,2022-06-29,2022-07-29,1196.82,Overdue,Bank Transfer
538,538,2023-08-15,2023-09-14,1638.9,Paid,Bank Transfer
539,539,2022-06-26,2022-07-26,838.84,Paid,Credit Card
540,540,2024-02-09,2024-03-10,232.86,Unpaid,Cash
541,541,2024-08-04,2024-09-03,955.86,Paid,Bank Transfer
542,542,2024-10-01,2024-10-31,736.87,Paid,Bank Transfer
543,543,2024-08-07,2024-09-06,696.01,Paid,Cash
544,544,2024-08-25,2024-09-24,1139.24,Unpaid,Credit Card
545,545,2023-05-17,2023-06-16,349.51,Overdue,Credit Card
546,546,2024-01-11,2024-02-10,606.17,Paid,Bank Transfer
547,547,2024-09-01,2024-10-01,1887.68,Paid,Credit Card
548,548,2022-11-30,2022-12-30,1168.34,Overdue,Cash
549,549,2022-04-19,2022-05-19,530.49,Unpaid,Cash
550,550,2023-08-21,2023-09-20,1719.38,Unpaid,Credit Card
551,551,2022-12-09,2023-01-08,1688.84,Unpaid,Cash
552,552,2024-01-13,2024-02-12,1188.46,Overdue,Credit Card
553,553,2024-11-27,2024-12-27,1845.89,Unpaid,Credit Card
554,554,2022-11-30,2022-12-30,452.6,Paid,Bank Transfer
555,555,2024-12-12,2025-01-11,1567.94,Unpaid,Credit Card
556,556,2022-06-06,2022-07-06,1257.1,Unpaid,Bank Transfer
557,557,2022-10-12,2022-11-11,1782.93,Unpaid,Cash
558,558,2023-09-16,2023-10-16,761.68,Paid,Cash
559,559,2022-10-19,2022-11-18,426.14,Overdue,Bank Transfer
560,560,2022-08-17,2022-09-16,305.74,Paid,Bank Transfer
561,561,2022-08-09,2022-09-08,947.5,Paid,Cash
562,562,2023-06-03,2023-07-03,1619.64,Unpaid,Credit Card
563,563,2023-02-25,2023-03-27,1346.76,Paid,Credit Card
564,564,2023-07-23,2023-08-22,1893.78,Paid,Bank Transfer
565,565,2023-05-11,2023-06-10,263.94,Overdue,Cash
566,566,2024-12-19,2025-01-18,850.5,Paid,Cash
567,567,2022-01-09,2022-02-08,1590.09,Unpaid,Cash
568,568,2023-01-15,2023-02-14,1934.33,Paid,Bank Transfer
569,569,2023-03-15,2023-04-14,419.4,Paid,Credit Card
570,570,2022-08-14,2022-09-13,1375.13,Paid,Credit Card
571,571,2022-03-25,2022-04-24,1579.83,Paid,Cash
572,572,2023-10-01,2023-10-31,1186.99,Paid,Bank Transfer
573,573,2022-05-23,2022-06-22,574.25,Paid,Bank Transfer
574,574,2024-03-22,2024-04-21,1632.5,Paid,Bank Transfer
575,575,2024-03-31,2024-04-30,1140.68,Paid,Cash
576,576,2023-02-12,2023-03-14,468.6,Paid,Bank Transfer
577,577,2024-05-19,2024-06-18,1231.7,Paid,Credit Card
578,578,2024-03-30,2024-04-29,695.23,Overdue,Bank Transfer
579,579,2023-07-26,2023-08-25,659.78,Paid,Cash
580,580,2022-10-03,2022-11-02,624.93,Paid,Cash
581,581,2022-02-24,2022-03-26,700.4,Unpaid,Cash
582,582,2022-07-17,2022-08-16,1672.6,Paid,Bank Transfer
583,583,2023-02-18,2023-03-20,1725.74,Paid,Bank Transfer
584,584,2022-02-06,2022-03-08,1071.5,Overdue,Bank Transfer
585,585,2024-06-25,2024-07-25,588.79,Unpaid,Bank Transfer
586,586,2022-12-03,2023-01-02,505.91,Paid,Cash
587,587,2022-08-13,2022-09-12,1270.87,Overdue,Credit Card
588,588,2024-09-01,2024-10-01,526.73,Paid,Bank Transfer
589,589,2024-02-13,2024-03-14,1926.91,Paid,Cash
590,590,2022-02-27,2022-03-29,1608.28,Paid,Credit Card
591,591,2022-02-25,2022-03-27,1949.36,Unpaid,Bank Transfer
592,592,2022-04-26,2022-05-26,1941.83,Paid,Bank Transfer
593,593,2022-05-15,2022-06-14,1605.41,Unpaid,Cash
594,594,2024-08-01,2024-08-31,1722.09,Unpaid,Cash
595,595,2024-08-19,2024-09-18,1069.47,Unpaid,Cash
596,596,2022-07-20,2022-08-19,805.84,Paid,Credit Card
597,597,2023-11-27,2023-12-27,472.8,Overdue,Credit Card
598,598,2022-06-04,2022-07-04,354.19,Paid,Credit Card
599,599,2023-04-08,2023-05-08,1835.77,Paid,Credit Card
600,600,2023-11-21,2023-12-21,1250.44,Paid,Cash
601,601,2023-12-13,2024-01-12,814.54,Unpaid,Credit Card
602,602,2023-10-04,2023-11-03,1903.81,Overdue,Cash
603,603,2023-01-05,2023-02-04,280.8,Unpaid,Cash
604,604,2023-03-13,2023-04-12,1058.48,Unpaid,Credit Card
605,605,2024-06-07,2024-07-07,1840.98,Overdue,Bank Transfer
606,606,2022-10-30,2022-11-29,421.91,Paid,Bank Transfer
607,607,2024-04-20,2024-05-20,1606.85,Paid,Cash
608,608,2023-08-11,2023-09-10,737.34,Unpaid,Credit Card
609,609,2022-11-04,2022-12-04,1161.03,Paid,Bank Transfer
610,610,2024-06-12,2024-07-12,1833.11,Overdue,Bank Transfer
611,611,2023-06-14,2023-07-14,633.22,Paid,Bank Transfer
612,612,2024-09-22,2024-10-22,36.52,Paid,Credit Card
613,613,2022-05-11,2022-06-10,1092.97,Overdue,Credit Card
614,614,2022-10-15,2022-11-14,952.59,Paid,Bank Transfer
615,615,2024-12-11,2025-01-10,175.59,Paid,Credit Card
616,616,2023-10-04,2023-11-03,1063.6,Paid,Bank Transfer
617,617,2023-03-23,2023-04-22,1375.85,Paid,Credit Card
618,618,2023-06-05,2023-07-05,311.34,Paid,Cash
619,619,2024-05-17,2024-06-16,1412.55,Paid,Credit Card
620,620,2024-01-24,2024-02-23,1451.85,Unpaid,Bank Transfer
621,621,2022-04-22,2022-05-22,609.16,Paid,Credit Card
622,622,2022-09-07,2022-10-07,808.73,Overdue,Bank Transfer
623,623,2023-06-08,2023-07-08,1246.64,Paid,Credit Card
624,624,2022-11-25,2022-12-25,1739.52,Paid,Bank Transfer
625,625,2023-07-16,2023-08-15,841.8,Unpaid,Bank Transfer
626,626,2022-07-25,2022-08-24,1307.46,Paid,Credit Card
627,627,2023-11-01,2023-12-01,723.91,Unpaid,Cash
628,628,2022-10-06,2022-11-05,1367.48,Unpaid,Bank Transfer
629,629,2022-08-15,2022-09-14,566.03,Paid,Credit Card
630,630,2024-04-20,2024-05-20,1738.09,Unpaid,Credit Card
631,631,2023-11-02,2023-12-02,972.94,Paid,Bank Transfer
632,632,2024-02-12,2024-03-13,1475.19,Paid,Credit Card
633,633,2023-04-14,2023-05-14,46.53,Paid,Cash
634,634,2024-05-28,2024-06-27,1905.65,Paid,Credit Card
635,635,2022-08-29,2022-09-28,1383.81,Paid,Bank Transfer
636,636,2024-10-09,2024-11-08,1079.12,Paid,Bank Transfer
637,637,2024-10-09,2024-11-08,116.97,Paid,Bank Transfer
638,638,2023-08-03,2023-09-02,684.43,Overdue,Credit Card
639,639,2023-06-21,2023-07-21,473.66,Unpaid,Bank Transfer
640,640,2024-07-27,2024-08-26,169.45,Overdue,Bank Transfer
641,641,2024-03-25,2024-04-24,1010.33,Paid,Cash
642,642,2022-07-15,2022-08-14,1275.85,Paid,Credit Card
643,643,2023-12-27,2024-01-26,742.67,Paid,Cash
644,644,2024-10-30,2024-11-29,875.93,Overdue,Bank Transfer
645,645,2022-03-26,2022-04-25,1345.23,Paid,Cash
646,646,2024-08-16,2024-09-15,275.67,Paid,Cash
647,647,2022-08-28,2022-09-27,278.78,Paid,Cash
648,648,2024-05-30,2024-06-29,326.38,Paid,Credit Card
649,649,2024-06-11,2024-07-11,491.78,Paid,Cash
650,650,2024-06-20,2024-07-20,910.93,Paid,Bank Transfer
651,651,2023-06-17,2023-07-17,1159.19,Paid,Bank Transfer
652,652,2024-01-01,2024-01-31,1179.27,Overdue,Credit Card
653,653,2022-07-11,2022-08-10,1194.91,Paid,Bank Transfer
654,654,2023-03-11,2023-04-10,1080.34,Paid,Bank Transfer
655,655,2022-06-07,2022-07-07,1624.9,Paid,Bank Transfer
656,656,2022-09-07,2022-10-07,1687.79,Overdue,Cash
657,657,2022-11-11,2022-12-11,898.39,Paid,Cash
658,658,2023-07-06,2023-08-05,346.45,Paid,Bank Transfer
659,659,2024-07-16,2024-08-15,681.81,Unpaid,Bank Transfer
660,660,2022-04-10,2022-05-10,1398.06,Paid,Bank Transfer
661,661,2024-02-21,2024-03-22,1831.19,Paid,Cash
662,662,2023-03-03,2023-04-02,1625.19,Paid,Cash
663,663,2024-10-02,2024-11-01,835.85,Unpaid,Credit Card
664,664,2022-07-16,2022-08-15,704.74,Paid,Cash
665,665,2024-05-16,2024-06-15,1852.84,Paid,Cash
666,666,2024-05-22,2024-06-21,158.78,Paid,Cash
667,667,2022-11-14,2022-12-14,1158.71,Unpaid,Cash
668,668,2024-06-14,2024-07-14,910.07,Unpaid,Cash
669,669,2023-09-08,2023-10-08,1583.02,Unpaid,Credit Card
670,670,2022-04-03,2022-05-03,1766.1,Paid,Bank Transfer
671,671,2023-06-03,2023-07-03,398.71,Paid,Credit Card
672,672,2024-08-05,2024-09-04,1266.74,Paid,Bank Transfer
673,673,2023-09-02,2023-10-02,1252.82,Unpaid,Cash
674,674,2023-06-27,2023-07-27,1000.91,Overdue,Bank Transfer
675,675,2022-08-06,2022-09-05,736.57,Paid,Bank Transfer
676,676,2024-09-04,2024-10-04,1809.93,Paid,Credit Card
677,677,2023-09-13,2023-10-13,1790.77,Paid,Credit Card
678,678,2022-06-29,2022-07-29,1234.5,Overdue,Credit Card
679,679,2022-02-24,2022-03-26,1530.54,Paid,Bank Transfer
680,680,2023-01-26,2023-02-25,1857.63,Paid,Cash
681,681,2022-08-27,2022-09-26,607.72,Paid,Bank Transfer
682,682,2024-07-09,2024-08-08,1170.74,Unpaid,Credit Card
683,683,2022-01-17,2022-02-16,1260.44,Paid,Cash
684,684,2023-08-19,2023-09-18,588.42,Overdue,Credit Card
685,685,2024-09-26,2024-10-26,849.52,Paid,Bank Transfer
686,686,2022-05-11,2022-06-10,471.55,Unpaid,Credit Card
687,687,2023-12-12,2024-01-11,590.21,Paid,Bank Transfer
688,688,2024-08-19,2024-09-18,776.25,Paid,Credit Card
689,689,2023-11-26,2023-12-26,744.62,Overdue,Credit Card
690,690,2024-03-10,2024-04-09,1847.23,Paid,Bank Transfer
691,691,2022-11-28,2022-12-28,1568.14,Paid,Credit Card
692,692,2022-09-22,2022-10-22,1198.96,Paid,Cash
693,693,2024-10-08,2024-11-07,1915.78,Paid,Credit Card
694,694,2023-06-19,2023-07-19,1363.96,Paid,Bank Transfer
695,695,2022-05-11,2022-06-10,498.62,Paid,Bank Transfer
696,696,2024-09-23,2024-10-23,385.01,Paid,Bank Transfer
697,697,2023-07-02,2023-08-01,635.26,Paid,Bank Transfer
698,698,2024-06-15,2024-07-15,992.86,Paid,Bank Transfer
699,699,2022-07-28,2022-08-27,1151.72,Paid,Credit Card
700,700,2024-01-11,2024-02-10,1275.59,Overdue,Bank Transfer
701,701,2022-07-23,2022-08-22,269.23,Overdue,Credit Card
702,702,2023-02-18,2023-03-20,450.51,Paid,Cash
703,703,2024-08-28,2024-09-27,1064.43,Paid,Bank Transfer
704,704,2024-04-29,2024-05-29,1606.23,Paid,Credit Card
705,705,2023-04-13,2023-05-13,1158.91,Paid,Cash
706,706,2024-11-23,2024-12-23,1528.71,Overdue,Bank Transfer
707,707,2024-11-25,2024-12-25,1375.1,Unpaid,Bank Transfer
708,708,2024-03-16,2024-04-15,1598.56,Paid,Bank Transfer
709,709,2024-11-30,2024-12-30,513.41,Overdue,Credit Card
710,710,2023-10-05,2023-11-04,1583.49,Paid,Bank Transfer
711,711,2022-10-28,2022-11-27,1542.91,Paid,Cash
712,712,2024-06-24,2024-07-24,616.37,Paid,Bank Transfer
713,713,2023-11-17,2023-12-17,662.41,Paid,Cash
714,714,2023-08-05,2023-09-04,421.53,Overdue,Cash
715,715,2022-11-24,2022-12-24,51.48,Paid,Cash
716,716,2023-09-15,2023-10-15,1943.35,Paid,Bank Transfer
717,717,2024-11-05,2024-12-05,615.22,Unpaid,Bank Transfer
718,718,2022-01-11,2022-02-10,153.76,Paid,Bank Transfer
719,719,2024-12-28,2025-01-27,308.38,Overdue,Bank Transfer
720,720,2024-02-13,2024-03-14,513.85,Paid,Bank Transfer
721,721,2024-01-10,2024-02-09,534.42,Paid,Cash
722,722,2022-05-08,2022-06-07,1843.73,Paid,Cash
723,723,2024-12-13,2025-01-12,512.2,Unpaid,Cash
724,724,2024-10-18,2024-11-17,995.56,Paid,Cash
725,725,2022-11-30,2022-12-30,1416.55,Paid,Cash
726,726,2024-11-17,2024-12-17,877.08,Paid,Bank Transfer
727,727,2022-11-18,2022-12-18,1893.26,Paid,Cash
728,728,2024-01-27,2024-02-26,408.98,Paid,Cash
729,729,2024-02-06,2024-03-07,1157.65,Overdue,Credit Card
730,730,2024-05-13,2024-06-12,568.81,Paid,Cash
731,731,2023-12-16,2024-01-15,1560.19,Overdue,Credit Card
732,732,2023-11-23,2023-12-23,1586.55,Paid,Credit Card
733,733,2022-10-11,2022-11-10,1036.5,Overdue,Cash
734,734,2023-10-29,2023-11-28,460.42,Unpaid,Credit Card
735,735,2024-03-20,2024-04-19,511.28,Overdue,Credit Card
736,736,2022-07-01,2022-07-31,1786.03,Paid,Credit Card
737,737,2022-09-11,2022-10-11,1869.82,Paid,Bank Transfer
738,738,2022-04-19,2022-05-19,693.97,Paid,Credit Card
739,739,2022-09-04,2022-10-04,377.96,Paid,Bank Transfer
740,740,2024-06-28,2024-07-28,634.25,Paid,Credit Card
741,741,2022-02-17,2022-03-19,600.38,Unpaid,Bank Transfer
742,742,2023-06-11,2023-07-11,62.84,Overdue,Cash
743,743,2023-06-08,2023-07-08,761.13,Unpaid,Credit Card
744,744,2023-10-29,2023-11-28,128.83,Paid,Bank Transfer
745,745,2022-10-19,2022-11-18,108.75,Paid,Bank Transfer
746,746,2023-05-06,2023-06-05,115.43,Paid,Credit Card
747,747,2023-07-06,2023-08-05,666.77,Paid,Bank Transfer
748,748,2024-04-14,2024-05-14,1423.23,Paid,Bank Transfer
749,749,2023-05-20,2023-06-19,662.05,Unpaid,Credit Card
750,750,2022-06-21,2022-07-21,1611.86,Paid,Cash
751,751,2023-05-18,2023-06-17,1995.38,Paid,Bank Transfer
752,752,2023-08-16,2023-09-15,320.73,Paid,Bank Transfer
753,753,2023-05-29,2023-06-28,798.68,Paid,Credit Card
754,754,2023-07-31,2023-08-30,1195.59,Paid,Bank Transfer
755,755,2024-03-20,2024-04-19,1629.76,Paid,Credit Card
756,756,2023-03-08,2023-04-07,655.07,Overdue,Credit Card
757,757,2024-07-16,2024-08-15,1883.93,Overdue,Credit Card
758,758,2023-11-04,2023-12-04,1181.04,Paid,Cash
759,759,2022-01-09,2022-02-08,1947.96,Paid,Credit Card
760,760,2022-06-16,2022-07-16,711.61,Paid,Cash
761,761,2023-12-24,2024-01-23,1383.4,Overdue,Bank Transfer
762,762,2024-01-29,2024-02-28,1864.57,Paid,Cash
763,763,2024-01-03,2024-02-02,1431.64,Unpaid,Credit Card
764,764,2023-03-29,2023-04-28,679.7,Unpaid,Bank Transfer
765,765,2023-03-05,2023-04-04,728.73,Paid,Bank Transfer
766,766,2024-10-21,2024-11-20,875.84,Paid,Credit Card
767,767,2022-12-26,2023-01-25,1918.41,Paid,Bank Transfer
768,768,2023-04-12,2023-05-12,830.97,Paid,Bank Transfer
769,769,2024-12-27,2025-01-26,258.24,Unpaid,Credit Card
770,770,2022-04-17,2022-05-17,1693.84,Paid,Cash
771,771,2024-11-27,2024-12-27,1345.84,Overdue,Cash
772,772,2023-04-05,2023-05-05,742.07,Unpaid,Credit Card
773,773,2023-02-03,2023-03-05,645.57,Paid,Credit Card
774,774,2022-06-02,2022-07-02,927.24,Paid,Bank Transfer
775,775,2022-07-18,2022-08-17,102.24,Paid,Credit Card
776,776,2023-11-16,2023-12-16,642.5,Overdue,Cash
777,777,2023-11-15,2023-12-15,783.12,Paid,Cash
778,778,2022-07-15,2022-08-14,1311.22,Overdue,Bank Transfer
779,779,2024-02-12,2024-03-13,931.95,Paid,Bank Transfer
780,780,2024-06-24,2024-07-24,395.9,Paid,Cash
781,781,2022-04-25,2022-05-25,1929.42,Paid,Cash
782,782,2024-04-21,2024-05-21,103.23,Overdue,Credit Card
783,783,2024-08-08,2024-09-07,236.42,Paid,Bank Transfer
784,784,2023-11-04,2023-12-04,1535.28,Unpaid,Cash
785,785,2023-02-01,2023-03-03,210.17,Paid,Cash
786,786,2024-06-29,2024-07-29,448.77,Paid,Bank Transfer
787,787,2024-06-11,2024-07-11,1665.49,Overdue,Cash
788,788,2022-10-26,2022-11-25,1123.39,Overdue,Cash
789,789,2024-11-26,2024-12-26,430.11,Paid,Bank Transfer
790,790,2022-04-22,2022-05-22,1319.76,Unpaid,Credit Card
791,791,2023-12-01,2023-12-31,1118.63,Paid,Bank Transfer
792,792,2023-11-10,2023-12-10,1934.43,Unpaid,Cash
793,793,2022-08-03,2022-09-02,1080.6,Paid,Credit Card
794,794,2023-04-17,2023-05-17,1064.34,Paid,Bank Transfer
795,795,2024-02-09,2024-03-10,1863.31,Paid,Bank Transfer
796,796,2022-06-01,2022-07-01,1262.87,Overdue,Bank Transfer
797,797,2024-01-08,2024-02-07,681.46,Unpaid,Cash
798,798,2023-06-21,2023-07-21,1081.88,Paid,Bank Transfer
799,799,2022-12-27,2023-01-26,967.69,Overdue,Credit Card
800,800,2022-08-16,2022-09-15,43.82,Paid,Cash
801,801,2022-12-17,2023-01-16,986.78,Paid,Cash
802,802,2022-09-25,2022-10-25,1283.87,Overdue,Credit Card
803,803,2024-05-29,2024-06-28,1352.99,Paid,Bank Transfer
804,804,2023-08-26,2023-09-25,325.59,Paid,Bank Transfer
805,805,2024-11-06,2024-12-06,437.34,Unpaid,Bank Transfer
806,806,2022-05-13,2022-06-12,55.13,Overdue,Credit Card
807,807,2024-11-28,2024-12-28,1459.76,Paid,Cash
808,808,2024-10-10,2024-11-09,459.45,Unpaid,Cash
809,809,2023-03-01,2023-03-31,898.02,Overdue,Cash
810,810,2024-05-20,2024-06-19,1176.3,Overdue,Bank Transfer
811,811,2022-06-23,2022-07-23,224.42,Paid,Bank Transfer
812,812,2022-03-26,2022-04-25,1954.35,Overdue,Cash
813,813,2024-04-17,2024-05-17,424.75,Unpaid,Credit Card
814,814,2023-04-24,2023-05-24,535.22,Unpaid,Bank Transfer
815,815,2024-10-24,2024-11-23,1137.31,Unpaid,Bank Transfer
816,816,2022-07-21,2022-08-20,1063.17,Unpaid,Bank Transfer
817,817,2023-11-06,2023-12-06,757.7,Overdue,Bank Transfer
818,818,2022-10-10,2022-11-09,1530.47,Paid,Credit Card
819,819,2024-04-07,2024-05-07,861.47,Paid,Bank Transfer
820,820,2022-11-02,2022-12-02,109.96,Overdue,Bank Transfer
821,821,2024-11-22,2024-12-22,1645.63,Paid,Bank Transfer
822,822,2022-06-25,2022-07-25,512.91,Paid,Cash
823,823,2024-07-10,2024-08-09,116.65,Unpaid,Credit Card
824,824,2022-01-20,2022-02-19,1185.37,Paid,Credit Card
825,825,2024-04-06,2024-05-06,1445.12,Paid,Bank Transfer
826,826,2022-10-12,2022-11-11,1067.93,Paid,Bank Transfer
827,827,2024-03-11,2024-04-10,675.93,Paid,Credit Card
828,828,2022-08-11,2022-09-10,1545.65,Unpaid,Bank Transfer
829,829,2022-08-02,2022-09-01,1593.31,Paid,Cash
830,830,2023-01-18,2023-02-17,416.12,Unpaid,Bank Transfer
831,831,2024-12-09,2025-01-08,1381.28,Unpaid,Credit Card
832,832,2024-04-21,2024-05-21,1191.97,Paid,Bank Transfer
833,833,2022-05-21,2022-06-20,233.31,Paid,Cash
834,834,2024-08-30,2024-09-29,971.36,Paid,Credit Card
835,835,2024-07-28,2024-08-27,1707.19,Paid,Bank Transfer
836,836,2024-03-28,2024-04-27,1336.28,Paid,Bank Transfer
837,837,2024-07-31,2024-08-30,1911.5,Paid,Bank Transfer
838,838,2024-07-23,2024-08-22,656.07,Paid,Bank Transfer
839,839,2022-12-25,2023-01-24,605.66,Paid,Cash
840,840,2023-01-11,2023-02-10,1987.19,Paid,Cash
