payroll_id,employee_id,pay_period,gross_salary,deductions,net_salary,payment_date
451,222,2024-01,17456.74,5593.65,11863.09,2024-01-28
452,222,2024-02,15256.89,5261.66,9995.23,2024-02-28
453,222,2024-03,12747.59,3098.81,9648.78,2024-03-28
454,222,2024-04,4979.34,1483.41,3495.93,2024-04-28
455,222,2024-05,8704.36,1804.06,6900.3,2024-05-28
456,222,2024-06,11113.12,2274.97,8838.15,2024-06-28
457,276,2024-01,4143.85,938.56,3205.29,2024-01-28
458,276,2024-02,10965.56,2603.55,8362.01,2024-02-28
459,276,2024-03,6819.94,1883.34,4936.6,2024-03-28
460,276,2024-04,10989.53,3709.72,7279.81,2024-04-28
461,276,2024-05,14847.85,4281.87,10565.98,2024-05-28
462,276,2024-06,15342.28,3886.24,11456.04,2024-06-28
463,236,2024-01,15877.38,3940.8,11936.58,2024-01-28
464,236,2024-02,7332.53,1856.85,5475.68,2024-02-28
465,236,2024-03,10869.55,3183.13,7686.42,2024-03-28
466,236,2024-04,11980.03,2464.92,9515.11,2024-04-28
467,236,2024-05,4194.47,945.48,3248.99,2024-05-28
468,236,2024-06,6277.18,1339.68,4937.5,2024-06-28
469,102,2024-01,16591.97,3649.49,12942.48,2024-01-28
470,102,2024-02,7507.0,2570.69,4936.31,2024-02-28
471,102,2024-03,16385.13,3578.92,12806.21,2024-03-28
472,102,2024-04,7698.91,2066.59,5632.32,2024-04-28
473,102,2024-05,10710.44,2570.87,8139.57,2024-05-28
474,102,2024-06,15022.85,4046.04,10976.81,2024-06-28
475,23,2024-01,10759.04,3727.03,7032.01,2024-01-28
476,23,2024-02,4397.94,1414.46,2983.48,2024-02-28
477,23,2024-03,10205.62,3287.49,6918.13,2024-03-28
478,23,2024-04,13923.45,4543.06,9380.39,2024-04-28
479,23,2024-05,14141.43,3246.9,10894.53,2024-05-28
480,23,2024-06,6622.63,1561.97,5060.66,2024-06-28
481,244,2024-01,7930.88,2702.82,5228.06,2024-01-28
482,244,2024-02,12233.28,4106.42,8126.86,2024-02-28
483,244,2024-03,3298.85,932.62,2366.23,2024-03-28
484,244,2024-04,6847.46,1698.67,5148.79,2024-04-28
485,244,2024-05,8906.07,2286.46,6619.61,2024-05-28
486,244,2024-06,9212.54,2984.33,6228.21,2024-06-28
487,146,2024-01,13027.29,2947.91,10079.38,2024-01-28
488,146,2024-02,11629.23,3776.07,7853.16,2024-02-28
489,146,2024-03,13723.63,3494.03,10229.6,2024-03-28
490,146,2024-04,13970.37,3383.64,10586.73,2024-04-28
491,146,2024-05,3208.35,679.12,2529.23,2024-05-28
492,146,2024-06,7603.81,2246.53,5357.28,2024-06-28
493,27,2024-01,17068.01,5951.49,11116.52,2024-01-28
494,27,2024-02,16316.17,4899.01,11417.16,2024-02-28
495,27,2024-03,12576.61,3210.69,9365.92,2024-03-28
496,27,2024-04,5108.3,1217.54,3890.76,2024-04-28
497,27,2024-05,17987.46,4594.33,13393.13,2024-05-28
498,27,2024-06,16398.17,4170.06,12228.11,2024-06-28
499,3,2024-01,9442.32,1978.47,7463.85,2024-01-28
500,3,2024-02,15273.1,4887.87,10385.23,2024-02-28
501,3,2024-03,6305.72,1979.34,4326.38,2024-03-28
502,3,2024-04,7206.7,2499.45,4707.25,2024-04-28
503,3,2024-05,9824.42,2220.6,7603.82,2024-05-28
504,3,2024-06,6904.64,2079.88,4824.76,2024-06-28
505,148,2024-01,4141.89,1202.39,2939.5,2024-01-28
506,148,2024-02,15331.46,4246.08,11085.38,2024-02-28
507,148,2024-03,5593.28,1945.62,3647.66,2024-03-28
508,148,2024-04,16472.75,3577.53,12895.22,2024-04-28
509,148,2024-05,7501.15,1736.69,5764.46,2024-05-28
510,148,2024-06,8009.19,1856.55,6152.64,2024-06-28
511,227,2024-01,16147.31,4781.11,11366.2,2024-01-28
512,227,2024-02,15383.27,3867.78,11515.49,2024-02-28
513,227,2024-03,13726.23,4430.47,9295.76,2024-03-28
514,227,2024-04,4880.58,1697.55,3183.03,2024-04-28
515,227,2024-05,13025.27,3431.19,9594.08,2024-05-28
516,227,2024-06,14219.18,2848.81,11370.37,2024-06-28
517,58,2024-01,13403.46,3708.44,9695.02,2024-01-28
518,58,2024-02,15535.33,3685.12,11850.21,2024-02-28
519,58,2024-03,17360.27,4791.74,12568.53,2024-03-28
520,58,2024-04,17532.52,4702.1,12830.42,2024-04-28
521,58,2024-05,7996.39,1686.82,6309.57,2024-05-28
522,58,2024-06,14084.58,3360.54,10724.04,2024-06-28
523,25,2024-01,3650.51,1098.43,2552.08,2024-01-28
524,25,2024-02,12276.57,3381.56,8895.01,2024-02-28
525,25,2024-03,14028.55,2844.55,11184.0,2024-03-28
526,25,2024-04,13482.04,3779.71,9702.33,2024-04-28
527,25,2024-05,17531.04,5267.75,12263.29,2024-05-28
528,25,2024-06,3776.86,951.26,2825.6,2024-06-28
529,11,2024-01,17006.56,5362.62,11643.94,2024-01-28
530,11,2024-02,9265.02,2341.25,6923.77,2024-02-28
531,11,2024-03,4967.1,1292.58,3674.52,2024-03-28
532,11,2024-04,3346.25,984.13,2362.12,2024-04-28
533,11,2024-05,9461.36,2028.11,7433.25,2024-05-28
534,11,2024-06,17201.91,5303.4,11898.51,2024-06-28
535,5,2024-01,14569.5,3906.81,10662.69,2024-01-28
536,5,2024-02,12587.66,2811.2,9776.46,2024-02-28
537,5,2024-03,6576.02,1316.25,5259.77,2024-03-28
538,5,2024-04,4782.5,1340.4,3442.1,2024-04-28
539,5,2024-05,8678.77,2032.44,6646.33,2024-05-28
540,5,2024-06,14457.34,4588.55,9868.79,2024-06-28
541,18,2024-01,7071.98,2299.02,4772.96,2024-01-28
542,18,2024-02,4915.69,995.25,3920.44,2024-02-28
543,18,2024-03,7806.26,2349.01,5457.25,2024-03-28
544,18,2024-04,3917.72,1365.22,2552.5,2024-04-28
545,18,2024-05,14694.4,4550.88,10143.52,2024-05-28
546,18,2024-06,6160.57,1763.45,4397.12,2024-06-28
547,118,2024-01,17011.32,3524.31,13487.01,2024-01-28
548,118,2024-02,10082.6,2767.44,7315.16,2024-02-28
549,118,2024-03,3226.39,1057.6,2168.79,2024-03-28
550,118,2024-04,13268.1,3811.59,9456.51,2024-04-28
551,118,2024-05,15736.98,3713.68,12023.3,2024-05-28
552,118,2024-06,7073.5,2190.45,4883.05,2024-06-28
553,155,2024-01,12486.75,4268.46,8218.29,2024-01-28
554,155,2024-02,14190.14,3176.59,11013.55,2024-02-28
555,155,2024-03,8825.52,1798.34,7027.18,2024-03-28
556,155,2024-04,7962.37,2027.58,5934.79,2024-04-28
557,155,2024-05,13634.96,4172.69,9462.27,2024-05-28
558,155,2024-06,17090.25,5276.17,11814.08,2024-06-28
559,294,2024-01,8738.61,1941.28,6797.33,2024-01-28
560,294,2024-02,10574.85,3077.81,7497.04,2024-02-28
561,294,2024-03,8572.01,2738.75,5833.26,2024-03-28
562,294,2024-04,13998.53,3729.01,10269.52,2024-04-28
563,294,2024-05,13371.64,4347.72,9023.92,2024-05-28
564,294,2024-06,15153.97,4381.69,10772.28,2024-06-28
565,277,2024-01,12035.44,3802.38,8233.06,2024-01-28
566,277,2024-02,6112.81,1249.6,4863.21,2024-02-28
567,277,2024-03,13230.58,2803.79,10426.79,2024-03-28
568,277,2024-04,11092.45,3064.51,8027.94,2024-04-28
569,277,2024-05,14427.89,4069.27,10358.62,2024-05-28
570,277,2024-06,10961.32,2499.41,8461.91,2024-06-28
571,194,2024-01,16210.33,5528.31,10682.02,2024-01-28
572,194,2024-02,3226.89,1055.1,2171.79,2024-02-28
573,194,2024-03,8101.59,1839.19,6262.4,2024-03-28
574,194,2024-04,16035.97,4433.32,11602.65,2024-04-28
575,194,2024-05,12059.98,3349.84,8710.14,2024-05-28
576,194,2024-06,3181.76,1043.91,2137.85,2024-06-28
577,83,2024-01,11412.82,3245.44,8167.38,2024-01-28
578,83,2024-02,15204.35,4480.33,10724.02,2024-02-28
579,83,2024-03,11827.7,3726.1,8101.6,2024-03-28
580,83,2024-04,10839.45,2825.11,8014.34,2024-04-28
581,83,2024-05,14902.04,4526.85,10375.19,2024-05-28
582,83,2024-06,3265.89,874.06,2391.83,2024-06-28
583,284,2024-01,7384.99,2439.75,4945.24,2024-01-28
584,284,2024-02,5360.48,1328.9,4031.58,2024-02-28
585,284,2024-03,14196.55,4202.88,9993.67,2024-03-28
586,284,2024-04,3053.16,706.44,2346.72,2024-04-28
587,284,2024-05,5348.14,1149.37,4198.77,2024-05-28
588,284,2024-06,11014.36,3258.37,7755.99,2024-06-28
589,214,2024-01,9708.78,2699.63,7009.15,2024-01-28
590,214,2024-02,15338.03,3190.59,12147.44,2024-02-28
591,214,2024-03,11696.48,3866.89,7829.59,2024-03-28
592,214,2024-04,12967.96,2660.81,10307.15,2024-04-28
593,214,2024-05,8121.02,2819.83,5301.19,2024-05-28
594,214,2024-06,16593.89,3432.39,13161.5,2024-06-28
595,225,2024-01,9005.83,3009.14,5996.69,2024-01-28
596,225,2024-02,16668.16,5550.5,11117.66,2024-02-28
597,225,2024-03,17713.08,4095.68,13617.4,2024-03-28
598,225,2024-04,3313.05,860.85,2452.2,2024-04-28
599,225,2024-05,6895.53,1930.37,4965.16,2024-05-28
600,225,2024-06,10200.16,2797.29,7402.87,2024-06-28
601,164,2024-01,12208.16,2517.51,9690.65,2024-01-28
602,164,2024-02,7468.08,2383.54,5084.54,2024-02-28
603,164,2024-03,15370.41,4870.2,10500.21,2024-03-28
604,164,2024-04,3195.46,868.05,2327.41,2024-04-28
605,164,2024-05,12531.76,3585.63,8946.13,2024-05-28
606,164,2024-06,4210.6,1184.08,3026.52,2024-06-28
607,44,2024-01,12362.14,3719.75,8642.39,2024-01-28
608,44,2024-02,4811.89,1092.93,3718.96,2024-02-28
609,44,2024-03,14359.35,4503.05,9856.3,2024-03-28
610,44,2024-04,10324.46,2343.35,7981.11,2024-04-28
611,44,2024-05,13216.95,3929.98,9286.97,2024-05-28
612,44,2024-06,14024.62,4105.82,9918.8,2024-06-28
613,40,2024-01,12452.97,4223.7,8229.27,2024-01-28
614,40,2024-02,16398.1,3482.68,12915.42,2024-02-28
615,40,2024-03,12579.32,4368.66,8210.66,2024-03-28
616,40,2024-04,9226.63,2427.01,6799.62,2024-04-28
617,40,2024-05,10251.24,3574.11,6677.13,2024-05-28
618,40,2024-06,10330.71,2954.28,7376.43,2024-06-28
619,50,2024-01,8198.52,2184.46,6014.06,2024-01-28
620,50,2024-02,9304.5,2049.56,7254.94,2024-02-28
621,50,2024-03,13515.09,2753.58,10761.51,2024-03-28
622,50,2024-04,6719.48,2305.15,4414.33,2024-04-28
623,50,2024-05,16516.34,5190.78,11325.56,2024-05-28
624,50,2024-06,5891.63,1754.01,4137.62,2024-06-28
625,245,2024-01,4128.53,1064.91,3063.62,2024-01-28
626,245,2024-02,12533.09,3493.39,9039.7,2024-02-28
627,245,2024-03,5677.1,1416.89,4260.21,2024-03-28
628,245,2024-04,17837.55,6068.95,11768.6,2024-04-28
629,245,2024-05,3891.22,1335.52,2555.7,2024-05-28
630,245,2024-06,7428.09,2385.17,5042.92,2024-06-28
631,167,2024-01,8747.77,2244.96,6502.81,2024-01-28
632,167,2024-02,13436.0,3112.04,10323.96,2024-02-28
633,167,2024-03,3565.25,915.09,2650.16,2024-03-28
634,167,2024-04,15042.73,3343.32,11699.41,2024-04-28
635,167,2024-05,15859.9,3731.38,12128.52,2024-05-28
636,167,2024-06,8967.33,1982.18,6985.15,2024-06-28
637,211,2024-01,4960.55,1729.69,3230.86,2024-01-28
638,211,2024-02,8729.77,2714.28,6015.49,2024-02-28
639,211,2024-03,17782.38,4821.33,12961.05,2024-03-28
640,211,2024-04,3572.05,740.26,2831.79,2024-04-28
641,211,2024-05,8901.83,2354.61,6547.22,2024-05-28
642,211,2024-06,17390.87,4096.15,13294.72,2024-06-28
643,20,2024-01,16618.31,4640.74,11977.57,2024-01-28
644,20,2024-02,16283.19,3658.48,12624.71,2024-02-28
645,20,2024-03,6834.55,1923.98,4910.57,2024-03-28
646,20,2024-04,3590.32,965.33,2624.99,2024-04-28
647,20,2024-05,15094.79,3076.52,12018.27,2024-05-28
648,20,2024-06,12910.54,3494.09,9416.45,2024-06-28
649,233,2024-01,15149.27,4919.82,10229.45,2024-01-28
650,233,2024-02,13799.91,4263.65,9536.26,2024-02-28
651,233,2024-03,12829.53,3443.64,9385.89,2024-03-28
652,233,2024-04,14022.75,4418.7,9604.05,2024-04-28
653,233,2024-05,7071.36,2090.7,4980.66,2024-05-28
654,233,2024-06,13170.1,4096.29,9073.81,2024-06-28
655,170,2024-01,11090.29,2834.18,8256.11,2024-01-28
656,170,2024-02,14345.19,3837.04,10508.15,2024-02-28
657,170,2024-03,3319.32,776.03,2543.29,2024-03-28
658,170,2024-04,13972.55,3629.65,10342.9,2024-04-28
659,170,2024-05,9917.52,3066.84,6850.68,2024-05-28
660,170,2024-06,12498.46,3906.44,8592.02,2024-06-28
661,115,2024-01,16820.21,5302.26,11517.95,2024-01-28
662,115,2024-02,16974.99,5883.1,11091.89,2024-02-28
663,115,2024-03,15501.86,3148.57,12353.29,2024-03-28
664,115,2024-04,11746.63,3438.22,8308.41,2024-04-28
665,115,2024-05,12283.03,4001.28,8281.75,2024-05-28
666,115,2024-06,6261.67,2026.86,4234.81,2024-06-28
667,256,2024-01,10246.24,2483.21,7763.03,2024-01-28
668,256,2024-02,13743.47,3577.87,10165.6,2024-02-28
669,256,2024-03,5433.53,1715.02,3718.51,2024-03-28
670,256,2024-04,11070.7,2694.08,8376.62,2024-04-28
671,256,2024-05,15591.14,3570.99,12020.15,2024-05-28
672,256,2024-06,16154.66,3291.04,12863.62,2024-06-28
673,254,2024-01,12178.04,3430.38,8747.66,2024-01-28
674,254,2024-02,3390.61,913.6,2477.01,2024-02-28
675,254,2024-03,3484.16,709.09,2775.07,2024-03-28
676,254,2024-04,8889.74,2803.72,6086.02,2024-04-28
677,254,2024-05,8242.71,1972.35,6270.36,2024-05-28
678,254,2024-06,8208.26,2641.96,5566.3,2024-06-28
679,8,2024-01,14637.28,3880.71,10756.57,2024-01-28
680,8,2024-02,7359.21,2257.17,5102.04,2024-02-28
681,8,2024-03,17227.17,3990.21,13236.96,2024-03-28
682,8,2024-04,5092.53,1080.13,4012.4,2024-04-28
683,8,2024-05,10066.58,3249.39,6817.19,2024-05-28
684,8,2024-06,15302.93,4517.4,10785.53,2024-06-28
685,145,2024-01,3790.47,1237.22,2553.25,2024-01-28
686,145,2024-02,8234.37,1849.26,6385.11,2024-02-28
687,145,2024-03,10120.5,3478.16,6642.34,2024-03-28
688,145,2024-04,17727.69,6089.44,11638.25,2024-04-28
689,145,2024-05,13277.36,4379.36,8898.0,2024-05-28
690,145,2024-06,11161.24,3750.54,7410.7,2024-06-28
691,168,2024-01,14741.54,4603.82,10137.72,2024-01-28
692,168,2024-02,6873.52,2336.89,4536.63,2024-02-28
693,168,2024-03,15643.67,4624.11,11019.56,2024-03-28
694,168,2024-04,12566.04,3522.13,9043.91,2024-04-28
695,168,2024-05,13370.62,4105.08,9265.54,2024-05-28
696,168,2024-06,16208.14,3433.88,12774.26,2024-06-28
697,144,2024-01,5493.99,1401.52,4092.47,2024-01-28
698,144,2024-02,3310.47,813.32,2497.15,2024-02-28
699,144,2024-03,16196.13,3385.18,12810.95,2024-03-28
700,144,2024-04,17723.59,5356.29,12367.3,2024-04-28
701,144,2024-05,14682.64,4968.44,9714.2,2024-05-28
702,144,2024-06,4903.06,1054.1,3848.96,2024-06-28
703,243,2024-01,9678.33,2955.33,6723.0,2024-01-28
704,243,2024-02,10747.99,2150.87,8597.12,2024-02-28
705,243,2024-03,10962.02,2348.21,8613.81,2024-03-28
706,243,2024-04,17761.67,5309.43,12452.24,2024-04-28
707,243,2024-05,9808.14,2573.02,7235.12,2024-05-28
708,243,2024-06,9433.65,2216.41,7217.24,2024-06-28
709,298,2024-01,8511.79,1811.2,6700.59,2024-01-28
710,298,2024-02,5283.62,1388.18,3895.44,2024-02-28
711,298,2024-03,6029.65,1796.94,4232.71,2024-03-28
712,298,2024-04,4718.19,952.48,3765.71,2024-04-28
713,298,2024-05,14472.44,4926.41,9546.03,2024-05-28
714,298,2024-06,11011.97,3071.2,7940.77,2024-06-28
715,80,2024-01,9497.16,2496.59,7000.57,2024-01-28
716,80,2024-02,14072.64,3462.86,10609.78,2024-02-28
717,80,2024-03,7362.37,2451.34,4911.03,2024-03-28
718,80,2024-04,8248.77,2400.65,5848.12,2024-04-28
719,80,2024-05,7662.93,2163.92,5499.01,2024-05-28
720,80,2024-06,8035.25,2373.37,5661.88,2024-06-28
721,2,2024-01,7377.3,1680.99,5696.31,2024-01-28
722,2,2024-02,5585.92,1502.08,4083.84,2024-02-28
723,2,2024-03,16880.75,4739.36,12141.39,2024-03-28
724,2,2024-04,15518.97,4593.8,10925.17,2024-04-28
725,2,2024-05,10369.69,2824.27,7545.42,2024-05-28
726,2,2024-06,14300.93,4319.99,9980.94,2024-06-28
727,291,2024-01,11588.12,2471.35,9116.77,2024-01-28
728,291,2024-02,12397.33,3196.8,9200.53,2024-02-28
729,291,2024-03,6368.3,1427.54,4940.76,2024-03-28
730,291,2024-04,13021.08,3090.85,9930.23,2024-04-28
731,291,2024-05,10206.32,3309.98,6896.34,2024-05-28
732,291,2024-06,4497.73,1355.85,3141.88,2024-06-28
733,71,2024-01,3254.53,951.15,2303.38,2024-01-28
734,71,2024-02,13687.25,4721.24,8966.01,2024-02-28
735,71,2024-03,13183.28,4210.78,8972.5,2024-03-28
736,71,2024-04,15160.77,3830.7,11330.07,2024-04-28
737,71,2024-05,17933.89,3849.32,14084.57,2024-05-28
738,71,2024-06,12148.82,3122.21,9026.61,2024-06-28
739,100,2024-01,13011.44,4041.53,8969.91,2024-01-28
740,100,2024-02,5112.5,1066.94,4045.56,2024-02-28
741,100,2024-03,7604.35,2559.88,5044.47,2024-03-28
742,100,2024-04,5264.21,1619.59,3644.62,2024-04-28
743,100,2024-05,9278.46,2832.74,6445.72,2024-05-28
744,100,2024-06,8420.97,2902.5,5518.47,2024-06-28
745,158,2024-01,12129.62,3708.9,8420.72,2024-01-28
746,158,2024-02,13300.47,3914.88,9385.59,2024-02-28
747,158,2024-03,6449.07,2067.91,4381.16,2024-03-28
748,158,2024-04,10576.87,2577.39,7999.48,2024-04-28
749,158,2024-05,8903.19,3014.71,5888.48,2024-05-28
750,158,2024-06,17821.04,5746.36,12074.68,2024-06-28
751,177,2024-01,13252.29,4456.74,8795.55,2024-01-28
752,177,2024-02,14614.74,3875.26,10739.48,2024-02-28
753,177,2024-03,11213.13,3527.56,7685.57,2024-03-28
754,177,2024-04,4306.34,1326.12,2980.22,2024-04-28
755,177,2024-05,13937.79,3618.82,10318.97,2024-05-28
756,177,2024-06,12924.59,4119.53,8805.06,2024-06-28
757,22,2024-01,5895.2,2037.13,3858.07,2024-01-28
758,22,2024-02,11635.32,2428.27,9207.05,2024-02-28
759,22,2024-03,17124.7,5066.1,12058.6,2024-03-28
760,22,2024-04,6231.98,2116.75,4115.23,2024-04-28
761,22,2024-05,7111.67,2027.64,5084.03,2024-05-28
762,22,2024-06,9111.18,2261.94,6849.24,2024-06-28
763,287,2024-01,10911.73,3315.61,7596.12,2024-01-28
764,287,2024-02,16992.35,4669.77,12322.58,2024-02-28
765,287,2024-03,12233.12,4133.21,8099.91,2024-03-28
766,287,2024-04,17489.32,4150.64,13338.68,2024-04-28
767,287,2024-05,10308.63,2517.56,7791.07,2024-05-28
768,287,2024-06,13519.23,2894.66,10624.57,2024-06-28
769,104,2024-01,9366.07,2417.81,6948.26,2024-01-28
770,104,2024-02,4415.07,1238.5,3176.57,2024-02-28
771,104,2024-03,14177.84,3348.98,10828.86,2024-03-28
772,104,2024-04,12258.51,2977.68,9280.83,2024-04-28
773,104,2024-05,7521.32,2184.24,5337.08,2024-05-28
774,104,2024-06,6015.58,1555.78,4459.8,2024-06-28
775,10,2024-01,6543.85,1605.04,4938.81,2024-01-28
776,10,2024-02,10245.28,2977.33,7267.95,2024-02-28
777,10,2024-03,17248.06,3895.25,13352.81,2024-03-28
778,10,2024-04,15728.03,3391.55,12336.48,2024-04-28
779,10,2024-05,13080.26,3715.09,9365.17,2024-05-28
780,10,2024-06,11838.48,3355.89,8482.59,2024-06-28
781,300,2024-01,8226.74,2294.7,5932.04,2024-01-28
782,300,2024-02,5315.48,1174.61,4140.87,2024-02-28
783,300,2024-03,10151.65,2343.61,7808.04,2024-03-28
784,300,2024-04,4531.17,1534.7,2996.47,2024-04-28
785,300,2024-05,8064.28,1729.2,6335.08,2024-05-28
786,300,2024-06,13056.06,4473.65,8582.41,2024-06-28
787,249,2024-01,11406.0,3076.71,8329.29,2024-01-28
788,249,2024-02,17742.05,4141.72,13600.33,2024-02-28
789,249,2024-03,3105.31,992.52,2112.79,2024-03-28
790,249,2024-04,12343.15,4273.32,8069.83,2024-04-28
791,249,2024-05,14134.28,3380.71,10753.57,2024-05-28
792,249,2024-06,17809.68,4698.17,13111.51,2024-06-28
793,260,2024-01,13725.4,4494.62,9230.78,2024-01-28
794,260,2024-02,4935.86,1284.02,3651.84,2024-02-28
795,260,2024-03,12162.85,3374.05,8788.8,2024-03-28
796,260,2024-04,7966.09,2504.39,5461.7,2024-04-28
797,260,2024-05,9183.35,2081.84,7101.51,2024-05-28
798,260,2024-06,10149.96,2139.84,8010.12,2024-06-28
799,126,2024-01,4564.68,1167.35,3397.33,2024-01-28
800,126,2024-02,12855.76,3784.06,9071.7,2024-02-28
801,126,2024-03,7456.08,1782.62,5673.46,2024-03-28
802,126,2024-04,9814.17,3010.53,6803.64,2024-04-28
803,126,2024-05,15510.15,3118.56,12391.59,2024-05-28
804,126,2024-06,3345.13,1073.24,2271.89,2024-06-28
805,41,2024-01,9594.32,2901.73,6692.59,2024-01-28
806,41,2024-02,13638.39,4681.37,8957.02,2024-02-28
807,41,2024-03,10270.44,2700.37,7570.07,2024-03-28
808,41,2024-04,11020.22,3059.75,7960.47,2024-04-28
809,41,2024-05,4725.47,1331.84,3393.63,2024-05-28
810,41,2024-06,6745.88,1530.1,5215.78,2024-06-28
811,171,2024-01,9535.62,2615.72,6919.9,2024-01-28
812,171,2024-02,14595.37,3349.29,11246.08,2024-02-28
813,171,2024-03,12099.71,3401.21,8698.5,2024-03-28
814,171,2024-04,12558.08,4157.4,8400.68,2024-04-28
815,171,2024-05,4913.22,1171.4,3741.82,2024-05-28
816,171,2024-06,4901.97,1587.83,3314.14,2024-06-28
817,162,2024-01,15052.11,4232.09,10820.02,2024-01-28
818,162,2024-02,4780.45,1581.84,3198.61,2024-02-28
819,162,2024-03,12950.39,4299.45,8650.94,2024-03-28
820,162,2024-04,15103.89,3721.33,11382.56,2024-04-28
821,162,2024-05,10308.04,3144.21,7163.83,2024-05-28
822,162,2024-06,8292.69,2165.28,6127.41,2024-06-28
823,73,2024-01,15111.17,3245.97,11865.2,2024-01-28
824,73,2024-02,12670.95,3634.09,9036.86,2024-02-28
825,73,2024-03,4638.2,1382.73,3255.47,2024-03-28
826,73,2024-04,7393.52,2339.17,5054.35,2024-04-28
827,73,2024-05,15965.53,4553.78,11411.75,2024-05-28
828,73,2024-06,12906.84,4298.2,8608.64,2024-06-28
829,94,2024-01,12440.33,4033.74,8406.59,2024-01-28
830,94,2024-02,10596.67,3156.13,7440.54,2024-02-28
831,94,2024-03,17109.82,4226.25,12883.57,2024-03-28
832,94,2024-04,6756.01,1918.76,4837.25,2024-04-28
833,94,2024-05,16427.43,3305.68,13121.75,2024-05-28
834,94,2024-06,4485.78,1205.79,3279.99,2024-06-28
835,13,2024-01,4102.29,1366.05,2736.24,2024-01-28
836,13,2024-02,17694.7,5389.74,12304.96,2024-02-28
837,13,2024-03,16717.92,4309.49,12408.43,2024-03-28
838,13,2024-04,10528.53,2639.66,7888.87,2024-04-28
839,13,2024-05,15413.75,4473.63,10940.12,2024-05-28
840,13,2024-06,15495.97,3322.59,12173.38,2024-06-28
841,147,2024-01,9763.4,2350.16,7413.24,2024-01-28
842,147,2024-02,11548.83,3944.78,7604.05,2024-02-28
843,147,2024-03,3210.14,895.39,2314.75,2024-03-28
844,147,2024-04,12855.28,2626.58,10228.7,2024-04-28
845,147,2024-05,15031.71,4985.91,10045.8,2024-05-28
846,147,2024-06,11067.9,3431.53,7636.37,2024-06-28
847,231,2024-01,5498.62,1623.64,3874.98,2024-01-28
848,231,2024-02,15933.21,3811.44,12121.77,2024-02-28
849,231,2024-03,4453.39,1303.32,3150.07,2024-03-28
850,231,2024-04,8835.92,2503.9,6332.02,2024-04-28
851,231,2024-05,7431.24,1658.53,5772.71,2024-05-28
852,231,2024-06,11475.68,3094.85,8380.83,2024-06-28
853,180,2024-01,6777.45,1484.34,5293.11,2024-01-28
854,180,2024-02,9239.5,2289.99,6949.51,2024-02-28
855,180,2024-03,9789.98,2148.16,7641.82,2024-03-28
856,180,2024-04,3213.83,724.04,2489.79,2024-04-28
857,180,2024-05,11252.05,2899.94,8352.11,2024-05-28
858,180,2024-06,9296.72,3240.87,6055.85,2024-06-28
859,266,2024-01,3656.22,738.58,2917.64,2024-01-28
860,266,2024-02,3122.24,895.9,2226.34,2024-02-28
861,266,2024-03,3385.87,1118.44,2267.43,2024-03-28
862,266,2024-04,15945.12,5026.87,10918.25,2024-04-28
863,266,2024-05,10671.86,2145.46,8526.4,2024-05-28
864,266,2024-06,6711.43,1342.75,5368.68,2024-06-28
865,53,2024-01,16916.13,4540.45,12375.68,2024-01-28
866,53,2024-02,5306.65,1835.1,3471.55,2024-02-28
867,53,2024-03,15979.0,4960.27,11018.73,2024-03-28
868,53,2024-04,12444.43,3956.04,8488.39,2024-04-28
869,53,2024-05,12834.7,3774.25,9060.45,2024-05-28
870,53,2024-06,3766.74,1180.36,2586.38,2024-06-28
871,90,2024-01,5859.5,1571.2,4288.3,2024-01-28
872,90,2024-02,3921.21,1289.32,2631.89,2024-02-28
873,90,2024-03,3937.82,1238.6,2699.22,2024-03-28
874,90,2024-04,11566.55,2608.35,8958.2,2024-04-28
875,90,2024-05,5494.54,1818.5,3676.04,2024-05-28
876,90,2024-06,11854.76,3043.94,8810.82,2024-06-28
877,258,2024-01,12713.07,2861.72,9851.35,2024-01-28
878,258,2024-02,8494.17,1786.87,6707.3,2024-02-28
879,258,2024-03,15768.31,4801.81,10966.5,2024-03-28
880,258,2024-04,17633.09,6150.78,11482.31,2024-04-28
881,258,2024-05,3892.64,780.05,3112.59,2024-05-28
882,258,2024-06,14678.97,4905.94,9773.03,2024-06-28
883,62,2024-01,9815.14,2160.45,7654.69,2024-01-28
884,62,2024-02,12947.3,4204.93,8742.37,2024-02-28
885,62,2024-03,13418.03,3304.03,10114.0,2024-03-28
886,62,2024-04,15322.59,3420.04,11902.55,2024-04-28
887,62,2024-05,11379.09,2645.63,8733.46,2024-05-28
888,62,2024-06,11069.07,3628.4,7440.67,2024-06-28
889,156,2024-01,7595.27,1709.88,5885.39,2024-01-28
890,156,2024-02,16230.38,3733.56,12496.82,2024-02-28
891,156,2024-03,11739.39,3925.04,7814.35,2024-03-28
892,156,2024-04,15300.52,4178.56,11121.96,2024-04-28
893,156,2024-05,12825.13,3749.62,9075.51,2024-05-28
894,156,2024-06,8267.21,1763.12,6504.09,2024-06-28
895,93,2024-01,12140.63,3832.64,8307.99,2024-01-28
896,93,2024-02,14197.11,4841.53,9355.58,2024-02-28
897,93,2024-03,8391.85,2747.3,5644.55,2024-03-28
898,93,2024-04,10562.28,2834.19,7728.09,2024-04-28
899,93,2024-05,17495.44,5840.58,11654.86,2024-05-28
900,93,2024-06,12741.88,3050.17,9691.71,2024-06-28
901,232,2024-01,12821.92,3809.98,9011.94,2024-01-28
