ticket_id,incident_id,ticket_type,raised_by,assigned_team,priority,status,created_at,closed_at
278,,Problem,zburke,Database,Medium,Closed,2024-03-25 05:30:00,
279,,Incident,cervantesleslie,Security,Low,Closed,2023-07-08 21:39:00,2024-06-27 03:46:00
280,,Incident,brandongarcia,Cloud Ops,Critical,In Progress,2023-09-11 07:09:00,2023-05-10 14:28:00
281,,Service Request,bennettjennifer,Cloud Ops,High,Resolved,2024-09-21 10:58:00,2024-06-05 03:37:00
282,,Service Request,zwolfe,Cloud Ops,Critical,Resolved,2024-04-13 09:37:00,2024-08-12 09:17:00
283,,Incident,jerryparrish,Network,Medium,Resolved,2023-12-21 20:56:00,2025-01-16 12:26:00
284,,Problem,jesse81,Database,Low,Closed,2023-12-05 07:25:00,2024-03-26 20:32:00
285,96.0,Incident,smithandre,Desktop Support,Low,Pending,2024-12-31 22:49:00,2023-04-21 15:28:00
286,,Service Request,gilmorejoshua,Desktop Support,High,Open,2023-08-01 17:43:00,2023-07-14 06:06:00
287,,Problem,xfisher,Network,Low,In Progress,2024-02-17 08:34:00,2023-06-12 07:27:00
288,30.0,Incident,tracywilkins,Database,Medium,Resolved,2024-12-10 23:58:00,2024-01-11 06:04:00
289,142.0,Problem,hfoley,Desktop Support,Critical,Resolved,2023-04-07 11:31:00,2023-03-31 10:37:00
290,,Incident,thomas85,Cloud Ops,Critical,Open,2024-03-06 05:15:00,2023-12-29 01:18:00
291,,Incident,julie12,Cloud Ops,Medium,Closed,2023-11-15 15:35:00,2023-05-16 04:59:00
292,,Service Request,bullockrebecca,Network,Medium,Closed,2024-03-12 20:06:00,2023-09-09 10:02:00
293,,Incident,lindsay23,Network,Low,Resolved,2023-02-03 02:20:00,2024-09-21 18:31:00
294,,Incident,kathy78,Cloud Ops,Medium,Closed,2024-06-20 02:02:00,2024-09-19 15:41:00
295,,Service Request,petersonjordan,Database,Critical,Resolved,2024-01-19 01:34:00,2024-07-20 02:48:00
296,,Problem,odickerson,Desktop Support,Low,In Progress,2024-03-29 07:30:00,2023-02-26 16:43:00
297,,Incident,farmerlisa,Security,Medium,Resolved,2023-07-19 19:00:00,2023-06-09 00:58:00
298,201.0,Incident,umartin,Cloud Ops,Low,Resolved,2024-10-09 05:41:00,2024-05-20 09:32:00
299,,Problem,ssmith,Cloud Ops,Medium,Open,2023-06-22 14:14:00,2023-12-06 05:09:00
300,,Incident,ryan54,Desktop Support,Medium,Resolved,2024-11-17 21:11:00,2023-12-03 08:02:00
301,128.0,Problem,dmejia,Security,Critical,Closed,2024-01-12 09:15:00,2024-06-03 17:25:00
302,,Service Request,benjaminbrown,Database,High,Resolved,2023-02-23 01:30:00,2024-08-11 05:47:00
303,,Service Request,johnsonjames,Desktop Support,Critical,Resolved,2024-09-05 16:15:00,2023-12-26 11:40:00
304,,Problem,ymartinez,Network,High,Closed,2023-12-11 17:15:00,2024-01-06 01:00:00
305,,Service Request,karen78,Cloud Ops,Low,Resolved,2023-02-25 23:12:00,
306,,Incident,timothysharp,Network,Medium,Closed,2024-08-24 22:32:00,
307,122.0,Incident,connorstewart,Security,Critical,Resolved,2023-09-28 00:07:00,
308,,Incident,alyssaparsons,Network,Medium,Closed,2023-08-02 10:11:00,
309,,Incident,ephillips,Desktop Support,Critical,Open,2024-08-03 06:04:00,2025-02-01 08:08:00
310,,Service Request,wesley57,Desktop Support,Medium,In Progress,2023-04-07 09:03:00,2023-06-10 06:06:00
311,244.0,Incident,patrickmartin,Cloud Ops,Low,Resolved,2024-08-19 09:20:00,2025-01-27 08:02:00
312,,Incident,martintownsend,Database,High,Open,2023-03-17 19:57:00,2023-01-07 10:26:00
313,,Incident,zjennings,Security,Medium,Closed,2023-08-20 11:38:00,2024-04-29 13:15:00
314,,Service Request,patricialopez,Network,Medium,Closed,2023-01-29 04:45:00,
315,,Problem,wendy76,Cloud Ops,Critical,Closed,2023-02-25 12:26:00,2024-03-10 00:10:00
316,86.0,Incident,aking,Security,Critical,Resolved,2023-10-22 02:42:00,2023-02-15 11:30:00
317,173.0,Incident,ydelgado,Desktop Support,Medium,Closed,2024-11-29 19:59:00,2024-05-21 22:50:00
318,,Service Request,douglasdougherty,Desktop Support,Critical,Closed,2023-11-20 16:29:00,2024-06-20 19:45:00
319,,Problem,sherryclark,Database,Low,Resolved,2024-07-21 07:06:00,2023-04-20 10:55:00
320,,Incident,salvarez,Network,High,In Progress,2023-09-27 03:10:00,2024-05-28 09:23:00
321,,Service Request,michaelmartinez,Cloud Ops,Medium,Open,2024-11-19 06:28:00,
322,,Problem,ebowen,Security,Low,Resolved,2023-01-01 21:26:00,2023-11-26 09:57:00
323,,Problem,russellemily,Network,High,Resolved,2023-01-06 06:16:00,
324,47.0,Service Request,salinaszachary,Cloud Ops,Low,Resolved,2024-02-01 03:13:00,2023-02-08 03:06:00
325,,Service Request,ogarza,Desktop Support,Medium,Closed,2024-11-11 16:40:00,2023-04-01 14:10:00
326,126.0,Service Request,briancook,Cloud Ops,Critical,Pending,2024-03-08 08:00:00,
327,,Problem,kimberly40,Security,High,Closed,2024-02-13 23:03:00,2024-03-25 17:52:00
328,,Service Request,kristina89,Network,Low,Resolved,2023-10-14 06:17:00,2023-06-27 09:42:00
329,,Incident,thomaslane,Network,High,Closed,2024-04-29 10:56:00,2024-02-11 13:09:00
330,271.0,Incident,kruegermark,Desktop Support,Medium,Closed,2023-03-05 20:27:00,2023-10-29 04:47:00
331,41.0,Service Request,qpatterson,Database,High,Resolved,2023-08-18 16:51:00,2024-09-04 11:06:00
332,,Service Request,edwardserin,Database,Medium,In Progress,2024-12-06 13:25:00,2023-03-09 15:18:00
333,,Service Request,robert07,Desktop Support,Medium,Open,2024-03-19 08:37:00,2023-01-11 13:02:00
334,,Problem,vporter,Security,Low,Open,2023-08-07 15:59:00,2023-08-19 20:43:00
335,218.0,Problem,jonathan61,Desktop Support,Low,Closed,2023-01-13 15:34:00,2024-12-02 01:40:00
336,,Service Request,allenkimberly,Database,High,Resolved,2024-01-20 01:07:00,2024-06-24 07:00:00
337,166.0,Problem,dylan27,Security,High,Resolved,2024-05-25 07:15:00,2023-08-18 11:41:00
338,,Problem,michellebrady,Cloud Ops,Medium,Resolved,2024-09-09 15:02:00,
339,,Service Request,stanleyclark,Desktop Support,High,Closed,2023-03-20 21:51:00,2024-05-11 10:03:00
340,3.0,Problem,mccarthygregory,Desktop Support,Critical,Open,2023-04-29 16:20:00,2024-07-25 18:44:00
341,,Problem,timothyrodriguez,Network,High,In Progress,2023-01-22 10:46:00,2023-12-30 01:38:00
342,,Problem,huffmaria,Desktop Support,Low,Resolved,2024-04-02 23:09:00,2024-06-02 01:25:00
343,,Problem,hsimmons,Database,Medium,In Progress,2024-03-12 20:06:00,
344,,Service Request,krodriguez,Network,Critical,In Progress,2024-05-14 16:41:00,2024-09-19 00:32:00
345,,Problem,chaneric,Network,Critical,Resolved,2023-07-26 02:48:00,
346,,Incident,daniel48,Cloud Ops,High,Resolved,2024-07-21 04:49:00,2023-06-15 06:15:00
347,,Incident,oray,Security,Critical,Resolved,2023-05-21 11:00:00,2024-12-27 06:33:00
348,,Service Request,brooksshelby,Network,Critical,In Progress,2024-04-16 22:07:00,2023-09-26 02:12:00
349,90.0,Service Request,amoses,Cloud Ops,Medium,In Progress,2023-11-20 20:31:00,2024-05-17 08:11:00
350,,Incident,breannadrake,Security,Medium,Open,2023-09-16 05:02:00,2023-09-03 15:16:00
351,261.0,Service Request,anthonywhite,Network,High,In Progress,2023-02-21 21:21:00,2023-05-21 21:54:00
352,,Incident,kcooley,Network,High,Pending,2024-12-01 17:31:00,2024-12-25 19:14:00
353,,Problem,davistiffany,Desktop Support,Critical,In Progress,2024-08-22 11:29:00,
354,,Problem,jack64,Network,Critical,Closed,2023-03-15 04:37:00,
355,54.0,Incident,dpoole,Network,Medium,Closed,2023-02-21 03:01:00,2023-07-13 11:48:00
356,,Incident,epayne,Security,Critical,Closed,2023-10-13 16:53:00,2023-10-24 22:46:00
357,,Incident,wmarshall,Desktop Support,Medium,Closed,2023-05-10 05:14:00,2023-02-05 17:30:00
358,,Problem,dorseylinda,Security,Critical,Open,2024-08-12 09:13:00,2023-04-19 07:30:00
359,270.0,Service Request,rossjames,Database,Critical,Closed,2023-07-30 15:39:00,
360,58.0,Service Request,beasleygina,Database,Medium,In Progress,2024-10-27 01:33:00,
361,,Problem,carterjames,Desktop Support,Critical,Open,2023-04-20 19:14:00,
362,,Problem,robertellis,Security,High,Closed,2024-07-11 17:50:00,2023-09-11 17:00:00
363,143.0,Problem,sabrina69,Cloud Ops,Medium,Resolved,2023-04-09 07:50:00,2023-03-05 21:16:00
364,,Service Request,melissaroy,Desktop Support,High,Closed,2023-11-17 09:01:00,2024-05-15 00:00:00
365,,Incident,rmoore,Security,High,Closed,2024-06-03 16:08:00,2023-09-29 17:46:00
366,64.0,Problem,phamilton,Network,Medium,Resolved,2023-08-26 16:20:00,
367,,Problem,fernandezsusan,Database,High,Resolved,2024-08-28 17:48:00,
368,,Service Request,figueroakatelyn,Security,Medium,Resolved,2024-01-16 13:49:00,2023-11-26 07:13:00
369,,Service Request,jordan25,Network,Critical,Resolved,2024-11-28 15:03:00,2024-11-10 22:25:00
370,120.0,Incident,daniel93,Network,Low,Closed,2024-12-14 02:06:00,2024-08-28 10:21:00
371,,Incident,davidhaynes,Database,Medium,Resolved,2023-04-27 06:16:00,2023-08-25 15:31:00
372,,Service Request,fwhite,Network,Medium,Resolved,2024-10-08 20:13:00,
373,276.0,Problem,patriciawilson,Desktop Support,Low,Closed,2023-10-21 11:33:00,
374,,Incident,pwalker,Cloud Ops,Medium,Closed,2024-04-04 22:19:00,
375,,Service Request,evanskelsey,Cloud Ops,Medium,In Progress,2023-11-25 01:49:00,2023-12-04 04:36:00
376,,Incident,bbrown,Security,Medium,Pending,2024-03-27 19:40:00,
377,231.0,Incident,pchavez,Network,High,Resolved,2024-11-08 19:01:00,2023-11-19 22:44:00
378,,Problem,madison72,Network,Critical,Resolved,2023-09-27 08:20:00,2024-12-22 14:47:00
379,,Problem,michael39,Network,Critical,In Progress,2023-07-09 01:20:00,2024-10-14 11:57:00
380,190.0,Problem,vbaker,Security,Critical,Resolved,2023-10-15 00:36:00,2023-02-20 03:46:00
381,,Service Request,andrew08,Security,Medium,Open,2023-01-25 02:14:00,2024-10-05 02:19:00
382,,Service Request,aturner,Database,Low,Pending,2024-05-05 00:36:00,
383,140.0,Service Request,xgoodman,Security,High,Resolved,2023-01-06 01:00:00,
384,12.0,Service Request,bmathis,Cloud Ops,High,Closed,2023-09-15 19:29:00,2023-08-06 09:46:00
385,,Service Request,bradleysmith,Security,Medium,Pending,2023-01-20 09:57:00,2024-09-12 04:55:00
386,218.0,Incident,cunninghammegan,Security,Critical,Resolved,2023-03-27 06:33:00,
387,,Service Request,brookemartin,Network,Low,Closed,2023-04-25 05:42:00,2024-01-30 11:11:00
388,,Service Request,strongkimberly,Network,Low,Pending,2023-12-04 19:01:00,2023-04-23 10:01:00
389,,Incident,nicole39,Cloud Ops,High,Open,2024-03-19 21:17:00,2024-05-11 23:42:00
390,,Incident,ramirezamy,Network,Low,Closed,2023-08-23 05:44:00,2024-08-21 14:25:00
391,,Incident,richardsglenn,Security,High,Closed,2023-04-13 13:32:00,2023-10-28 08:24:00
392,,Service Request,michaellee,Security,Medium,In Progress,2023-11-12 02:42:00,2023-07-10 16:57:00
393,,Incident,glennbernard,Desktop Support,Critical,Resolved,2023-10-06 23:43:00,2024-05-20 22:38:00
394,,Incident,michaelwilliams,Database,Critical,Closed,2023-11-29 18:05:00,2023-10-01 09:33:00
395,,Problem,rebecca55,Security,Low,Closed,2024-08-11 21:19:00,2024-07-12 08:57:00
396,,Problem,wilsonnicole,Desktop Support,High,Resolved,2024-05-30 15:35:00,
397,,Incident,veronicacampbell,Cloud Ops,Critical,Closed,2024-11-20 15:26:00,2024-08-09 15:59:00
398,272.0,Incident,perezrichard,Security,Medium,In Progress,2023-06-01 11:07:00,2024-07-05 14:07:00
399,,Problem,heather39,Database,Critical,Pending,2024-03-21 14:27:00,2024-02-15 01:44:00
400,,Problem,karisanchez,Network,Medium,Closed,2023-06-17 12:53:00,2023-12-18 18:42:00
401,,Incident,kellysanchez,Network,Critical,Resolved,2024-08-16 15:54:00,2023-01-17 16:50:00
402,,Service Request,brittanyanderson,Security,Low,Open,2024-01-19 20:27:00,2023-08-07 23:37:00
403,,Service Request,reedjulie,Cloud Ops,Low,Closed,2023-10-12 14:30:00,2023-04-25 08:02:00
404,,Service Request,daviddecker,Cloud Ops,Low,In Progress,2024-01-09 23:01:00,2024-01-05 11:18:00
405,145.0,Incident,karen12,Database,High,Resolved,2023-11-28 04:23:00,2024-10-08 06:31:00
406,137.0,Problem,wallacemathew,Database,High,Pending,2023-12-11 22:42:00,2024-02-05 21:26:00
407,174.0,Problem,nedwards,Security,Medium,Open,2023-12-08 00:36:00,2023-08-10 00:43:00
408,,Service Request,stephaniewilson,Cloud Ops,Medium,Resolved,2024-12-24 22:49:00,
409,,Service Request,tammymorales,Database,Critical,Open,2024-07-22 18:17:00,2023-06-12 23:56:00
410,,Service Request,castillokyle,Cloud Ops,Low,In Progress,2024-03-09 19:34:00,
411,,Service Request,joshua10,Cloud Ops,High,In Progress,2023-06-26 20:57:00,2023-10-21 06:44:00
412,,Incident,xwhite,Cloud Ops,Critical,Closed,2024-03-18 11:14:00,2024-04-24 21:33:00
413,143.0,Service Request,danielle93,Network,Critical,Closed,2024-07-31 02:37:00,
414,220.0,Problem,ypeterson,Security,Low,Closed,2024-12-04 15:51:00,
415,,Service Request,willishenry,Network,Low,Pending,2023-03-17 11:27:00,2024-06-27 01:30:00
416,,Incident,ojones,Desktop Support,Low,Resolved,2023-02-17 00:33:00,
417,158.0,Problem,olsonjesse,Database,Low,In Progress,2024-05-06 09:14:00,
418,,Problem,banderson,Desktop Support,High,Resolved,2023-04-11 17:00:00,
419,,Problem,thomas28,Security,Low,In Progress,2024-12-11 05:36:00,2024-03-07 08:02:00
420,55.0,Problem,gking,Desktop Support,Critical,Closed,2023-04-07 08:27:00,2024-08-28 11:06:00
421,,Problem,jacquelinezamora,Desktop Support,Low,Closed,2023-08-25 18:52:00,2023-03-03 11:38:00
422,,Service Request,zmartinez,Cloud Ops,High,In Progress,2024-08-10 09:52:00,
423,,Problem,anthonyduncan,Cloud Ops,High,Closed,2024-11-23 23:56:00,2023-06-13 16:32:00
424,125.0,Service Request,donnasuarez,Cloud Ops,Medium,Pending,2024-07-17 20:49:00,2025-01-23 07:00:00
425,,Problem,leslie24,Desktop Support,Critical,Resolved,2023-05-20 21:50:00,
426,,Incident,leejanet,Network,Critical,In Progress,2023-02-17 10:22:00,
427,,Problem,gomezjerry,Database,Medium,In Progress,2024-11-01 20:19:00,2024-12-21 16:15:00
428,,Incident,michael51,Cloud Ops,Critical,Closed,2024-05-14 18:56:00,2024-06-07 21:33:00
429,,Service Request,jason21,Database,Low,Closed,2024-06-23 13:28:00,
430,,Service Request,evanselizabeth,Cloud Ops,Critical,Closed,2023-03-27 01:18:00,
431,,Incident,holmesscott,Database,Critical,Closed,2024-01-26 10:11:00,2023-10-17 03:47:00
432,,Incident,qlittle,Network,Low,In Progress,2023-10-20 00:16:00,
433,,Service Request,ijacobs,Network,Low,In Progress,2023-10-14 07:50:00,2024-04-13 01:59:00
434,187.0,Service Request,heather42,Database,Low,In Progress,2024-02-10 07:51:00,2023-02-01 02:37:00
435,108.0,Incident,tarashaw,Network,Low,Closed,2023-11-28 16:19:00,2024-03-30 07:56:00
436,113.0,Service Request,jeanking,Network,Low,Closed,2023-03-09 21:44:00,2024-08-04 06:05:00
437,,Service Request,isabella81,Security,Critical,Closed,2024-05-26 07:00:00,
438,228.0,Incident,jillcosta,Cloud Ops,Medium,In Progress,2024-09-01 15:51:00,2023-02-16 02:53:00
439,,Incident,kelsey77,Network,High,Resolved,2024-02-28 05:04:00,2024-07-19 19:54:00
440,82.0,Problem,reynoldscynthia,Security,Low,Closed,2024-03-01 02:13:00,2023-12-10 08:54:00
441,,Service Request,suzannegilmore,Cloud Ops,Low,In Progress,2024-10-27 10:54:00,
442,,Incident,briannaandersen,Security,Low,Closed,2024-04-27 02:04:00,2024-12-30 00:50:00
443,156.0,Service Request,wgomez,Network,Low,Closed,2023-09-06 02:45:00,
444,,Problem,martintanner,Cloud Ops,Low,Closed,2023-06-04 15:25:00,2023-07-16 22:55:00
445,254.0,Service Request,susan40,Database,Critical,Resolved,2023-12-02 08:58:00,2023-12-08 12:09:00
446,,Service Request,dana58,Network,High,In Progress,2023-11-14 12:55:00,2023-03-01 12:37:00
447,,Problem,mariaweaver,Database,Critical,Closed,2024-05-18 10:54:00,2023-04-20 23:33:00
448,256.0,Incident,holly72,Network,High,Resolved,2023-04-10 12:03:00,2024-07-24 00:04:00
449,,Problem,bkramer,Security,High,Closed,2023-02-13 17:10:00,2025-01-26 17:24:00
450,,Service Request,raymond29,Network,High,In Progress,2023-10-24 02:57:00,2023-10-14 23:08:00
451,,Service Request,michaelbradshaw,Desktop Support,Critical,Resolved,2024-10-06 00:33:00,2024-12-18 11:54:00
452,169.0,Incident,jillian19,Desktop Support,Critical,Closed,2024-11-04 13:49:00,2024-02-26 16:16:00
453,,Service Request,kjackson,Network,High,In Progress,2023-03-06 13:46:00,2024-06-02 03:18:00
454,3.0,Service Request,isaiahbell,Cloud Ops,Low,Resolved,2023-01-11 01:27:00,2023-09-30 07:27:00
455,,Service Request,fergusonmichael,Desktop Support,Medium,Resolved,2024-10-28 14:25:00,2023-04-19 21:03:00
456,,Incident,tjackson,Cloud Ops,Low,Pending,2023-01-30 15:27:00,
457,,Service Request,ajackson,Security,Low,Closed,2024-07-03 00:00:00,2024-04-30 17:16:00
458,146.0,Service Request,briannaking,Security,Critical,Resolved,2024-06-26 20:27:00,2024-05-09 01:27:00
459,,Incident,debbiedavis,Network,Medium,Closed,2023-07-01 17:48:00,2024-08-24 03:16:00
460,78.0,Incident,laurasanchez,Security,Medium,Resolved,2023-06-30 23:23:00,2024-07-02 07:12:00
461,,Service Request,christopher99,Security,Low,Closed,2024-11-25 18:06:00,
462,,Service Request,brookefrench,Database,High,Closed,2024-12-05 14:40:00,2024-02-06 18:47:00
463,,Problem,sfoster,Network,Low,In Progress,2023-06-19 10:48:00,2023-05-14 01:34:00
464,50.0,Problem,awilliams,Network,Low,In Progress,2024-05-17 21:02:00,2024-02-19 20:10:00
465,,Problem,vsmith,Cloud Ops,Medium,Resolved,2023-08-20 11:59:00,2023-12-28 19:06:00
466,,Service Request,mccartymichael,Cloud Ops,Critical,Closed,2024-03-22 22:26:00,
467,,Service Request,jacobwoods,Database,Critical,Closed,2023-07-17 12:54:00,2023-05-17 11:15:00
468,,Service Request,deborah03,Database,Critical,In Progress,2023-05-28 01:39:00,
469,,Service Request,williamskathleen,Security,Low,Closed,2023-01-21 12:39:00,2024-09-20 14:35:00
470,,Service Request,johnhines,Desktop Support,Critical,Closed,2024-07-02 06:40:00,2023-05-02 01:03:00
471,,Service Request,dennisevans,Cloud Ops,High,Resolved,2024-06-11 09:15:00,2024-08-01 07:01:00
472,,Service Request,ldavis,Cloud Ops,Low,In Progress,2023-11-17 20:45:00,2024-12-27 17:38:00
473,,Problem,patricksmith,Cloud Ops,Low,Pending,2024-08-01 21:15:00,2024-10-01 00:18:00
474,27.0,Problem,barnesandrew,Security,Medium,Open,2024-04-26 00:08:00,2024-06-27 18:01:00
475,234.0,Service Request,stevenhopkins,Security,High,In Progress,2023-07-12 00:43:00,2023-02-19 10:58:00
476,,Incident,ricardo61,Network,High,Closed,2023-12-03 09:30:00,2024-07-10 16:49:00
477,145.0,Incident,dguerra,Cloud Ops,High,Open,2023-06-13 16:10:00,2023-01-04 14:10:00
478,,Incident,icantrell,Desktop Support,Low,Pending,2023-05-24 17:23:00,
479,,Incident,tcampbell,Network,Medium,Pending,2023-09-16 14:05:00,
480,,Problem,alex95,Cloud Ops,High,Open,2024-01-06 03:13:00,2024-09-30 23:44:00
481,272.0,Problem,stevengonzalez,Security,Low,Resolved,2024-01-03 23:05:00,2023-04-16 04:01:00
482,,Incident,bdavis,Cloud Ops,High,Resolved,2023-02-12 08:47:00,2023-03-12 10:27:00
483,,Incident,meredithnunez,Desktop Support,Medium,Resolved,2024-12-17 19:09:00,2024-01-28 17:36:00
484,,Problem,tonyamercado,Security,Critical,In Progress,2024-04-21 19:12:00,
485,,Problem,pwilson,Security,Medium,Closed,2024-09-09 01:24:00,2024-01-12 13:12:00
486,,Incident,justin16,Cloud Ops,Low,In Progress,2023-05-07 06:30:00,2023-11-02 19:05:00
487,161.0,Problem,derrick31,Network,Medium,Closed,2024-02-03 18:18:00,2024-03-18 09:13:00
488,,Service Request,sbailey,Desktop Support,Low,Closed,2023-11-19 22:38:00,2023-10-15 11:26:00
489,,Incident,sextonjames,Security,Low,Closed,2024-08-20 10:06:00,2024-01-27 22:14:00
490,,Incident,stevenbarrett,Database,Critical,Resolved,2024-08-15 15:56:00,2023-08-23 07:43:00
491,,Incident,emills,Desktop Support,Low,In Progress,2023-08-04 07:52:00,2024-06-15 16:40:00
492,,Incident,wshannon,Database,Critical,Open,2023-05-29 10:01:00,2025-01-01 21:09:00
493,,Service Request,hendersonheather,Network,Low,Closed,2023-09-09 17:58:00,2024-01-25 13:32:00
494,,Incident,cassandra29,Cloud Ops,Medium,Pending,2023-06-14 14:20:00,2024-06-03 19:26:00
495,,Incident,fuentesnichole,Cloud Ops,Low,Pending,2024-05-12 06:33:00,
496,,Problem,kennedymichele,Desktop Support,Medium,In Progress,2023-02-14 18:29:00,
497,,Problem,huntscott,Database,Medium,In Progress,2024-05-26 01:40:00,2024-01-07 03:33:00
498,,Service Request,hufftroy,Desktop Support,Low,Open,2024-06-03 21:40:00,2024-11-03 13:53:00
499,236.0,Problem,geraldterry,Desktop Support,Low,Closed,2024-07-11 18:24:00,
500,,Service Request,khanjustin,Database,Low,Closed,2023-06-13 15:37:00,
