log_id,user_id,resource,action,ip_address,timestamp,status,device_type
338,91,email-server,Read,3.232.7.109,2025-01-21 11:11:00,Success,Server
339,192,/hr/payroll,Write,191.79.52.116,2024-08-08 15:15:00,Success,Server
340,11,/hr/payroll,Logout,62.140.192.243,2024-10-17 06:52:00,Success,Mobile
341,139,finance-db,Login,48.76.19.162,2024-12-15 02:05:00,Success,Server
342,190,/settings,Write,169.188.41.168,2024-11-26 04:49:00,Success,Mobile
343,75,/audit-logs,Read,222.125.11.178,2025-01-27 05:01:00,Failure,Desktop
344,114,/settings,Login,13.37.100.127,2024-09-18 22:14:00,Success,Desktop
345,80,/dashboard,Delete,114.94.69.160,2024-06-26 06:06:00,Success,Desktop
346,110,/settings,Logout,38.96.26.251,2024-02-11 11:41:00,Success,Server
347,86,hr-db,Write,169.221.23.208,2024-12-01 02:37:00,Failure,Desktop
348,20,/hr/payroll,Read,72.29.111.199,2024-09-13 09:54:00,Success,Mobile
349,17,finance-db,Read,171.201.20.105,2024-06-03 06:54:00,Success,Desktop
350,137,/audit-logs,Login,59.218.152.184,2024-09-07 22:34:00,Success,Mobile
351,40,/api/data,Read,166.235.165.44,2024-10-15 19:53:00,Failure,Desktop
352,176,email-server,Export,57.158.38.237,2024-03-12 13:37:00,Success,Desktop
353,148,/finance/reports,Logout,178.156.149.75,2024-04-05 00:21:00,Success,Desktop
354,196,email-server,Read,140.36.122.237,2024-09-28 11:32:00,Success,Server
355,46,email-server,Write,213.60.225.176,2024-11-23 09:09:00,Failure,Server
356,49,hr-db,Delete,48.51.23.66,2024-04-15 18:00:00,Success,Desktop
357,77,email-server,Logout,77.122.98.146,2024-01-13 00:35:00,Success,Server
358,21,/hr/payroll,Read,91.218.200.85,2024-08-21 07:31:00,Success,Desktop
359,31,/admin/users,Read,223.225.3.62,2024-07-26 14:46:00,Failure,Server
360,60,/api/data,Delete,170.15.222.8,2024-01-17 13:24:00,Success,Mobile
361,106,email-server,Login,13.174.59.23,2024-06-24 23:53:00,Success,Desktop
362,76,/api/data,Read,60.163.213.155,2024-05-04 11:25:00,Success,Desktop
363,194,hr-db,Write,39.121.65.224,2024-02-11 10:15:00,Success,Server
364,81,finance-db,Write,87.252.50.160,2025-01-08 08:00:00,Success,Mobile
365,148,/audit-logs,Logout,171.190.137.116,2024-09-03 02:04:00,Success,Server
366,51,email-server,Delete,182.205.68.135,2024-02-01 16:28:00,Failure,Server
367,144,/admin/users,Read,166.166.149.75,2024-02-03 21:48:00,Success,Mobile
368,110,email-server,Logout,25.178.68.1,2024-10-07 11:54:00,Success,Server
369,77,/settings,Delete,169.255.228.2,2024-01-29 23:01:00,Failure,Server
370,36,finance-db,Export,31.102.245.205,2024-05-03 19:58:00,Failure,Mobile
371,56,/hr/payroll,Login,211.141.44.114,2024-07-01 22:48:00,Success,Mobile
372,51,hr-db,Login,125.107.247.209,2024-05-29 00:44:00,Success,Mobile
373,90,/finance/reports,Write,167.125.55.86,2024-02-13 18:19:00,Success,Mobile
374,34,/settings,Logout,204.113.120.61,2025-01-18 02:21:00,Success,Desktop
375,129,/audit-logs,Write,87.95.68.141,2024-01-06 03:42:00,Success,Desktop
376,141,/hr/payroll,Logout,198.132.173.116,2024-08-13 21:20:00,Success,Server
377,177,finance-db,Delete,151.9.213.173,2024-12-08 15:22:00,Success,Mobile
378,184,/dashboard,Export,50.13.232.55,2024-04-21 12:13:00,Success,Desktop
379,83,/admin/users,Logout,122.65.228.151,2024-03-14 22:54:00,Success,Mobile
380,116,email-server,Delete,84.134.126.19,2024-12-30 03:31:00,Success,Server
381,190,/api/data,Export,26.92.81.79,2024-03-05 04:52:00,Success,Mobile
382,21,/finance/reports,Read,88.236.161.9,2024-02-10 16:30:00,Success,Mobile
383,192,email-server,Write,199.110.213.26,2024-08-26 16:19:00,Success,Mobile
384,149,email-server,Delete,24.140.55.252,2024-09-22 09:14:00,Success,Desktop
385,9,/finance/reports,Write,206.39.22.247,2024-02-20 21:57:00,Success,Mobile
386,48,/api/data,Login,53.142.154.126,2025-01-15 17:04:00,Success,Server
387,196,email-server,Logout,158.76.44.241,2025-01-28 12:03:00,Success,Desktop
388,185,/dashboard,Write,58.61.114.144,2024-04-10 03:28:00,Success,Desktop
389,47,/api/data,Write,101.173.48.239,2024-09-08 07:40:00,Success,Mobile
390,57,hr-db,Delete,139.194.118.185,2024-10-23 13:38:00,Success,Mobile
391,142,email-server,Export,85.95.173.51,2024-01-19 00:06:00,Success,Server
392,69,finance-db,Logout,85.218.128.112,2024-10-02 22:33:00,Success,Desktop
393,24,/audit-logs,Write,200.10.25.226,2024-06-07 00:09:00,Success,Desktop
394,63,/finance/reports,Write,138.70.109.97,2024-05-17 07:01:00,Success,Server
395,147,/admin/users,Login,31.11.118.66,2024-10-08 02:32:00,Success,Desktop
396,41,/finance/reports,Export,73.37.113.104,2024-01-26 11:03:00,Failure,Mobile
397,64,/settings,Login,26.118.168.160,2024-03-25 21:44:00,Success,Mobile
398,74,hr-db,Export,159.222.229.189,2024-10-18 14:51:00,Failure,Mobile
399,163,finance-db,Delete,81.115.244.167,2024-05-06 22:25:00,Success,Mobile
400,87,/dashboard,Read,170.161.95.138,2024-06-14 05:49:00,Success,Server
401,176,/admin/users,Delete,189.164.229.139,2024-12-31 10:56:00,Success,Mobile
402,68,/settings,Write,160.93.152.196,2024-04-30 09:34:00,Success,Server
403,57,/hr/payroll,Delete,118.199.89.65,2024-06-19 01:25:00,Success,Server
404,180,/finance/reports,Login,160.127.112.9,2024-11-10 18:32:00,Success,Mobile
405,46,email-server,Write,162.255.151.167,2024-02-14 19:47:00,Success,Server
406,182,/settings,Login,189.236.252.52,2024-03-29 08:55:00,Success,Mobile
407,69,/api/data,Read,147.153.78.39,2024-02-10 23:33:00,Success,Desktop
408,69,/api/data,Read,121.97.60.221,2025-01-04 00:50:00,Success,Desktop
409,200,/dashboard,Delete,146.69.39.191,2024-06-28 07:38:00,Success,Server
410,51,/finance/reports,Delete,98.226.3.194,2024-07-06 18:10:00,Failure,Server
411,163,/api/data,Read,94.216.52.2,2024-08-26 07:58:00,Failure,Desktop
412,82,email-server,Write,153.122.133.247,2024-04-10 00:27:00,Success,Mobile
413,93,hr-db,Login,166.234.234.4,2024-12-09 18:55:00,Success,Desktop
414,100,/api/data,Export,62.154.207.227,2024-06-05 05:45:00,Success,Mobile
415,155,email-server,Write,30.241.242.53,2024-03-24 12:11:00,Success,Mobile
416,107,/hr/payroll,Logout,144.99.25.24,2024-10-17 15:32:00,Success,Mobile
417,132,/audit-logs,Login,95.108.24.29,2024-10-08 04:57:00,Success,Mobile
418,59,email-server,Logout,82.109.99.223,2024-05-23 04:02:00,Failure,Server
419,43,/audit-logs,Delete,1.33.23.33,2024-07-30 20:41:00,Success,Mobile
420,40,/settings,Login,152.239.15.216,2024-09-12 01:30:00,Success,Mobile
421,18,/settings,Delete,99.109.54.176,2024-02-17 10:33:00,Success,Server
422,177,/hr/payroll,Logout,129.99.165.52,2024-08-23 18:44:00,Success,Mobile
423,37,finance-db,Read,169.188.65.21,2024-10-29 02:26:00,Success,Mobile
424,50,/dashboard,Delete,165.125.94.22,2025-01-09 13:29:00,Failure,Server
425,170,email-server,Logout,150.8.126.173,2024-09-16 19:13:00,Success,Desktop
426,172,/finance/reports,Logout,88.216.56.194,2024-09-18 02:06:00,Success,Server
427,9,/finance/reports,Logout,150.80.211.45,2024-12-10 16:41:00,Success,Mobile
428,165,/hr/payroll,Login,62.125.220.112,2024-07-31 06:21:00,Success,Server
429,70,/api/data,Read,15.175.140.39,2024-05-17 01:16:00,Success,Server
430,145,/admin/users,Logout,137.21.71.136,2024-02-15 14:53:00,Success,Desktop
431,16,email-server,Read,101.244.221.9,2024-06-02 15:08:00,Success,Server
432,36,email-server,Write,129.90.69.181,2024-12-01 08:15:00,Success,Desktop
433,121,/hr/payroll,Logout,11.37.150.86,2024-10-14 07:49:00,Success,Mobile
434,84,/finance/reports,Delete,116.237.13.46,2024-09-30 22:45:00,Success,Server
435,168,/settings,Write,172.37.165.215,2024-01-05 08:33:00,Success,Mobile
436,156,/api/data,Delete,94.189.165.193,2024-10-15 15:35:00,Failure,Desktop
437,97,/finance/reports,Delete,43.97.228.209,2024-08-09 18:59:00,Success,Desktop
438,185,hr-db,Delete,175.117.35.48,2024-08-16 22:31:00,Success,Mobile
439,187,/finance/reports,Login,139.60.223.84,2024-09-21 09:47:00,Success,Mobile
440,43,/audit-logs,Write,184.235.45.132,2024-12-01 08:36:00,Success,Server
441,115,/audit-logs,Login,134.64.53.188,2024-07-26 23:07:00,Success,Desktop
442,198,/admin/users,Logout,4.184.232.90,2024-12-24 14:27:00,Failure,Server
443,63,/admin/users,Delete,150.142.172.204,2024-01-26 03:48:00,Success,Server
444,199,finance-db,Write,211.197.52.175,2024-04-25 23:00:00,Success,Desktop
445,49,/finance/reports,Delete,75.43.187.224,2024-02-21 06:16:00,Success,Server
446,125,finance-db,Write,147.59.214.204,2024-05-28 13:54:00,Success,Mobile
447,98,finance-db,Read,48.210.105.9,2024-03-15 01:56:00,Success,Mobile
448,97,hr-db,Read,68.92.235.49,2024-06-25 01:28:00,Success,Desktop
449,30,/settings,Login,196.159.109.35,2024-06-05 08:46:00,Failure,Desktop
450,7,/hr/payroll,Export,4.193.101.142,2024-01-01 18:47:00,Success,Server
451,24,hr-db,Write,122.219.154.57,2024-05-27 09:13:00,Success,Desktop
452,159,/api/data,Read,134.35.8.84,2024-04-11 16:20:00,Success,Desktop
453,76,/admin/users,Write,193.74.72.155,2024-09-23 10:35:00,Failure,Server
454,167,/api/data,Export,76.17.118.10,2024-09-23 23:05:00,Success,Mobile
455,199,/hr/payroll,Read,172.121.250.161,2024-07-24 05:44:00,Success,Desktop
456,48,/finance/reports,Export,199.197.0.206,2024-09-03 14:03:00,Success,Desktop
457,140,/api/data,Export,197.187.25.49,2024-08-06 23:59:00,Failure,Mobile
458,199,email-server,Delete,144.62.99.238,2024-02-21 00:38:00,Success,Desktop
459,170,/hr/payroll,Login,108.164.44.10,2024-10-14 19:25:00,Success,Server
460,187,/hr/payroll,Export,173.169.151.81,2024-07-05 02:30:00,Success,Server
461,27,/dashboard,Read,187.110.144.203,2024-07-06 18:50:00,Failure,Mobile
462,49,/dashboard,Write,217.47.10.22,2024-01-05 10:34:00,Success,Server
463,26,/finance/reports,Delete,217.152.220.18,2024-06-09 04:14:00,Success,Desktop
464,61,email-server,Write,62.86.191.228,2024-06-10 07:19:00,Success,Mobile
465,158,/finance/reports,Logout,183.184.231.111,2024-07-01 07:45:00,Success,Mobile
466,141,hr-db,Export,52.196.170.221,2024-05-17 06:12:00,Success,Mobile
467,96,/audit-logs,Logout,79.151.205.199,2024-10-22 22:09:00,Success,Desktop
468,197,email-server,Write,75.121.211.60,2024-02-01 16:50:00,Success,Mobile
469,168,/dashboard,Login,223.50.93.140,2024-08-09 07:20:00,Success,Desktop
470,160,/settings,Read,161.68.230.61,2025-01-17 02:40:00,Success,Mobile
471,177,/dashboard,Delete,199.104.160.98,2024-04-06 01:47:00,Success,Mobile
472,16,hr-db,Read,166.106.159.159,2024-12-25 11:05:00,Success,Desktop
473,34,/finance/reports,Delete,104.190.205.213,2024-05-19 01:31:00,Success,Mobile
474,64,/audit-logs,Login,201.81.237.60,2024-05-29 18:58:00,Success,Server
475,46,/dashboard,Logout,42.27.178.65,2024-04-09 12:52:00,Success,Mobile
476,1,hr-db,Export,41.82.251.166,2024-04-12 01:11:00,Success,Desktop
477,100,hr-db,Delete,125.56.142.228,2024-03-17 21:18:00,Success,Desktop
478,190,/settings,Export,143.191.203.149,2024-04-28 09:46:00,Success,Mobile
479,17,/finance/reports,Write,137.48.118.177,2024-05-26 19:53:00,Success,Server
480,114,hr-db,Write,61.135.9.132,2024-10-18 16:38:00,Success,Mobile
481,78,/dashboard,Logout,191.152.233.206,2024-04-28 02:44:00,Success,Mobile
482,126,finance-db,Write,143.101.221.253,2024-01-10 17:01:00,Success,Server
483,58,email-server,Write,184.150.189.181,2024-03-27 05:18:00,Success,Server
484,19,/audit-logs,Delete,210.137.72.107,2025-01-02 03:46:00,Success,Desktop
485,81,/admin/users,Write,166.250.172.211,2024-10-01 10:12:00,Success,Server
486,199,/api/data,Read,31.154.92.125,2024-01-03 05:49:00,Success,Mobile
487,186,/hr/payroll,Logout,31.238.127.70,2024-12-09 17:50:00,Success,Mobile
488,136,/finance/reports,Read,166.35.5.50,2024-07-31 19:24:00,Success,Mobile
489,121,/finance/reports,Read,210.171.190.228,2024-10-17 16:15:00,Success,Mobile
490,142,/settings,Write,65.39.27.209,2024-09-23 22:52:00,Success,Server
491,175,email-server,Export,21.74.236.212,2025-01-22 06:32:00,Success,Desktop
492,146,/dashboard,Write,152.96.163.219,2024-07-07 15:54:00,Success,Server
493,9,/hr/payroll,Read,50.7.89.84,2024-10-29 03:08:00,Success,Mobile
494,145,/admin/users,Logout,84.69.134.201,2024-07-06 19:42:00,Success,Server
495,23,hr-db,Write,18.96.188.124,2024-06-03 00:05:00,Success,Server
496,151,/admin/users,Delete,131.54.103.155,2024-12-24 01:07:00,Success,Desktop
497,175,/hr/payroll,Delete,82.72.69.40,2024-09-04 22:56:00,Success,Desktop
498,51,/hr/payroll,Export,68.245.165.62,2024-02-01 13:52:00,Success,Server
499,113,/finance/reports,Read,128.130.70.185,2024-08-06 22:30:00,Success,Desktop
500,50,/finance/reports,Logout,19.69.234.59,2024-09-18 13:49:00,Success,Desktop
501,176,/api/data,Export,1.68.240.254,2024-03-13 03:17:00,Failure,Server
502,88,/hr/payroll,Read,145.232.189.27,2024-04-02 22:32:00,Success,Desktop
503,184,/settings,Write,115.249.212.167,2024-04-09 05:54:00,Success,Desktop
504,19,email-server,Login,21.194.211.86,2024-12-08 11:59:00,Success,Mobile
505,118,/settings,Login,60.4.245.216,2024-05-16 15:52:00,Success,Server
506,70,/finance/reports,Logout,9.152.85.15,2024-07-12 08:08:00,Success,Server
507,113,/audit-logs,Write,57.82.116.221,2024-01-27 11:47:00,Failure,Desktop
508,108,/settings,Write,117.184.191.135,2024-07-31 14:38:00,Success,Mobile
509,133,hr-db,Export,37.13.122.125,2024-02-24 17:06:00,Success,Mobile
510,98,/hr/payroll,Logout,151.174.152.213,2024-03-27 02:16:00,Success,Mobile
511,173,/finance/reports,Login,101.32.78.170,2025-01-12 18:22:00,Success,Mobile
512,90,/api/data,Logout,129.241.67.46,2024-01-14 12:52:00,Success,Mobile
513,198,/api/data,Delete,218.88.120.96,2025-01-09 10:57:00,Success,Mobile
514,191,finance-db,Read,13.232.249.114,2024-08-04 16:42:00,Success,Mobile
515,67,/hr/payroll,Write,46.106.118.223,2024-12-09 15:55:00,Failure,Server
516,195,finance-db,Export,200.93.211.225,2024-06-09 02:27:00,Success,Mobile
517,125,/admin/users,Login,167.162.103.142,2024-02-02 17:17:00,Success,Mobile
518,111,/dashboard,Export,66.246.238.115,2024-09-21 22:02:00,Success,Mobile
519,113,hr-db,Login,178.25.110.183,2024-02-07 11:26:00,Success,Desktop
520,82,/settings,Write,197.216.61.208,2024-04-18 09:11:00,Success,Desktop
521,92,/api/data,Delete,124.195.33.166,2024-07-19 03:42:00,Success,Mobile
522,197,/api/data,Login,92.221.95.5,2024-05-08 07:03:00,Success,Desktop
523,187,/hr/payroll,Login,33.198.246.55,2024-07-24 16:04:00,Success,Mobile
524,155,/finance/reports,Logout,163.187.66.17,2024-05-08 16:39:00,Success,Desktop
525,172,/api/data,Write,70.162.67.247,2024-04-19 17:34:00,Success,Server
526,40,/dashboard,Export,156.127.223.250,2024-01-24 22:50:00,Success,Desktop
527,77,/api/data,Logout,100.182.140.13,2024-05-11 00:56:00,Success,Server
528,200,/dashboard,Delete,119.178.122.205,2024-02-14 03:15:00,Success,Desktop
529,192,/settings,Login,160.181.104.114,2024-11-24 17:05:00,Success,Mobile
530,147,email-server,Export,64.93.67.116,2024-11-24 04:17:00,Failure,Server
531,18,email-server,Read,82.133.238.164,2024-04-03 04:42:00,Success,Mobile
532,65,/settings,Delete,1.211.212.155,2024-06-24 03:54:00,Success,Desktop
533,33,/finance/reports,Export,106.135.109.80,2025-01-19 03:50:00,Success,Desktop
534,69,/admin/users,Write,213.24.234.119,2024-09-15 02:16:00,Failure,Mobile
535,173,hr-db,Logout,201.11.87.203,2024-03-29 15:20:00,Success,Mobile
536,132,email-server,Read,64.1.105.242,2024-07-05 21:15:00,Failure,Server
537,88,/audit-logs,Write,45.91.154.186,2024-10-03 14:40:00,Success,Server
538,150,hr-db,Logout,13.90.174.222,2024-03-22 07:33:00,Success,Mobile
539,77,/hr/payroll,Delete,125.180.150.176,2024-08-21 21:56:00,Success,Desktop
540,40,/dashboard,Read,209.178.50.3,2024-02-15 23:28:00,Failure,Desktop
541,192,/audit-logs,Export,109.2.109.26,2024-08-05 15:29:00,Success,Mobile
542,36,/finance/reports,Login,169.209.85.136,2024-03-13 15:14:00,Success,Server
543,189,/finance/reports,Login,112.169.174.66,2024-08-13 22:37:00,Success,Mobile
544,125,finance-db,Write,175.196.135.23,2024-09-01 20:50:00,Success,Server
545,121,email-server,Login,65.250.229.94,2024-04-04 02:16:00,Success,Mobile
546,194,finance-db,Read,199.16.169.137,2024-01-18 02:41:00,Success,Server
547,163,/hr/payroll,Logout,202.173.140.102,2024-05-20 21:28:00,Success,Server
548,58,/finance/reports,Delete,84.54.146.130,2024-05-17 10:42:00,Success,Mobile
549,73,/api/data,Login,178.61.223.153,2024-08-17 01:27:00,Success,Server
550,51,hr-db,Write,148.253.151.97,2024-08-05 00:43:00,Success,Mobile
551,134,email-server,Delete,154.3.47.219,2024-11-11 23:48:00,Success,Server
552,98,/api/data,Export,73.171.168.156,2024-01-27 17:10:00,Success,Desktop
553,166,/audit-logs,Login,22.24.232.249,2024-01-10 11:17:00,Success,Mobile
554,167,email-server,Export,164.98.109.100,2024-01-04 08:03:00,Success,Server
555,37,/hr/payroll,Logout,167.233.10.101,2024-05-09 01:55:00,Failure,Mobile
556,112,hr-db,Login,198.239.224.161,2024-07-26 08:02:00,Failure,Mobile
557,99,/hr/payroll,Write,52.243.12.228,2024-09-26 17:54:00,Success,Mobile
558,105,/api/data,Delete,122.168.134.15,2024-01-06 00:13:00,Success,Desktop
559,198,email-server,Read,52.70.217.56,2024-09-28 22:29:00,Success,Mobile
560,116,hr-db,Write,16.67.107.102,2024-08-13 21:22:00,Success,Desktop
561,53,/finance/reports,Logout,173.90.102.151,2024-10-28 15:32:00,Success,Mobile
562,40,/audit-logs,Write,110.105.80.71,2024-05-15 16:42:00,Success,Desktop
563,151,/settings,Delete,209.210.24.15,2024-12-18 22:40:00,Success,Desktop
564,181,/finance/reports,Logout,48.220.101.121,2024-10-28 11:20:00,Success,Mobile
565,15,finance-db,Read,154.143.222.187,2024-12-03 21:05:00,Success,Server
566,48,finance-db,Read,191.190.174.103,2024-12-29 17:03:00,Success,Server
567,19,email-server,Export,48.128.168.5,2024-09-15 12:38:00,Success,Server
568,39,/settings,Delete,213.25.122.133,2024-08-21 07:27:00,Success,Desktop
569,198,/finance/reports,Login,31.247.204.151,2024-12-11 06:22:00,Failure,Mobile
570,144,/api/data,Delete,71.105.105.221,2024-11-10 10:08:00,Success,Desktop
571,14,/admin/users,Delete,38.55.127.109,2024-08-09 06:05:00,Success,Desktop
572,147,/settings,Export,55.159.60.112,2024-11-21 12:15:00,Success,Desktop
573,104,hr-db,Read,194.21.145.20,2024-11-13 07:28:00,Success,Mobile
574,13,/finance/reports,Login,201.255.50.130,2024-04-17 16:02:00,Success,Desktop
575,177,/audit-logs,Read,149.35.241.154,2024-09-13 21:30:00,Success,Desktop
576,155,/hr/payroll,Read,63.93.242.168,2024-12-03 08:55:00,Success,Server
577,159,/hr/payroll,Logout,74.231.229.196,2024-05-22 17:11:00,Success,Mobile
578,119,/finance/reports,Read,56.105.32.99,2024-12-01 10:44:00,Success,Desktop
579,87,/hr/payroll,Delete,168.166.246.116,2024-07-03 09:35:00,Success,Mobile
580,158,/settings,Write,216.103.167.173,2025-01-07 02:05:00,Success,Mobile
581,163,/audit-logs,Login,125.40.165.10,2024-03-05 03:14:00,Success,Server
582,102,/finance/reports,Export,83.34.202.214,2024-11-26 03:58:00,Success,Server
583,140,/api/data,Delete,216.237.130.247,2024-06-05 23:39:00,Success,Mobile
584,38,email-server,Export,184.86.165.92,2024-02-21 04:37:00,Success,Desktop
585,72,/hr/payroll,Read,188.240.225.212,2024-01-09 16:53:00,Success,Mobile
586,98,/finance/reports,Delete,16.153.221.93,2024-09-27 03:27:00,Success,Mobile
587,60,/api/data,Export,8.248.40.17,2024-08-30 06:01:00,Success,Desktop
588,152,/admin/users,Write,130.202.201.98,2024-03-30 19:38:00,Failure,Desktop
589,188,/api/data,Delete,71.237.78.70,2024-01-25 08:06:00,Success,Mobile
590,14,hr-db,Logout,118.164.12.116,2024-04-21 03:17:00,Success,Mobile
591,128,/api/data,Login,192.181.168.44,2024-01-26 23:39:00,Success,Mobile
592,98,/finance/reports,Delete,48.33.219.64,2025-01-03 02:20:00,Success,Mobile
593,55,/admin/users,Delete,222.55.65.158,2024-11-14 13:55:00,Failure,Mobile
594,65,hr-db,Logout,73.38.147.176,2024-02-09 23:36:00,Success,Desktop
595,166,/api/data,Export,123.73.176.44,2024-08-07 04:06:00,Success,Desktop
596,105,/finance/reports,Export,179.185.136.41,2024-07-17 10:17:00,Success,Mobile
597,65,/finance/reports,Export,32.91.99.163,2024-03-07 13:14:00,Success,Server
598,108,/hr/payroll,Logout,28.58.150.68,2024-09-01 20:49:00,Success,Desktop
599,69,finance-db,Delete,133.7.184.45,2024-07-18 05:53:00,Failure,Desktop
600,95,/api/data,Read,16.86.234.26,2024-03-05 22:53:00,Success,Desktop
601,118,email-server,Read,68.250.210.118,2024-09-26 01:31:00,Success,Mobile
602,197,/admin/users,Delete,215.9.240.45,2025-01-20 13:20:00,Success,Mobile
603,182,/audit-logs,Logout,62.59.237.228,2024-11-22 20:20:00,Success,Server
604,87,/finance/reports,Write,107.156.47.136,2024-08-08 09:10:00,Failure,Server
605,62,/hr/payroll,Write,157.235.250.78,2024-05-02 17:16:00,Success,Server
606,122,hr-db,Login,38.180.151.245,2024-01-04 01:42:00,Failure,Server
607,65,/settings,Logout,148.6.95.124,2024-08-30 01:48:00,Success,Desktop
608,142,email-server,Export,123.172.2.232,2024-02-27 06:05:00,Success,Mobile
609,40,/settings,Read,186.81.122.91,2024-09-19 01:09:00,Success,Desktop
610,134,/hr/payroll,Login,95.162.215.51,2025-01-29 22:42:00,Success,Mobile
611,100,/admin/users,Logout,18.146.11.173,2024-09-26 16:43:00,Success,Mobile
612,133,finance-db,Write,157.66.4.163,2024-09-30 13:02:00,Success,Mobile
613,194,/settings,Login,39.24.176.140,2024-05-11 07:39:00,Success,Server
614,200,/settings,Delete,128.97.193.210,2024-12-14 02:41:00,Failure,Mobile
615,149,hr-db,Write,92.184.197.235,2024-06-19 00:19:00,Success,Mobile
616,162,/api/data,Export,216.3.115.148,2024-01-27 15:31:00,Success,Desktop
617,120,/settings,Login,108.139.13.123,2025-01-25 05:34:00,Failure,Server
618,118,/api/data,Delete,193.185.165.87,2024-09-29 01:37:00,Success,Server
619,191,/settings,Export,19.72.224.146,2024-10-22 10:14:00,Success,Mobile
620,115,hr-db,Delete,14.216.167.156,2024-04-16 00:18:00,Success,Server
621,87,/finance/reports,Login,223.110.85.205,2024-12-30 11:34:00,Success,Desktop
622,125,/settings,Read,166.239.124.203,2024-11-03 16:27:00,Success,Mobile
623,77,/hr/payroll,Read,20.51.2.227,2024-02-06 16:32:00,Success,Server
624,157,/admin/users,Export,138.50.84.206,2024-06-28 11:01:00,Success,Server
625,139,/dashboard,Logout,162.212.124.132,2024-10-24 18:52:00,Success,Server
626,6,/audit-logs,Login,5.220.70.148,2024-09-29 02:18:00,Success,Server
627,198,/settings,Export,39.130.44.230,2024-04-19 10:02:00,Success,Desktop
628,109,finance-db,Logout,120.21.219.208,2024-09-28 15:36:00,Failure,Desktop
629,83,/audit-logs,Write,200.154.171.133,2024-04-23 00:47:00,Success,Server
630,115,email-server,Write,74.35.226.216,2024-10-13 03:03:00,Success,Server
631,28,/api/data,Login,21.167.146.160,2024-07-09 14:21:00,Failure,Mobile
632,26,/admin/users,Login,191.135.99.28,2024-04-13 03:26:00,Failure,Server
633,100,/hr/payroll,Login,11.35.245.121,2025-01-08 23:13:00,Success,Desktop
634,137,/finance/reports,Write,61.175.255.81,2024-07-04 02:16:00,Failure,Server
635,65,/api/data,Logout,216.248.240.147,2024-11-05 08:58:00,Failure,Server
636,159,/hr/payroll,Delete,160.222.194.209,2024-12-19 09:00:00,Success,Mobile
637,53,/api/data,Delete,211.69.178.206,2024-06-05 11:10:00,Failure,Mobile
638,186,/audit-logs,Delete,104.184.17.203,2024-11-23 08:06:00,Success,Desktop
639,86,email-server,Login,49.32.113.52,2024-10-01 17:54:00,Failure,Desktop
640,133,finance-db,Logout,167.113.247.192,2024-04-30 04:12:00,Success,Desktop
641,157,finance-db,Login,153.7.117.73,2024-03-21 03:44:00,Success,Server
642,136,email-server,Delete,129.223.87.43,2024-12-02 19:31:00,Success,Mobile
643,80,hr-db,Write,74.146.45.131,2024-05-14 01:54:00,Success,Server
644,98,/finance/reports,Read,57.235.152.141,2024-04-20 10:53:00,Success,Server
645,162,/api/data,Login,160.249.38.235,2024-01-13 17:09:00,Success,Server
646,19,/finance/reports,Login,14.163.153.183,2024-06-19 00:33:00,Failure,Mobile
647,175,/settings,Write,64.238.130.122,2024-11-26 02:40:00,Success,Desktop
648,105,/api/data,Read,209.57.196.168,2024-06-20 11:30:00,Success,Mobile
649,23,/dashboard,Read,111.218.174.157,2025-01-28 23:29:00,Success,Desktop
650,89,finance-db,Delete,172.78.209.37,2024-08-21 16:41:00,Success,Mobile
651,99,email-server,Login,166.116.116.222,2024-07-16 07:19:00,Success,Mobile
652,128,email-server,Delete,213.99.141.178,2024-10-10 14:15:00,Success,Desktop
653,147,email-server,Read,188.190.49.216,2024-08-17 11:15:00,Success,Server
654,183,/dashboard,Read,190.165.78.100,2024-04-12 14:53:00,Success,Mobile
655,70,email-server,Login,87.201.77.182,2024-04-18 02:16:00,Failure,Desktop
656,149,hr-db,Delete,219.65.121.48,2024-03-18 13:05:00,Success,Desktop
657,135,/hr/payroll,Export,211.97.37.235,2024-12-04 14:40:00,Success,Server
658,60,/admin/users,Write,57.13.27.154,2024-12-07 11:02:00,Success,Mobile
659,120,/admin/users,Delete,28.31.1.68,2024-11-23 14:19:00,Success,Desktop
660,68,/finance/reports,Write,189.240.96.168,2024-06-06 10:01:00,Success,Server
661,170,/finance/reports,Export,137.181.4.139,2024-06-19 19:22:00,Success,Desktop
662,19,/settings,Read,197.159.156.59,2024-09-04 22:04:00,Success,Mobile
663,82,/finance/reports,Write,219.28.109.3,2024-05-16 08:50:00,Success,Server
664,84,/settings,Delete,7.44.43.156,2024-06-04 23:16:00,Failure,Server
665,119,hr-db,Logout,214.43.237.157,2024-02-12 23:49:00,Success,Desktop
666,132,/audit-logs,Export,35.122.123.226,2025-01-11 15:57:00,Success,Mobile
667,189,/dashboard,Logout,87.6.16.115,2024-01-23 16:46:00,Failure,Mobile
668,188,/settings,Export,118.2.239.116,2024-03-02 07:59:00,Success,Server
669,168,finance-db,Login,11.2.20.47,2024-11-06 00:17:00,Success,Desktop
670,131,hr-db,Export,209.240.139.34,2024-08-31 07:00:00,Success,Server
671,161,hr-db,Logout,139.96.228.198,2024-07-12 05:14:00,Success,Desktop
672,69,/finance/reports,Read,49.168.121.28,2024-02-15 07:51:00,Success,Desktop
673,22,email-server,Read,33.65.116.123,2024-11-06 21:43:00,Success,Desktop
